,Wa0,Wa1,Wa2,Wa3,Wa4,Wa5,Wa6,Wa7,Wa8,Wa9,Wa10,Wa11,Wa12,Wa13,Wa14,Wa15,Wa16,Wa17,Wa18,Wa19,Wa20,Wa21,Wa22,Wa23
2012-10-01,0.026058631921824105,0.013029315960912053,0.04169381107491857,0.3218241042345277,0.14136807817589578,0.09381107491856677,0.031270358306188926,0.0,0.0,0.007817589576547232,0.0,0.008469055374592834,0.0,0.01758957654723127,0.0736156351791531,0.005863192182410423,0.028013029315960912,0.0,0.007817589576547232,0.012377850162866449,0.010423452768729642,0.014332247557003257,0.031921824104234525,0.0013029315960912053
2012-10-02,0.22671009771986972,0.012377850162866449,0.10162866449511401,0.3231270358306189,0.09641693811074918,0.098371335504886,0.011726384364820847,0.008469055374592834,0.0071661237785016286,0.0,0.0,0.0,0.0,0.016286644951140065,0.09446254071661238,0.004560260586319218,0.0,0.0,0.0,0.013029315960912053,0.005211726384364821,0.007817589576547232,0.0,0.0
2012-10-03,0.02996742671009772,0.17980456026058633,0.024104234527687295,0.29120521172638436,0.04755700325732899,0.09381107491856677,0.03322475570032573,0.009120521172638436,0.0,0.0,0.0,0.0,0.0,0.021498371335504887,0.06840390879478828,0.014332247557003257,0.0,0.0,0.0,0.0,0.0,0.021498371335504887,0.0,0.08990228013029317
2012-10-04,0.12117263843648209,0.05276872964169381,0.007817589576547232,0.13680781758957655,0.1276872964169381,0.06514657980456026,0.0006514657980456026,0.0,0.0,0.0,0.0,0.0,0.0,0.015635179153094463,0.10488599348534201,0.0013029315960912053,0.021498371335504887,0.0,0.13550488599348534,0.03061889250814332,0.008469055374592834,0.03517915309446254,0.003908794788273616,0.10097719869706841
2012-10-05,0.04104234527687296,0.03713355048859935,0.13485342019543975,0.2749185667752443,0.015635179153094463,0.024104234527687295,0.08990228013029317,0.011074918566775244,0.0,0.0,0.0,0.007817589576547232,0.0,0.015635179153094463,0.06644951140065146,0.0,0.003908794788273616,0.033876221498371335,0.0,0.0,0.018892508143322474,0.031270358306188926,0.026710097719869708,0.007817589576547232
2012-10-06,0.14788273615635178,0.03713355048859935,0.008469055374592834,0.10684039087947883,0.1472312703583062,0.0,0.02736156351791531,0.0,0.0,0.0,0.0,0.0,0.0,0.018241042345276872,0.03908794788273615,0.04755700325732899,0.10488599348534201,0.02736156351791531,0.22671009771986972,0.0026058631921824105,0.0,0.020846905537459284,0.0,0.0
2012-10-07,0.026058631921824105,0.026058631921824105,0.010423452768729642,0.31140065146579804,0.1771986970684039,0.0,0.028664495114006514,0.050814332247557006,0.0013029315960912053,0.0,0.0,0.0006514657980456026,0.009771986970684038,0.0,0.014332247557003257,0.01758957654723127,0.06840390879478828,0.08925081433224756,0.14332247557003258,0.026058631921824105,0.004560260586319218,0.018241042345276872,0.009120521172638436,0.0006514657980456026
2012-10-08,0.010423452768729642,0.03908794788273615,0.12964169381107493,0.30944625407166126,0.0006514657980456026,0.0,0.018892508143322474,0.0,0.0,0.0,0.023452768729641693,0.07035830618892508,0.0,0.0,0.0,0.013680781758957655,0.04625407166123779,0.025407166123778503,0.023452768729641693,0.004560260586319218,0.06710097719869706,0.18566775244299674,0.048859934853420196,0.001954397394136808
2012-10-09,0.06970684039087947,0.05211726384364821,0.18306188925081432,0.2553745928338762,0.16156351791530946,0.016286644951140065,0.0,0.0,0.011074918566775244,0.0006514657980456026,0.007817589576547232,0.0,0.0,0.018241042345276872,0.07166123778501629,0.006514657980456026,0.0,0.0,0.0,0.010423452768729642,0.003257328990228013,0.0013029315960912053,0.0,0.024755700325732898
2012-10-10,0.013680781758957655,0.0,0.11335504885993486,0.09576547231270359,0.1745928338762215,0.0762214983713355,0.046905537459283386,0.009120521172638436,0.0,0.0,0.0,0.0,0.0,0.031270358306188926,0.10618892508143322,0.0013029315960912053,0.0,0.0,0.0,0.0,0.0,0.04169381107491857,0.0,0.04169381107491857
