,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11
2013-06-01,0.20388349514563106,0.2621359223300971,0.13592233009708737,0.0,0.0,0.0,0.0,0.06796116504854369,0.05825242718446602,0.0,0.0,0.009708737864077669
2013-06-02,0.07766990291262135,0.4854368932038835,0.0,0.009708737864077669,0.0,0.0,0.0,0.038834951456310676,0.1262135922330097,0.0,0.009708737864077669,0.13592233009708737
2013-06-03,0.21359223300970873,0.30097087378640774,0.20388349514563106,0.0,0.0,0.0,0.05825242718446602,0.06796116504854369,0.0,0.11650485436893204,0.1553398058252427,0.1262135922330097
2013-06-04,0.1262135922330097,0.22330097087378642,0.019417475728155338,0.0,0.0,0.0,0.02912621359223301,0.038834951456310676,0.009708737864077669,0.038834951456310676,0.0,0.019417475728155338
2013-06-05,0.04854368932038835,0.17475728155339806,0.1553398058252427,0.07766990291262135,0.0,0.0,0.02912621359223301,0.04854368932038835,0.0,0.0,0.009708737864077669,0.13592233009708737
2013-06-06,0.07766990291262135,0.13592233009708737,0.14563106796116504,0.0,0.0,0.0,0.038834951456310676,0.05825242718446602,0.0,0.009708737864077669,0.0,0.1941747572815534
2013-06-07,0.10679611650485436,0.08737864077669903,0.3300970873786408,0.0,0.0,0.0,0.038834951456310676,0.009708737864077669,0.0,0.038834951456310676,0.0,0.009708737864077669
2013-06-08,0.1650485436893204,0.21359223300970873,0.1650485436893204,0.0,0.0,0.0,0.0,0.0,0.18446601941747573,0.17475728155339806,0.06796116504854369,0.009708737864077669
2013-06-09,0.05825242718446602,0.1941747572815534,0.22330097087378642,0.0,0.0,0.0,0.0,0.0,0.1262135922330097,0.0,0.04854368932038835,0.14563106796116504
2013-06-10,0.009708737864077669,0.11650485436893204,0.1941747572815534,0.0,0.0,0.0,0.02912621359223301,0.038834951456310676,0.0,0.038834951456310676,0.0,0.038834951456310676
2013-06-11,0.0970873786407767,0.0970873786407767,0.2815533980582524,0.0,0.0,0.0,0.02912621359223301,0.04854368932038835,0.0,0.0,0.0,0.02912621359223301
2013-06-12,0.2524271844660194,0.39805825242718446,0.009708737864077669,0.0,0.0,0.0,0.019417475728155338,0.04854368932038835,0.0,0.0,0.0,0.04854368932038835
2013-06-13,0.13592233009708737,0.1650485436893204,0.3300970873786408,0.0,0.0,0.0,0.02912621359223301,0.04854368932038835,0.0,0.0,0.0,0.019417475728155338
2013-06-14,0.08737864077669903,0.27184466019417475,0.1553398058252427,0.0,0.0,0.0,0.019417475728155338,0.038834951456310676,0.0,0.038834951456310676,0.0,0.02912621359223301
2013-06-15,0.1650485436893204,0.18446601941747573,0.18446601941747573,0.019417475728155338,0.0,0.0,0.0,0.0,0.07766990291262135,0.038834951456310676,0.04854368932038835,0.1262135922330097
2013-06-16,0.07766990291262135,0.3592233009708738,0.0,0.019417475728155338,0.009708737864077669,0.0,0.0,0.06796116504854369,0.019417475728155338,0.019417475728155338,0.02912621359223301,0.06796116504854369
2013-06-17,0.22330097087378642,0.2815533980582524,0.0,0.0,0.0,0.0,0.02912621359223301,0.009708737864077669,0.019417475728155338,0.0,0.0,0.009708737864077669
2013-06-18,0.009708737864077669,0.24271844660194175,0.1553398058252427,0.0,0.0,0.0,0.019417475728155338,0.08737864077669903,0.0,0.009708737864077669,0.0,0.019417475728155338
2013-06-19,0.04854368932038835,0.2815533980582524,0.30097087378640774,0.0,0.0,0.0,0.02912621359223301,0.02912621359223301,0.009708737864077669,0.06796116504854369,0.0,0.038834951456310676
2013-06-20,0.1553398058252427,0.27184466019417475,0.009708737864077669,0.10679611650485436,0.0,0.0,0.02912621359223301,0.05825242718446602,0.009708737864077669,0.0,0.038834951456310676,0.06796116504854369
2013-06-21,0.1262135922330097,0.34951456310679613,0.0970873786407767,0.0,0.0,0.0,0.02912621359223301,0.009708737864077669,0.06796116504854369,0.0,0.08737864077669903,0.02912621359223301
2013-06-22,0.17475728155339806,0.10679611650485436,0.13592233009708737,0.019417475728155338,0.009708737864077669,0.0,0.0,0.0,0.13592233009708737,0.02912621359223301,0.019417475728155338,0.08737864077669903
2013-06-23,0.07766990291262135,0.14563106796116504,0.08737864077669903,0.019417475728155338,0.0,0.0,0.0,0.0,0.06796116504854369,0.20388349514563106,0.02912621359223301,0.1262135922330097
2013-06-24,0.038834951456310676,0.2621359223300971,0.13592233009708737,0.009708737864077669,0.0,0.0,0.0,0.0,0.07766990291262135,0.038834951456310676,0.11650485436893204,0.06796116504854369
2013-06-25,0.05825242718446602,0.24271844660194175,0.0,0.08737864077669903,0.0,0.0,0.019417475728155338,0.038834951456310676,0.02912621359223301,0.009708737864077669,0.009708737864077669,0.04854368932038835
2013-06-26,0.0,0.14563106796116504,0.20388349514563106,0.08737864077669903,0.0,0.0,0.019417475728155338,0.02912621359223301,0.07766990291262135,0.11650485436893204,0.08737864077669903,0.038834951456310676
2013-06-27,0.038834951456310676,0.1262135922330097,0.2621359223300971,0.0,0.0,0.0,0.019417475728155338,0.0,0.10679611650485436,0.019417475728155338,0.0,0.04854368932038835
2013-06-28,0.0970873786407767,0.21359223300970873,0.1650485436893204,0.0,0.0,0.0,0.019417475728155338,0.0,0.02912621359223301,0.13592233009708737,0.02912621359223301,0.009708737864077669
2013-06-29,0.10679611650485436,0.13592233009708737,0.10679611650485436,0.04854368932038835,0.0,0.0,0.0,0.06796116504854369,0.038834951456310676,0.02912621359223301,0.009708737864077669,0.14563106796116504
2013-06-30,0.1262135922330097,0.07766990291262135,0.0,0.1650485436893204,0.0,0.0,0.0,0.019417475728155338,0.14563106796116504,0.04854368932038835,0.019417475728155338,0.009708737864077669
2013-07-01,0.1262135922330097,0.14563106796116504,0.11650485436893204,0.009708737864077669,0.0,0.0,0.0,0.019417475728155338,0.07766990291262135,0.019417475728155338,0.009708737864077669,0.0
2013-07-02,0.22330097087378642,0.11650485436893204,0.02912621359223301,0.13592233009708737,0.0,0.0,0.019417475728155338,0.02912621359223301,0.019417475728155338,0.019417475728155338,0.04854368932038835,0.02912621359223301
2013-07-03,0.11650485436893204,0.4854368932038835,0.1553398058252427,0.0,0.0,0.0,0.019417475728155338,0.02912621359223301,0.009708737864077669,0.04854368932038835,0.0,0.05825242718446602
2013-07-04,0.06796116504854369,0.0970873786407767,0.2815533980582524,0.009708737864077669,0.0,0.0,0.019417475728155338,0.038834951456310676,0.0,0.019417475728155338,0.0,0.04854368932038835
2013-07-05,0.02912621359223301,0.10679611650485436,0.1941747572815534,0.14563106796116504,0.0,0.0,0.019417475728155338,0.06796116504854369,0.04854368932038835,0.05825242718446602,0.21359223300970873,0.019417475728155338
2013-07-06,0.11650485436893204,0.14563106796116504,0.11650485436893204,0.1262135922330097,0.0,0.0,0.009708737864077669,0.04854368932038835,0.02912621359223301,0.009708737864077669,0.13592233009708737,0.038834951456310676
2013-07-07,0.009708737864077669,0.009708737864077669,0.11650485436893204,0.23300970873786409,0.0,0.0,0.06796116504854369,0.06796116504854369,0.10679611650485436,0.02912621359223301,0.0,0.0970873786407767
2013-07-08,0.13592233009708737,0.1941747572815534,0.21359223300970873,0.009708737864077669,0.0,0.0,0.009708737864077669,0.10679611650485436,0.0,0.02912621359223301,0.038834951456310676,0.0970873786407767
2013-07-09,0.08737864077669903,0.42718446601941745,0.2524271844660194,0.0,0.0,0.0,0.07766990291262135,0.038834951456310676,0.009708737864077669,0.0,0.009708737864077669,0.02912621359223301
2013-07-10,0.019417475728155338,0.20388349514563106,0.1553398058252427,0.0,0.0,0.0,0.04854368932038835,0.04854368932038835,0.019417475728155338,0.038834951456310676,0.009708737864077669,0.019417475728155338
2013-07-11,0.05825242718446602,0.4174757281553398,0.019417475728155338,0.0,0.0,0.0,0.009708737864077669,0.14563106796116504,0.08737864077669903,0.04854368932038835,0.019417475728155338,0.019417475728155338
2013-07-12,0.10679611650485436,0.1553398058252427,0.17475728155339806,0.0,0.0,0.0,0.05825242718446602,0.05825242718446602,0.06796116504854369,0.009708737864077669,0.0970873786407767,0.0970873786407767
2013-07-13,0.009708737864077669,0.23300970873786409,0.009708737864077669,0.009708737864077669,0.0,0.0,0.009708737864077669,0.08737864077669903,0.1262135922330097,0.019417475728155338,0.0970873786407767,0.23300970873786409
2013-07-14,0.0970873786407767,0.46601941747572817,0.07766990291262135,0.04854368932038835,0.0,0.0,0.009708737864077669,0.08737864077669903,0.07766990291262135,0.07766990291262135,0.009708737864077669,0.10679611650485436
2013-07-15,0.10679611650485436,0.1941747572815534,0.019417475728155338,0.0,0.0,0.019417475728155338,0.02912621359223301,0.02912621359223301,0.0,0.08737864077669903,0.038834951456310676,0.10679611650485436
2013-07-16,0.1262135922330097,0.2524271844660194,0.14563106796116504,0.0,0.0,0.0,0.02912621359223301,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.11650485436893204,0.02912621359223301
2013-07-17,0.02912621359223301,0.2524271844660194,0.18446601941747573,0.009708737864077669,0.0,0.0,0.009708737864077669,0.02912621359223301,0.0,0.009708737864077669,0.0,0.009708737864077669
2013-07-18,0.11650485436893204,0.27184466019417475,0.0970873786407767,0.0,0.0,0.0,0.009708737864077669,0.05825242718446602,0.019417475728155338,0.009708737864077669,0.0,0.04854368932038835
2013-07-19,0.10679611650485436,0.1262135922330097,0.14563106796116504,0.0,0.0,0.0,0.009708737864077669,0.02912621359223301,0.14563106796116504,0.009708737864077669,0.0,0.038834951456310676
2013-07-20,0.06796116504854369,0.24271844660194175,0.08737864077669903,0.0,0.0,0.0,0.0,0.019417475728155338,0.038834951456310676,0.0,0.009708737864077669,0.019417475728155338
2013-07-21,0.038834951456310676,0.23300970873786409,0.23300970873786409,0.0,0.0,0.0,0.0,0.04854368932038835,0.0970873786407767,0.2621359223300971,0.11650485436893204,0.0970873786407767
2013-07-22,0.04854368932038835,0.11650485436893204,0.11650485436893204,0.0,0.0,0.0,0.019417475728155338,0.019417475728155338,0.02912621359223301,0.0,0.009708737864077669,0.06796116504854369
2013-07-23,0.08737864077669903,0.1553398058252427,0.1262135922330097,0.04854368932038835,0.0,0.0,0.019417475728155338,0.038834951456310676,0.0,0.0,0.0,0.019417475728155338
2013-07-24,0.11650485436893204,0.06796116504854369,0.1553398058252427,0.0,0.0,0.0,0.009708737864077669,0.038834951456310676,0.0,0.0,0.0,0.009708737864077669
2013-07-25,0.07766990291262135,0.13592233009708737,0.1553398058252427,0.0,0.0,0.0,0.009708737864077669,0.019417475728155338,0.0,0.009708737864077669,0.009708737864077669,0.009708737864077669
2013-07-26,0.05825242718446602,0.18446601941747573,0.10679611650485436,0.08737864077669903,0.0,0.0,0.009708737864077669,0.05825242718446602,0.05825242718446602,0.0,0.019417475728155338,0.0970873786407767
2013-07-27,0.08737864077669903,0.1262135922330097,0.0,0.07766990291262135,0.0,0.0,0.0,0.009708737864077669,0.05825242718446602,0.0,0.0,0.0
2013-07-28,0.019417475728155338,0.06796116504854369,0.1941747572815534,0.0,0.0,0.0,0.0,0.009708737864077669,0.019417475728155338,0.07766990291262135,0.04854368932038835,0.06796116504854369
2013-07-29,0.14563106796116504,0.1941747572815534,0.0970873786407767,0.0,0.0,0.0,0.0,0.04854368932038835,0.04854368932038835,0.05825242718446602,0.019417475728155338,0.11650485436893204
2013-07-30,0.0970873786407767,0.20388349514563106,0.08737864077669903,0.0,0.0,0.0,0.019417475728155338,0.019417475728155338,0.019417475728155338,0.02912621359223301,0.009708737864077669,0.02912621359223301
2013-07-31,0.1650485436893204,0.1941747572815534,0.1262135922330097,0.0,0.0,0.0,0.019417475728155338,0.02912621359223301,0.0,0.0,0.0,0.009708737864077669
2013-08-01,0.019417475728155338,0.06796116504854369,0.019417475728155338,0.009708737864077669,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.009708737864077669
