,We0,We1,We2,We3,We4,We5
2013-02-01,0.42716396903589027,0.41871921182266014,0.4377199155524279,0.48909218859957776,0.41308937368050674,0.3764954257565095
2013-02-02,0.3469387755102041,0.26460239268121044,0.3342716396903589,0.38142153413089375,0.36382828993666433,0.3800140745953554
2013-02-03,0.35819845179451093,0.36875439831104856,0.3779028852920479,0.4074595355383533,0.40605207600281495,0.4004222378606615
2013-02-04,0.3912737508796622,0.4039408866995074,0.4433497536945813,0.4757213230119634,0.4539057002111189,0.4236453201970444
2013-02-05,0.414496833216045,0.4313863476425053,0.4602392681210416,0.47079521463757923,0.4489795918367347,0.4313863476425053
2013-02-06,0.4426460239268121,0.43912737508796623,0.43842364532019706,0.4560168895144265,0.4159042927515834,0.41731175228712175
2013-02-07,0.43279380717804367,0.43279380717804367,0.4405348346235046,0.4897959183673469,0.446164672765658,0.33004926108374383
2013-02-08,0.27515833919774807,0.2660098522167488,0.3469387755102041,0.41027445460942996,0.3771991555242787,0.3842364532019705
2013-02-09,0.3574947220267417,0.3574947220267417,0.3764954257565095,0.4088669950738916,0.3912737508796622,0.35467980295566504
2013-02-10,0.28571428571428575,0.2526389866291344,0.3279380717804363,0.4257565095003519,0.3779028852920479,0.3750879662209711
2013-02-11,0.3764954257565095,0.3673469387755102,0.3807178043631246,0.4039408866995074,0.414496833216045,0.41308937368050674
2013-02-12,0.4004222378606615,0.4032371569317382,0.43279380717804367,0.4679802955665025,0.48135116115411686,0.4757213230119634
2013-02-13,0.4180154820548909,0.4074595355383533,0.446164672765658,0.4764250527797326,0.43209007741027444,0.39197748064743143
2013-02-14,0.39971850809289233,0.39057002111189304,0.39901477832512317,0.42997888810696694,0.4377199155524279,0.43209007741027444
2013-02-15,0.4039408866995074,0.35116115411681914,0.4229415904292752,0.4722026741731175,0.42646023926812104,0.4201266713581985
2013-02-16,0.42083040112596765,0.40957072484166085,0.4644616467276566,0.5151301900070373,0.4574243490499648,0.42716396903589027
2013-02-17,0.3947923997185081,0.3729767769176636,0.4053483462350458,0.4285714285714286,0.41731175228712175,0.3856439127375088
2013-02-18,0.3610133708655876,0.3532723434201267,0.3603096410978185,0.386347642505278,0.3821252638986629,0.3779028852920479
2013-02-19,0.3532723434201267,0.3589021815622801,0.4074595355383533,0.43349753694581283,0.4011259676284307,0.3406052076002815
2013-02-20,0.2934553131597467,0.3230119634060521,0.3377902885292048,0.3645320197044335,0.36171710063335677,0.35467980295566504
2013-02-21,0.34412385643912735,0.34764250527797325,0.4039408866995074,0.4454609429978888,0.4454609429978888,0.4011259676284307
2013-02-22,0.40816326530612246,0.3800140745953554,0.40816326530612246,0.458128078817734,0.4426460239268121,0.38705137227304715
2013-02-23,0.2899366643209008,0.2892329345531316,0.41168191414496835,0.4574243490499648,0.44757213230119636,0.42646023926812104
2013-02-24,0.3856439127375088,0.3694581280788177,0.386347642505278,0.4285714285714286,0.4159042927515834,0.39971850809289233
2013-02-25,0.40816326530612246,0.41308937368050674,0.43068261787473616,0.4546094299788881,0.4433497536945813,0.414496833216045
2013-02-26,0.3356790992258973,0.31527093596059114,0.39901477832512317,0.4201266713581985,0.37719915552427863,0.3518648838845883
2013-02-27,0.32512315270935965,0.28219563687543986,0.3856439127375088,0.4532019704433498,0.41168191414496835,0.3370865587614356
