,Wa0,Wa1,Wa2,Wa3,Wa4,Wa5,Wa6,Wa7,Wa8,Wa9,Wa10,Wa11,Wa12,Wa13,Wa14,Wa15,Wa16,Wa17,Wa18,Wa19,Wa20,Wa21,Wa22,Wa23
2014-02-01,0.12182410423452769,0.028013029315960912,0.09055374592833876,0.033876221498371335,0.1237785016286645,0.10293159609120521,0.016286644951140065,0.026710097719869708,0.0026058631921824105,0.0,0.0,0.0,0.0,0.0,0.01758957654723127,0.0,0.018241042345276872,0.035830618892508145,0.010423452768729642,0.0,0.028664495114006514,0.07687296416938111,0.08273615635179153,0.0736156351791531
2014-02-02,0.06319218241042346,0.04234527687296417,0.018241042345276872,0.008469055374592834,0.3537459283387622,0.13550488599348534,0.013029315960912053,0.02214983713355049,0.009120521172638436,0.0,0.0,0.0,0.0,0.0,0.007817589576547232,0.009120521172638436,0.026058631921824105,0.08078175895765473,0.13289902280130292,0.07947882736156352,0.011726384364820847,0.012377850162866449,0.0,0.01758957654723127
2014-02-03,0.014332247557003257,0.020195439739413682,0.12052117263843648,0.16351791530944626,0.31530944625407165,0.08403908794788274,0.048859934853420196,0.007817589576547232,0.0,0.0,0.0,0.0,0.0,0.0,0.06384364820846905,0.02280130293159609,0.016286644951140065,0.028013029315960912,0.03778501628664495,0.003908794788273616,0.028013029315960912,0.024755700325732898,0.005211726384364821,0.0
2014-02-04,0.18436482084690553,0.06579804560260587,0.0781758957654723,0.06710097719869706,0.3042345276872964,0.023452768729641693,0.016938110749185668,0.0,0.0,0.0,0.0,0.0,0.0,0.03973941368078176,0.03973941368078176,0.08469055374592833,0.025407166123778503,0.02996742671009772,0.0,0.005863192182410423,0.0,0.13745928338762214,0.024755700325732898,0.06710097719869706
2014-02-05,0.05928338762214984,0.16742671009771987,0.14267100977198696,0.001954397394136808,0.2710097719869707,0.06644951140065146,0.0006514657980456026,0.011726384364820847,0.0,0.0,0.0,0.0,0.0,0.0,0.08273615635179153,0.10944625407166124,0.009120521172638436,0.0,0.0,0.0,0.0,0.009120521172638436,0.11596091205211727,0.056026058631921824
2014-02-06,0.024755700325732898,0.13615635179153093,0.05993485342019544,0.0,0.07882736156351791,0.10944625407166124,0.031921824104234525,0.0,0.0,0.0,0.0,0.0,0.007817589576547232,0.013680781758957655,0.05732899022801303,0.053420195439739415,0.024755700325732898,0.0,0.004560260586319218,0.015635179153094463,0.0,0.009120521172638436,0.0006514657980456026,0.050814332247557006
2014-02-07,0.040390879478827364,0.01758957654723127,0.04429967426710098,0.10423452768729642,0.1752442996742671,0.1739413680781759,0.08078175895765473,0.02280130293159609,0.0,0.0,0.0,0.0,0.0,0.0,0.07231270358306188,0.016286644951140065,0.03061889250814332,0.038436482084690554,0.26319218241042347,0.23713355048859935,0.004560260586319218,0.02214983713355049,0.04495114006514658,0.011726384364820847
2014-02-08,0.1511400651465798,0.020846905537459284,0.031921824104234525,0.003257328990228013,0.10684039087947883,0.1732899022801303,0.20846905537459284,0.08925081433224756,0.0,0.0,0.0,0.0,0.007817589576547232,0.0,0.013680781758957655,0.010423452768729642,0.05732899022801303,0.1472312703583062,0.10097719869706841,0.08403908794788274,0.03257328990228013,0.013029315960912053,0.001954397394136808,0.04820846905537459
2014-02-09,0.020846905537459284,0.08534201954397394,0.1237785016286645,0.013680781758957655,0.2501628664495114,0.11335504885993486,0.005211726384364821,0.021498371335504887,0.004560260586319218,0.012377850162866449,0.010423452768729642,0.0,0.0,0.0,0.0,0.009771986970684038,0.015635179153094463,0.10097719869706841,0.08143322475570032,0.12964169381107493,0.1237785016286645,0.07100977198697069,0.01758957654723127,0.11009771986970684
2014-02-10,0.11530944625407166,0.08143322475570032,0.04299674267100977,0.0749185667752443,0.010423452768729642,0.28794788273615635,0.02280130293159609,0.009120521172638436,0.0,0.0,0.0,0.0,0.006514657980456026,0.0,0.0,0.015635179153094463,0.0,0.0736156351791531,0.026058631921824105,0.09576547231270359,0.06644951140065146,0.11856677524429968,0.0736156351791531,0.014332247557003257
2014-02-11,0.02736156351791531,0.03908794788273615,0.04234527687296417,0.11726384364820847,0.057980456026058634,0.23257328990228013,0.0,0.1022801302931596,0.001954397394136808,0.0,0.004560260586319218,0.0,0.0,0.0,0.050814332247557006,0.06123778501628664,0.03908794788273615,0.03061889250814332,0.011074918566775244,0.026058631921824105,0.021498371335504887,0.010423452768729642,0.031270358306188926,0.03257328990228013
2014-02-12,0.0996742671009772,0.0026058631921824105,0.1719869706840391,0.11921824104234528,0.298371335504886,0.05276872964169381,0.02214983713355049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08013029315960912,0.054071661237785014,0.03061889250814332,0.02280130293159609,0.0,0.008469055374592834,0.013029315960912053,0.08794788273615635,0.013029315960912053,0.011726384364820847
2014-02-13,0.03517915309446254,0.04560260586319218,0.020195439739413682,0.08338762214983714,0.04560260586319218,0.24169381107491858,0.033876221498371335,0.016938110749185668,0.0,0.0,0.0,0.0,0.0,0.0,0.08273615635179153,0.05863192182410423,0.0026058631921824105,0.005863192182410423,0.004560260586319218,0.001954397394136808,0.10423452768729642,0.07231270358306188,0.05276872964169381,0.02280130293159609
