,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11
2012-08-01,0.2912621359223301,0.17475728155339806,0.08737864077669903,0.0,0.0,0.0,0.019417475728155338,0.009708737864077669,0.019417475728155338,0.038834951456310676,0.0,0.009708737864077669
2012-08-02,0.10679611650485436,0.1650485436893204,0.20388349514563106,0.0,0.0,0.0,0.019417475728155338,0.02912621359223301,0.019417475728155338,0.02912621359223301,0.019417475728155338,0.009708737864077669
2012-08-03,0.1650485436893204,0.019417475728155338,0.20388349514563106,0.02912621359223301,0.0,0.0,0.009708737864077669,0.05825242718446602,0.06796116504854369,0.06796116504854369,0.06796116504854369,0.08737864077669903
2012-08-04,0.04854368932038835,0.11650485436893204,0.1553398058252427,0.0,0.0,0.0,0.0,0.08737864077669903,0.02912621359223301,0.019417475728155338,0.038834951456310676,0.0
2012-08-05,0.0,0.08737864077669903,0.17475728155339806,0.0,0.0,0.0,0.0,0.019417475728155338,0.0970873786407767,0.10679611650485436,0.0,0.009708737864077669
2012-08-06,0.20388349514563106,0.10679611650485436,0.08737864077669903,0.0,0.0,0.0,0.0,0.019417475728155338,0.0,0.0,0.038834951456310676,0.0970873786407767
2012-08-07,0.07766990291262135,0.24271844660194175,0.0,0.0,0.0,0.0,0.019417475728155338,0.02912621359223301,0.0,0.02912621359223301,0.0,0.019417475728155338
2012-08-08,0.05825242718446602,0.14563106796116504,0.18446601941747573,0.0,0.0,0.0,0.009708737864077669,0.05825242718446602,0.0,0.019417475728155338,0.009708737864077669,0.1262135922330097
2012-08-09,0.10679611650485436,0.1262135922330097,0.11650485436893204,0.0,0.0,0.0,0.009708737864077669,0.02912621359223301,0.0,0.04854368932038835,0.05825242718446602,0.08737864077669903
2012-08-10,0.22330097087378642,0.27184466019417475,0.04854368932038835,0.0,0.0,0.0,0.019417475728155338,0.038834951456310676,0.02912621359223301,0.05825242718446602,0.0,0.038834951456310676
2012-08-11,0.04854368932038835,0.1553398058252427,0.1650485436893204,0.019417475728155338,0.0,0.0,0.009708737864077669,0.04854368932038835,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.08737864077669903
2012-08-12,0.038834951456310676,0.2815533980582524,0.13592233009708737,0.019417475728155338,0.0,0.0,0.009708737864077669,0.08737864077669903,0.0970873786407767,0.06796116504854369,0.02912621359223301,0.0
2012-08-13,0.14563106796116504,0.2912621359223301,0.11650485436893204,0.0,0.0,0.0,0.038834951456310676,0.038834951456310676,0.009708737864077669,0.0,0.019417475728155338,0.2815533980582524
2012-08-14,0.009708737864077669,0.3300970873786408,0.019417475728155338,0.0,0.0,0.0,0.038834951456310676,0.05825242718446602,0.038834951456310676,0.0,0.0,0.13592233009708737
2012-08-15,0.0,0.3106796116504854,0.04854368932038835,0.0,0.0,0.0,0.019417475728155338,0.07766990291262135,0.02912621359223301,0.0,0.019417475728155338,0.019417475728155338
2012-08-16,0.27184466019417475,0.42718446601941745,0.0970873786407767,0.0,0.0,0.0,0.038834951456310676,0.1262135922330097,0.019417475728155338,0.05825242718446602,0.02912621359223301,0.0
2012-08-17,0.08737864077669903,0.3883495145631068,0.019417475728155338,0.0,0.0,0.0,0.019417475728155338,0.04854368932038835,0.009708737864077669,0.009708737864077669,0.02912621359223301,0.009708737864077669
2012-08-18,0.0,0.34951456310679613,0.009708737864077669,0.0,0.0,0.0,0.0,0.08737864077669903,0.019417475728155338,0.0,0.14563106796116504,0.009708737864077669
2012-08-19,0.0,0.30097087378640774,0.019417475728155338,0.0,0.0,0.0,0.0,0.08737864077669903,0.019417475728155338,0.0,0.04854368932038835,0.038834951456310676
2012-08-20,0.1262135922330097,0.42718446601941745,0.05825242718446602,0.0,0.0,0.019417475728155338,0.02912621359223301,0.019417475728155338,0.02912621359223301,0.06796116504854369,0.009708737864077669,0.019417475728155338
2012-08-21,0.10679611650485436,0.44660194174757284,0.0,0.0,0.0,0.0,0.019417475728155338,0.009708737864077669,0.02912621359223301,0.05825242718446602,0.02912621359223301,0.08737864077669903
2012-08-22,0.009708737864077669,0.04854368932038835,0.1553398058252427,0.02912621359223301,0.06796116504854369,0.0,0.009708737864077669,0.019417475728155338,0.05825242718446602,0.038834951456310676,0.009708737864077669,0.009708737864077669
2012-08-23,0.06796116504854369,0.32038834951456313,0.04854368932038835,0.0,0.0,0.0,0.019417475728155338,0.0,0.019417475728155338,0.0,0.0,0.02912621359223301
2012-08-24,0.14563106796116504,0.3592233009708738,0.038834951456310676,0.07766990291262135,0.0,0.0,0.019417475728155338,0.019417475728155338,0.038834951456310676,0.0,0.0,0.019417475728155338
2012-08-25,0.0970873786407767,0.10679611650485436,0.07766990291262135,0.10679611650485436,0.0,0.0,0.0,0.04854368932038835,0.04854368932038835,0.009708737864077669,0.0,0.019417475728155338
2012-08-26,0.17475728155339806,0.019417475728155338,0.1553398058252427,0.0,0.0,0.0,0.0,0.02912621359223301,0.04854368932038835,0.019417475728155338,0.02912621359223301,0.13592233009708737
2012-08-27,0.20388349514563106,0.36893203883495146,0.009708737864077669,0.0,0.0,0.0,0.019417475728155338,0.0,0.05825242718446602,0.05825242718446602,0.009708737864077669,0.0970873786407767
2012-08-28,0.06796116504854369,0.3592233009708738,0.009708737864077669,0.0,0.0,0.0,0.009708737864077669,0.009708737864077669,0.04854368932038835,0.0,0.0,0.02912621359223301
2012-08-29,0.019417475728155338,0.42718446601941745,0.009708737864077669,0.0,0.0,0.0,0.019417475728155338,0.009708737864077669,0.08737864077669903,0.05825242718446602,0.009708737864077669,0.038834951456310676
2012-08-30,0.019417475728155338,0.17475728155339806,0.1650485436893204,0.0,0.0,0.0,0.0,0.019417475728155338,0.038834951456310676,0.0,0.0,0.038834951456310676
2012-08-31,0.0970873786407767,0.23300970873786409,0.20388349514563106,0.0,0.0,0.0,0.009708737864077669,0.02912621359223301,0.04854368932038835,0.05825242718446602,0.0,0.07766990291262135
2012-09-01,0.05825242718446602,0.08737864077669903,0.18446601941747573,0.0,0.0,0.0,0.009708737864077669,0.0,0.05825242718446602,0.05825242718446602,0.0,0.0
2012-09-02,0.038834951456310676,0.14563106796116504,0.1650485436893204,0.0,0.0,0.0,0.0,0.02912621359223301,0.009708737864077669,0.1553398058252427,0.04854368932038835,0.11650485436893204
2012-09-03,0.1553398058252427,0.1650485436893204,0.0,0.0,0.0,0.0,0.0,0.02912621359223301,0.019417475728155338,0.0,0.0,0.0
2012-09-04,0.0,0.07766990291262135,0.2621359223300971,0.009708737864077669,0.0,0.0,0.019417475728155338,0.019417475728155338,0.02912621359223301,0.04854368932038835,0.009708737864077669,0.019417475728155338
2012-09-05,0.08737864077669903,0.2621359223300971,0.04854368932038835,0.0,0.0,0.0,0.009708737864077669,0.02912621359223301,0.009708737864077669,0.0970873786407767,0.009708737864077669,0.02912621359223301
2012-09-06,0.18446601941747573,0.3883495145631068,0.009708737864077669,0.0,0.0,0.0,0.009708737864077669,0.019417475728155338,0.009708737864077669,0.0970873786407767,0.04854368932038835,0.08737864077669903
2012-09-07,0.2621359223300971,0.1941747572815534,0.009708737864077669,0.0,0.0,0.0,0.019417475728155338,0.038834951456310676,0.009708737864077669,0.02912621359223301,0.019417475728155338,0.13592233009708737
2012-09-08,0.038834951456310676,0.24271844660194175,0.0,0.0,0.0,0.0,0.0,0.02912621359223301,0.05825242718446602,0.0,0.0,0.0
2012-09-09,0.18446601941747573,0.21359223300970873,0.0,0.0,0.0,0.0,0.0,0.04854368932038835,0.019417475728155338,0.0,0.019417475728155338,0.13592233009708737
2012-09-10,0.009708737864077669,0.009708737864077669,0.27184466019417475,0.009708737864077669,0.0,0.0,0.009708737864077669,0.038834951456310676,0.009708737864077669,0.0,0.038834951456310676,0.038834951456310676
2012-09-11,0.0970873786407767,0.24271844660194175,0.17475728155339806,0.0,0.0,0.0,0.009708737864077669,0.02912621359223301,0.009708737864077669,0.0,0.0,0.019417475728155338
