,We0,We1,We2,We3,We4,We5
2014-02-01,0.2083040112596763,0.23574947220267417,0.2624912033779029,0.3413089373680507,0.338494018296974,0.3054187192118227
2014-02-02,0.2927515833919775,0.2765657987332864,0.2976776917663617,0.3779028852920479,0.3356790992258973,0.23715693173821256
2014-02-03,0.2301196340605208,0.1660802251935257,0.24560168895144266,0.3434201266713582,0.28712174524982403,0.17593244194229415
2014-02-04,0.12315270935960591,0.13370865587614356,0.18859957776213934,0.2582688247712879,0.22167487684729065,0.1956368754398311
2014-02-05,0.13441238564391275,0.08092892329345532,0.163265306122449,0.23645320197044337,0.16748768472906406,0.09781843771991555
2014-02-06,0.04926108374384237,0.019704433497536953,0.11681914144968333,0.24419422941590432,0.1928219563687544,0.163265306122449
2014-02-07,0.16396903589021816,0.13230119634060522,0.17733990147783252,0.24560168895144266,0.1893033075299085,0.14989444053483464
2014-02-08,0.10063335679099226,0.04855735397607318,0.16115411681914144,0.2730471498944405,0.2561576354679803,0.21815622800844475
2014-02-09,0.1294862772695285,0.1717100633356791,0.2315270935960591,0.2976776917663617,0.2920478536242083,0.2800844475721323
2014-02-10,0.2765657987332864,0.2716396903589022,0.31527093596059114,0.3729767769176636,0.3947923997185081,0.38775510204081637
2014-02-11,0.34764250527797325,0.2512315270935961,0.3391977480647432,0.44405348346235046,0.41379310344827586,0.39408866995073893
2014-02-12,0.40605207600281495,0.3750879662209711,0.4257565095003519,0.48627726952850103,0.4546094299788881,0.41027445460942996
2014-02-13,0.3828289936664321,0.422237860661506,0.4609429978888107,0.513722730471499,0.4616467276565798,0.4419422941590429
2014-02-14,0.40605207600281495,0.35819845179451093,0.4736101337086559,0.546094299788881,0.47853624208304013,0.4004222378606615
2014-02-15,0.3771991555242787,0.38494018296973964,0.398311048557354,0.43209007741027444,0.4004222378606615,0.4243490499648135
2014-02-16,0.3954961294862773,0.35960591133004927,0.3800140745953554,0.4123856439127375,0.39619985925404644,0.3912737508796622
2014-02-17,0.38845883180858554,0.39619985925404644,0.4109781843771992,0.4433497536945813,0.4159042927515834,0.39057002111189304
2014-02-18,0.3659394792399719,0.3750879662209711,0.3694581280788177,0.43701618578465873,0.4236453201970444,0.3715693173821253
2014-02-19,0.3596059113300492,0.3448275862068966,0.39338494018296977,0.4489795918367347,0.4201266713581985,0.34834623504574247
2014-02-20,0.3342716396903589,0.39901477832512317,0.42927515833919777,0.46938775510204084,0.43279380717804367,0.40464461646727656
2014-02-21,0.35960591133004927,0.3377902885292048,0.35116115411681914,0.386347642505278,0.36523574947220266,0.2934553131597467
2014-02-22,0.2800844475721323,0.2800844475721323,0.2561576354679803,0.2836030964109782,0.25967628430682616,0.2554539057002111
2014-02-23,0.2512315270935961,0.24630541871921183,0.24841660802251933,0.25193525686136525,0.24841660802251933,0.24630541871921183
2014-02-24,0.24912033779028853,0.24912033779028853,0.24560168895144266,0.2512315270935961,0.24700914848698102,0.2533427163969036
2014-02-25,0.24841660802251933,0.1984517945109078,0.24841660802251933,0.34201266713581985,0.33004926108374383,0.29134412385643915
2014-02-26,0.2695285010555946,0.26812104152005634,0.2997888810696693,0.3708655876143561,0.3729767769176636,0.33638282899366645
2014-02-27,0.3560872624912034,0.36312456016889516,0.38494018296973964,0.4166080225193526,0.40816326530612246,0.3969035890218156
2014-02-28,0.362420830401126,0.362420830401126,0.4236453201970444,0.46375791695988744,0.43701618578465873,0.3448275862068966
2014-03-01,0.2758620689655173,0.2554539057002111,0.3377902885292048,0.362420830401126,0.2800844475721323,0.2561576354679803
2014-03-02,0.2582688247712879,0.23926812104152007,0.2526389866291344,0.2976776917663617,0.31315974665728363,0.31878958479943703
2014-03-03,0.33638282899366645,0.3779028852920479,0.44968332160450386,0.48275862068965514,0.4482758620689656,0.3954961294862773
2014-03-04,0.3673469387755102,0.34412385643912735,0.3560872624912034,0.31104855735397613,0.326530612244898,0.33638282899366645
2014-03-05,0.34904996481351164,0.3589021815622801,0.41308937368050674,0.5116115411681914,0.5355383532723434,0.47923997185080924
2014-03-06,0.47712878254750174,0.4989444053483463,0.5087966220971147,0.5214637579169599,0.49964813511611544,0.48416608022519353
2014-03-07,0.458128078817734,0.4609429978888107,0.5193525686136523,0.541871921182266,0.5249824067558058,0.49401829697396205
2014-03-08,0.4567206192821957,0.4644616467276566,0.482054890921886,0.4989444053483463,0.47853624208304013,0.4736101337086559
2014-03-09,0.47712878254750174,0.4517945109078114,0.5052779732582688,0.5742434904996481,0.553835327234342,0.482054890921886
2014-03-10,0.4123856439127375,0.41168191414496835,0.4468684025334272,0.49824067558057705,0.48627726952850103,0.43068261787473616
2014-03-11,0.3589021815622801,0.36312456016889516,0.4616467276565798,0.5341308937368051,0.4855735397607319,0.39338494018296977
2014-03-12,0.34271639690358907,0.30471498944405345,0.4215341308937368,0.49824067558057705,0.4623504574243491,0.44405348346235046
2014-03-13,0.41520056298381425,0.3680506685432794,0.446164672765658,0.4876847290640394,0.5073891625615763,0.47079521463757923
2014-03-14,0.4609429978888107,0.4736101337086559,0.5066854327938072,0.5439831104855736,0.5439831104855736,0.4567206192821957
2014-03-15,0.4503870513722731,0.4553131597466573,0.47501759324419424,0.4609429978888107,0.4679802955665025,0.5010555946516538
2014-03-16,0.4989444053483463,0.47149894440534834,0.4567206192821957,0.4686840253342716,0.4539057002111189,0.41308937368050674
2014-03-17,0.39057002111189304,0.3800140745953554,0.4180154820548909,0.47009148486981,0.4560168895144265,0.38916256157635465
