,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11
2013-02-01,0.18446601941747573,0.2524271844660194,0.1553398058252427,0.17475728155339806,0.0,0.0,0.0,0.0970873786407767,0.009708737864077669,0.038834951456310676,0.0,0.0
2013-02-02,0.14563106796116504,0.3883495145631068,0.07766990291262135,0.33980582524271846,0.08737864077669903,0.2621359223300971,0.18446601941747573,0.3592233009708738,0.33980582524271846,0.11650485436893204,0.3786407766990291,0.019417475728155338
2013-02-03,0.2621359223300971,0.13592233009708737,0.1553398058252427,0.21359223300970873,0.0970873786407767,0.1553398058252427,0.1650485436893204,0.3300970873786408,0.10679611650485436,0.34951456310679613,0.019417475728155338,0.038834951456310676
2013-02-04,0.06796116504854369,0.07766990291262135,0.6407766990291263,0.009708737864077669,0.0,0.0,0.02912621359223301,0.05825242718446602,0.019417475728155338,0.0,0.04854368932038835,0.0
2013-02-05,0.47572815533980584,0.11650485436893204,0.4563106796116505,0.009708737864077669,0.0,0.0,0.0,0.07766990291262135,0.019417475728155338,0.0,0.0,0.0
2013-02-06,0.2912621359223301,0.2524271844660194,0.39805825242718446,0.18446601941747573,0.0,0.0,0.0,0.10679611650485436,0.0,0.0,0.04854368932038835,0.0
2013-02-07,0.1941747572815534,0.21359223300970873,0.3106796116504854,0.0,0.0,0.0,0.0,0.08737864077669903,0.0970873786407767,0.06796116504854369,0.0,0.17475728155339806
2013-02-08,0.06796116504854369,0.2524271844660194,0.46601941747572817,0.2912621359223301,0.1650485436893204,0.24271844660194175,0.27184466019417475,0.2815533980582524,0.3300970873786408,0.22330097087378642,0.10679611650485436,0.0
2013-02-09,0.1553398058252427,0.20388349514563106,0.30097087378640774,0.2621359223300971,0.0,0.1650485436893204,0.1650485436893204,0.33980582524271846,0.2912621359223301,0.2912621359223301,0.1941747572815534,0.019417475728155338
2013-02-10,0.10679611650485436,0.14563106796116504,0.21359223300970873,0.39805825242718446,0.1553398058252427,0.17475728155339806,0.17475728155339806,0.4077669902912621,0.18446601941747573,0.1941747572815534,0.038834951456310676,0.009708737864077669
2013-02-11,0.04854368932038835,0.18446601941747573,0.2621359223300971,0.019417475728155338,0.0,0.0,0.05825242718446602,0.3786407766990291,0.18446601941747573,0.1941747572815534,0.02912621359223301,0.07766990291262135
2013-02-12,0.21359223300970873,0.4174757281553398,0.2524271844660194,0.009708737864077669,0.0,0.0,0.0,0.07766990291262135,0.019417475728155338,0.0,0.0,0.019417475728155338
