,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11
2013-10-01,0.1553398058252427,0.24271844660194175,0.18446601941747573,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.05825242718446602,0.08737864077669903,0.02912621359223301,0.07766990291262135,0.02912621359223301,0.07766990291262135
2013-10-02,0.07766990291262135,0.14563106796116504,0.2815533980582524,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.05825242718446602,0.07766990291262135,0.038834951456310676,0.02912621359223301,0.0970873786407767,0.05825242718446602
2013-10-03,0.038834951456310676,0.36893203883495146,0.038834951456310676,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.0970873786407767,0.4174757281553398,0.07766990291262135,0.05825242718446602,0.02912621359223301,0.08737864077669903
2013-10-04,0.22330097087378642,0.1553398058252427,0.1650485436893204,0.02912621359223301,0.02912621359223301,0.038834951456310676,0.08737864077669903,0.36893203883495146,0.05825242718446602,0.07766990291262135,0.06796116504854369,0.1262135922330097
2013-10-05,0.27184466019417475,0.21359223300970873,0.08737864077669903,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.06796116504854369,0.10679611650485436,0.06796116504854369,0.1262135922330097,0.05825242718446602
2013-10-06,0.3592233009708738,0.14563106796116504,0.2621359223300971,0.07766990291262135,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.08737864077669903,0.10679611650485436,0.038834951456310676,0.04854368932038835,0.1262135922330097
2013-10-07,0.20388349514563106,0.22330097087378642,0.1941747572815534,0.02912621359223301,0.02912621359223301,0.038834951456310676,0.04854368932038835,0.08737864077669903,0.038834951456310676,0.038834951456310676,0.038834951456310676,0.04854368932038835
2013-10-08,0.30097087378640774,0.27184466019417475,0.08737864077669903,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.04854368932038835,0.13592233009708737,0.1262135922330097,0.08737864077669903,0.05825242718446602,0.04854368932038835
2013-10-09,0.08737864077669903,0.23300970873786409,0.20388349514563106,0.02912621359223301,0.02912621359223301,0.038834951456310676,0.08737864077669903,0.22330097087378642,0.02912621359223301,0.05825242718446602,0.038834951456310676,0.05825242718446602
2013-10-10,0.18446601941747573,0.30097087378640774,0.1650485436893204,0.038834951456310676,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.0970873786407767,0.10679611650485436,0.02912621359223301,0.02912621359223301,0.038834951456310676
2013-10-11,0.10679611650485436,0.13592233009708737,0.2912621359223301,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.038834951456310676,0.1553398058252427,0.06796116504854369,0.10679611650485436,0.1262135922330097,0.038834951456310676
2013-10-12,0.06796116504854369,0.20388349514563106,0.2524271844660194,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.07766990291262135,0.04854368932038835,0.1941747572815534,0.06796116504854369
2013-10-13,0.08737864077669903,0.18446601941747573,0.17475728155339806,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.04854368932038835,0.47572815533980584,0.13592233009708737,0.02912621359223301,0.038834951456310676,0.06796116504854369
2013-10-14,0.08737864077669903,0.4077669902912621,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.038834951456310676,0.44660194174757284,0.08737864077669903,0.038834951456310676,0.05825242718446602,0.04854368932038835
2013-10-15,0.13592233009708737,0.3300970873786408,0.1650485436893204,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.04854368932038835,0.04854368932038835,0.038834951456310676,0.06796116504854369,0.038834951456310676,0.10679611650485436
2013-10-16,0.13592233009708737,0.3106796116504854,0.1941747572815534,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.04854368932038835,0.05825242718446602,0.02912621359223301,0.08737864077669903,0.05825242718446602,0.06796116504854369
2013-10-17,0.04854368932038835,0.5145631067961165,0.04854368932038835,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.0970873786407767,0.39805825242718446,0.2524271844660194,0.038834951456310676,0.02912621359223301,0.04854368932038835
2013-10-18,0.1650485436893204,0.34951456310679613,0.32038834951456313,0.02912621359223301,0.02912621359223301,0.038834951456310676,0.04854368932038835,0.08737864077669903,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.08737864077669903
2013-10-19,0.04854368932038835,0.0970873786407767,0.17475728155339806,0.1262135922330097,0.02912621359223301,0.038834951456310676,0.02912621359223301,0.038834951456310676,0.0970873786407767,0.02912621359223301,0.13592233009708737,0.038834951456310676
