,Wa0,Wa1,Wa2,Wa3,Wa4,Wa5,Wa6,Wa7,Wa8,Wa9,Wa10,Wa11,Wa12,Wa13,Wa14,Wa15,Wa16,Wa17,Wa18,Wa19,Wa20,Wa21,Wa22,Wa23
2013-06-01,0.2293159609120521,0.015635179153094463,0.036482084690553744,0.250814332247557,0.12117263843648209,0.025407166123778503,0.011726384364820847,0.011074918566775244,0.0,0.0,0.0,0.007817589576547232,0.0,0.015635179153094463,0.01758957654723127,0.0742671009771987,0.028664495114006514,0.036482084690553744,0.06514657980456026,0.01498371335504886,0.005211726384364821,0.0,0.0,0.031270358306188926
2013-06-02,0.03517915309446254,0.013029315960912053,0.28599348534201957,0.23843648208469057,0.003908794788273616,0.007817589576547232,0.031270358306188926,0.0,0.004560260586319218,0.0,0.0,0.0,0.0,0.0,0.020195439739413682,0.08403908794788274,0.19348534201954398,0.0006514657980456026,0.02996742671009772,0.01498371335504886,0.0,0.05993485342019544,0.0,0.16221498371335505
2013-06-03,0.44299674267100975,0.1022801302931596,0.16416938110749185,0.16026058631921825,0.1498371335504886,0.06058631921824104,0.028664495114006514,0.0,0.0,0.0,0.0,0.0,0.0,0.07752442996742671,0.03452768729641694,0.04429967426710098,0.025407166123778503,0.020846905537459284,0.0,0.10423452768729642,0.13159609120521173,0.028664495114006514,0.08794788273615635,0.05863192182410423
2013-06-04,0.03061889250814332,0.13289902280130292,0.14527687296416938,0.1465798045602606,0.03322475570032573,0.025407166123778503,0.024104234527687295,0.0,0.0,0.0,0.0,0.0,0.0,0.05732899022801303,0.0762214983713355,0.009771986970684038,0.04169381107491857,0.005211726384364821,0.0071661237785016286,0.010423452768729642,0.006514657980456026,0.009120521172638436,0.01758957654723127,0.001954397394136808
2013-06-05,0.051465798045602605,0.031270358306188926,0.14592833876221498,0.050814332247557006,0.18306188925081432,0.010423452768729642,0.10162866449511401,0.0,0.0,0.009120521172638436,0.0,0.0,0.0,0.06058631921824104,0.048859934853420196,0.007817589576547232,0.0,0.016286644951140065,0.0,0.015635179153094463,0.01498371335504886,0.011074918566775244,0.13615635179153093,0.09381107491856677
2013-06-06,0.033876221498371335,0.038436482084690554,0.09446254071661238,0.07035830618892508,0.16156351791530946,0.013029315960912053,0.020846905537459284,0.0,0.0,0.0,0.0,0.018892508143322474,0.0,0.06319218241042346,0.06970684039087947,0.0,0.016938110749185668,0.008469055374592834,0.012377850162866449,0.004560260586319218,0.007817589576547232,0.003908794788273616,0.06905537459283388,0.2045602605863192
2013-06-07,0.04495114006514658,0.23061889250814332,0.1778501628664495,0.007817589576547232,0.09315960912052117,0.2664495114006515,0.026058631921824105,0.0,0.0,0.0,0.0,0.0,0.0,0.08599348534201955,0.028013029315960912,0.02736156351791531,0.009771986970684038,0.008469055374592834,0.0006514657980456026,0.013029315960912053,0.0,0.005863192182410423,0.015635179153094463,0.018892508143322474
2013-06-08,0.3433224755700326,0.057980456026058634,0.14267100977198696,0.23713355048859935,0.17850162866449512,0.0,0.016286644951140065,0.0026058631921824105,0.01498371335504886,0.0,0.0,0.0,0.003908794788273616,0.024755700325732898,0.020846905537459284,0.0,0.04429967426710098,0.1563517915309446,0.06188925081433225,0.16612377850162866,0.06123778501628664,0.0,0.016938110749185668,0.03452768729641694
2013-06-09,0.033876221498371335,0.05732899022801303,0.08534201954397394,0.2006514657980456,0.23973941368078175,0.0,0.021498371335504887,0.016938110749185668,0.0,0.0,0.0,0.0,0.0,0.0,0.018241042345276872,0.006514657980456026,0.0996742671009772,0.10879478827361563,0.0501628664495114,0.018241042345276872,0.038436482084690554,0.03061889250814332,0.031270358306188926,0.13550488599348534
2013-06-10,0.008469055374592834,0.0013029315960912053,0.23257328990228013,0.14267100977198696,0.21107491856677524,0.011726384364820847,0.020846905537459284,0.003908794788273616,0.0,0.0,0.0,0.0,0.0,0.05993485342019544,0.05993485342019544,0.10879478827361563,0.020846905537459284,0.0,0.0,0.013680781758957655,0.009771986970684038,0.008469055374592834,0.018892508143322474,0.04299674267100977
