,Wa0,Wa1,Wa2,Wa3,Wa4,Wa5,Wa6,Wa7,Wa8,Wa9,Wa10,Wa11,Wa12,Wa13,Wa14,Wa15,Wa16,Wa17,Wa18,Wa19,Wa20,Wa21,Wa22,Wa23
2013-10-01,0.16742671009771987,0.03778501628664495,0.009120521172638436,0.24364820846905538,0.2182410423452769,0.018892508143322474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048859934853420196,0.06579804560260587,0.01758957654723127,0.0013029315960912053,0.04755700325732899,0.036482084690553744,0.10293159609120521,0.020846905537459284,0.003908794788273616,0.056026058631921824,0.040390879478827364
2013-10-02,0.033876221498371335,0.003257328990228013,0.11335504885993486,0.024755700325732898,0.2469055374592834,0.06840390879478828,0.021498371335504887,0.0,0.0,0.0,0.0,0.0,0.0,0.048859934853420196,0.04755700325732899,0.026710097719869708,0.024755700325732898,0.0,0.0,0.0,0.015635179153094463,0.015635179153094463,0.040390879478827364,0.018892508143322474
2013-10-03,0.011074918566775244,0.0,0.04560260586319218,0.34071661237785017,0.0071661237785016286,0.024755700325732898,0.02214983713355049,0.0,0.0,0.0,0.0,0.0,0.005211726384364821,0.04169381107491857,0.12117263843648209,0.04104234527687296,0.024755700325732898,0.03452768729641694,0.014332247557003257,0.009120521172638436,0.01498371335504886,0.008469055374592834,0.031921824104234525,0.056026058631921824
2013-10-04,0.06514657980456026,0.17263843648208468,0.16482084690553747,0.012377850162866449,0.11400651465798045,0.06970684039087947,0.016938110749185668,0.0,0.0,0.0,0.0,0.0,0.0,0.04299674267100977,0.06644951140065146,0.031270358306188926,0.026058631921824105,0.0,0.0006514657980456026,0.018241042345276872,0.0,0.049511400651465795,0.0013029315960912053,0.10944625407166124
2013-10-05,0.1244299674267101,0.15309446254071662,0.13029315960912052,0.11726384364820847,0.05667752442996743,0.012377850162866449,0.009120521172638436,0.0,0.0,0.0,0.0,0.0,0.0,0.026058631921824105,0.029315960912052116,0.1003257328990228,0.07100977198697069,0.07882736156351791,0.11726384364820847,0.013680781758957655,0.08794788273615635,0.023452768729641693,0.03322475570032573,0.011726384364820847
2013-10-06,0.2006514657980456,0.1289902280130293,0.040390879478827364,0.08208469055374593,0.26514657980456025,0.001954397394136808,0.01758957654723127,0.07166123778501629,0.0,0.0,0.0,0.009120521172638436,0.0,0.0,0.016286644951140065,0.0501628664495114,0.09250814332247558,0.09381107491856677,0.031270358306188926,0.0,0.0,0.05928338762214984,0.1511400651465798,0.020846905537459284
2013-10-07,0.02736156351791531,0.1250814332247557,0.16742671009771987,0.06840390879478828,0.18241042345276873,0.0013029315960912053,0.024104234527687295,0.0,0.0,0.0,0.0,0.0,0.0,0.049511400651465795,0.0501628664495114,0.0026058631921824105,0.04820846905537459,0.0013029315960912053,0.009120521172638436,0.010423452768729642,0.005211726384364821,0.0026058631921824105,0.03061889250814332,0.08338762214983714
2013-10-08,0.19022801302931597,0.11596091205211727,0.02736156351791531,0.24625407166123778,0.06058631921824104,0.014332247557003257,0.016286644951140065,0.0,0.003908794788273616,0.0,0.0,0.0,0.0,0.046905537459283386,0.06123778501628664,0.05993485342019544,0.09055374592833876,0.005211726384364821,0.007817589576547232,0.003257328990228013,0.04364820846905537,0.018892508143322474,0.04820846905537459,0.007817589576547232
2013-10-09,0.06319218241042346,0.01758957654723127,0.18566775244299674,0.06188925081433225,0.03778501628664495,0.16091205211726384,0.011074918566775244,0.0,0.0,0.0,0.0,0.0,0.0,0.05732899022801303,0.051465798045602605,0.0,0.0071661237785016286,0.0,0.008469055374592834,0.019543973941368076,0.009771986970684038,0.004560260586319218,0.018892508143322474,0.04560260586319218
2013-10-10,0.04234527687296417,0.14592833876221498,0.008469055374592834,0.3244299674267101,0.13745928338762214,0.013029315960912053,0.026058631921824105,0.0,0.0,0.0,0.0,0.0,0.0,0.023452768729641693,0.05276872964169381,0.0006514657980456026,0.02280130293159609,0.08794788273615635,0.0,0.0,0.0,0.020195439739413682,0.0006514657980456026,0.009120521172638436
