,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23
2014-02-01,0.21794871794871795,0.16666666666666666,0.19230769230769232,0.0641025641025641,0.38461538461538464,0.32051282051282054,0.08974358974358974,0.02564102564102564,0.21794871794871795,0.02564102564102564,0.20512820512820512,0.20512820512820512,0.2692307692307692,0.21794871794871795,0.07692307692307693,0.5128205128205128,0.20512820512820512,0.32051282051282054,0.02564102564102564,0.32051282051282054,0.16666666666666666,0.15384615384615385,0.038461538461538464,0.038461538461538464
2014-02-02,0.2564102564102564,0.10256410256410256,0.34615384615384615,0.19230769230769232,0.6282051282051282,0.3974358974358974,0.0641025641025641,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.19230769230769232,0.02564102564102564,0.21794871794871795,0.08974358974358974,0.19230769230769232,0.28205128205128205,0.38461538461538464,0.10256410256410256,0.2692307692307692,0.15384615384615385,0.038461538461538464,0.11538461538461539,0.16666666666666666,0.02564102564102564
2014-02-03,0.15384615384615385,0.07692307692307693,0.41025641025641024,0.16666666666666666,0.44871794871794873,0.34615384615384615,0.2692307692307692,0.02564102564102564,0.02564102564102564,0.10256410256410256,0.14102564102564102,0.24358974358974358,0.21794871794871795,0.07692307692307693,0.3717948717948718,0.4358974358974359,0.15384615384615385,0.2692307692307692,0.14102564102564102,0.08974358974358974,0.07692307692307693,0.07692307692307693,0.01282051282051282,0.24358974358974358
2014-02-04,0.2948717948717949,0.11538461538461539,0.38461538461538464,0.07692307692307693,0.7051282051282052,0.038461538461538464,0.2948717948717949,0.02564102564102564,0.24358974358974358,0.08974358974358974,0.19230769230769232,0.28205128205128205,0.2692307692307692,0.3076923076923077,0.1794871794871795,0.46153846153846156,0.3076923076923077,0.02564102564102564,0.23076923076923078,0.02564102564102564,0.01282051282051282,0.2564102564102564,0.07692307692307693,0.21794871794871795
2014-02-05,0.3076923076923077,0.2948717948717949,0.47435897435897434,0.02564102564102564,0.8846153846153846,0.20512820512820512,0.24358974358974358,0.02564102564102564,0.24358974358974358,0.16666666666666666,0.14102564102564102,0.2692307692307692,0.32051282051282054,0.20512820512820512,0.2948717948717949,0.4358974358974359,0.24358974358974358,0.2564102564102564,0.02564102564102564,0.23076923076923078,0.01282051282051282,0.08974358974358974,0.3333333333333333,0.1794871794871795
2014-02-06,0.2692307692307692,0.3974358974358974,0.11538461538461539,0.32051282051282054,0.44871794871794873,0.38461538461538464,0.19230769230769232,0.038461538461538464,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.3333333333333333,0.5769230769230769,0.3076923076923077,0.1794871794871795,0.24358974358974358,0.02564102564102564,0.02564102564102564,0.2564102564102564,0.02564102564102564,0.34615384615384615
2014-02-07,0.10256410256410256,0.28205128205128205,0.3974358974358974,0.2948717948717949,0.358974358974359,0.5641025641025641,0.21794871794871795,0.038461538461538464,0.038461538461538464,0.21794871794871795,0.2564102564102564,0.24358974358974358,0.15384615384615385,0.16666666666666666,0.3717948717948718,0.3076923076923077,0.46153846153846156,0.3333333333333333,0.44871794871794873,0.4230769230769231,0.10256410256410256,0.07692307692307693,0.19230769230769232,0.02564102564102564
2014-02-08,0.3717948717948718,0.16666666666666666,0.24358974358974358,0.3333333333333333,0.34615384615384615,0.3717948717948718,0.4358974358974359,0.05128205128205128,0.01282051282051282,0.1282051282051282,0.20512820512820512,0.23076923076923078,0.19230769230769232,0.28205128205128205,0.32051282051282054,0.32051282051282054,0.47435897435897434,0.2564102564102564,0.15384615384615385,0.10256410256410256,0.02564102564102564,0.2692307692307692,0.02564102564102564,0.14102564102564102
2014-02-09,0.14102564102564102,0.16666666666666666,0.41025641025641024,0.11538461538461539,0.5769230769230769,0.4230769230769231,0.11538461538461539,0.038461538461538464,0.11538461538461539,0.14102564102564102,0.2564102564102564,0.28205128205128205,0.1282051282051282,0.19230769230769232,0.20512820512820512,0.47435897435897434,0.2564102564102564,0.3974358974358974,0.4230769230769231,0.3333333333333333,0.15384615384615385,0.24358974358974358,0.19230769230769232,0.3076923076923077
2014-02-10,0.3076923076923077,0.1794871794871795,0.11538461538461539,0.3076923076923077,0.11538461538461539,0.5769230769230769,0.21794871794871795,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.21794871794871795,0.02564102564102564,0.23076923076923078,0.08974358974358974,0.16666666666666666,0.3974358974358974,0.3076923076923077,0.19230769230769232,0.2948717948717949,0.2564102564102564,0.21794871794871795,0.32051282051282054,0.14102564102564102,0.0641025641025641
2014-02-11,0.19230769230769232,0.10256410256410256,0.2692307692307692,0.34615384615384615,0.05128205128205128,0.6410256410256411,0.038461538461538464,0.19230769230769232,0.02564102564102564,0.1794871794871795,0.0641025641025641,0.23076923076923078,0.07692307692307693,0.19230769230769232,0.2692307692307692,0.34615384615384615,0.1794871794871795,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.038461538461538464
2014-02-12,0.05128205128205128,0.02564102564102564,0.32051282051282054,0.23076923076923078,0.5128205128205128,0.08974358974358974,0.16666666666666666,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.1282051282051282,0.08974358974358974,0.2692307692307692,0.16666666666666666,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.19230769230769232,0.02564102564102564,0.02564102564102564
2014-02-13,0.02564102564102564,0.15384615384615385,0.038461538461538464,0.15384615384615385,0.10256410256410256,0.2948717948717949,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.038461538461538464,0.20512820512820512,0.01282051282051282,0.24358974358974358,0.07692307692307693,0.34615384615384615,0.15384615384615385,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.24358974358974358,0.10256410256410256,0.14102564102564102,0.02564102564102564
2014-02-14,0.05128205128205128,0.08974358974358974,0.11538461538461539,0.2692307692307692,0.6666666666666666,0.05128205128205128,0.1794871794871795,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.21794871794871795,0.01282051282051282,0.23076923076923078,0.16666666666666666,0.46153846153846156,0.0641025641025641,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.05128205128205128
2014-02-15,0.05128205128205128,0.2692307692307692,0.11538461538461539,0.01282051282051282,0.32051282051282054,0.19230769230769232,0.19230769230769232,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.10256410256410256,0.14102564102564102,0.20512820512820512,0.3076923076923077,0.28205128205128205,0.2564102564102564,0.1282051282051282,0.05128205128205128,0.02564102564102564,0.01282051282051282,0.038461538461538464,0.01282051282051282
2014-02-16,0.2564102564102564,0.23076923076923078,0.41025641025641024,0.24358974358974358,0.38461538461538464,0.5256410256410257,0.10256410256410256,0.038461538461538464,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.20512820512820512,0.02564102564102564,0.1794871794871795,0.2692307692307692,0.3717948717948718,0.08974358974358974,0.07692307692307693,0.05128205128205128,0.038461538461538464,0.02564102564102564,0.07692307692307693,0.0641025641025641
2014-02-17,0.2692307692307692,0.08974358974358974,0.2948717948717949,0.46153846153846156,0.46153846153846156,0.21794871794871795,0.08974358974358974,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.19230769230769232,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.1794871794871795,0.4230769230769231,0.08974358974358974,0.038461538461538464,0.01282051282051282,0.02564102564102564,0.0641025641025641,0.05128205128205128,0.02564102564102564,0.02564102564102564
2014-02-18,0.038461538461538464,0.14102564102564102,0.07692307692307693,0.02564102564102564,0.8076923076923077,0.15384615384615385,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.23076923076923078,0.11538461538461539,0.10256410256410256,0.23076923076923078,0.02564102564102564,0.38461538461538464,0.358974358974359,0.02564102564102564,0.34615384615384615,0.02564102564102564,0.28205128205128205,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.038461538461538464
2014-02-19,0.01282051282051282,0.20512820512820512,0.3076923076923077,0.34615384615384615,0.2948717948717949,0.2564102564102564,0.19230769230769232,0.01282051282051282,0.02564102564102564,0.2564102564102564,0.02564102564102564,0.21794871794871795,0.2564102564102564,0.02564102564102564,0.41025641025641024,0.4230769230769231,0.0641025641025641,0.02564102564102564,0.05128205128205128,0.14102564102564102,0.08974358974358974,0.02564102564102564,0.02564102564102564,0.02564102564102564
2014-02-20,0.02564102564102564,0.1794871794871795,0.11538461538461539,0.02564102564102564,0.358974358974359,0.7307692307692307,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.20512820512820512,0.02564102564102564,0.20512820512820512,0.24358974358974358,0.41025641025641024,0.02564102564102564,0.0641025641025641,0.1282051282051282,0.10256410256410256,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564
2014-02-21,0.05128205128205128,0.08974358974358974,0.038461538461538464,0.20512820512820512,0.02564102564102564,0.19230769230769232,0.2564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.20512820512820512,0.19230769230769232,0.1282051282051282,0.5256410256410257,0.0641025641025641,0.038461538461538464,0.01282051282051282,0.038461538461538464,0.15384615384615385,0.038461538461538464,0.07692307692307693,0.08974358974358974
2014-02-22,0.05128205128205128,0.24358974358974358,0.038461538461538464,0.02564102564102564,0.41025641025641024,0.3333333333333333,0.4230769230769231,0.02564102564102564,0.02564102564102564,0.20512820512820512,0.02564102564102564,0.24358974358974358,0.21794871794871795,0.01282051282051282,0.2564102564102564,0.2692307692307692,0.46153846153846156,0.02564102564102564,0.3076923076923077,0.24358974358974358,0.2564102564102564,0.23076923076923078,0.24358974358974358,0.07692307692307693
2014-02-23,0.2948717948717949,0.28205128205128205,0.3974358974358974,0.14102564102564102,0.5641025641025641,0.038461538461538464,0.2564102564102564,0.02564102564102564,0.02564102564102564,0.21794871794871795,0.02564102564102564,0.2564102564102564,0.21794871794871795,0.07692307692307693,0.28205128205128205,0.28205128205128205,0.3076923076923077,0.11538461538461539,0.32051282051282054,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.19230769230769232,0.2564102564102564
2014-02-24,0.038461538461538464,0.4358974358974359,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.7051282051282052,0.2948717948717949,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.20512820512820512,0.15384615384615385,0.11538461538461539,0.3974358974358974,0.3333333333333333,0.24358974358974358,0.2692307692307692,0.1794871794871795,0.16666666666666666,0.05128205128205128,0.32051282051282054,0.02564102564102564,0.2564102564102564
2014-02-25,0.3333333333333333,0.14102564102564102,0.38461538461538464,0.16666666666666666,0.6025641025641025,0.16666666666666666,0.07692307692307693,0.038461538461538464,0.07692307692307693,0.16666666666666666,0.24358974358974358,0.02564102564102564,0.23076923076923078,0.2692307692307692,0.1794871794871795,0.4230769230769231,0.02564102564102564,0.2948717948717949,0.02564102564102564,0.2692307692307692,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.3333333333333333
2014-02-26,0.24358974358974358,0.34615384615384615,0.1794871794871795,0.08974358974358974,0.46153846153846156,0.1794871794871795,0.24358974358974358,0.02564102564102564,0.01282051282051282,0.0641025641025641,0.19230769230769232,0.21794871794871795,0.0641025641025641,0.24358974358974358,0.16666666666666666,0.3974358974358974,0.15384615384615385,0.1794871794871795,0.11538461538461539,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564
2014-02-27,0.02564102564102564,0.1794871794871795,0.10256410256410256,0.3974358974358974,0.2948717948717949,0.2692307692307692,0.10256410256410256,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.20512820512820512,0.08974358974358974,0.15384615384615385,0.3333333333333333,0.4358974358974359,0.1282051282051282,0.1282051282051282,0.02564102564102564,0.01282051282051282,0.0641025641025641,0.08974358974358974,0.02564102564102564,0.02564102564102564
2014-02-28,0.19230769230769232,0.1794871794871795,0.14102564102564102,0.20512820512820512,0.038461538461538464,0.24358974358974358,0.11538461538461539,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.21794871794871795,0.02564102564102564,0.24358974358974358,0.16666666666666666,0.3717948717948718,0.05128205128205128,0.05128205128205128,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.01282051282051282,0.038461538461538464
