,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23
2012-06-01,0.1794871794871795,0.038461538461538464,0.21794871794871795,0.20512820512820512,0.01282051282051282,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0641025641025641,0.11538461538461539,0.0,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.10256410256410256,0.24358974358974358,0.02564102564102564
2012-06-02,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.08974358974358974,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-03,0.01282051282051282,0.0,0.01282051282051282,0.038461538461538464,0.41025641025641024,0.11538461538461539,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.11538461538461539,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464
2012-06-04,0.16666666666666666,0.23076923076923078,0.11538461538461539,0.21794871794871795,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.08974358974358974,0.0641025641025641,0.07692307692307693,0.0641025641025641,0.21794871794871795,0.0,0.0,0.0,0.038461538461538464,0.0641025641025641
2012-06-05,0.11538461538461539,0.0641025641025641,0.16666666666666666,0.19230769230769232,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.1794871794871795,0.11538461538461539,0.038461538461538464,0.0641025641025641,0.0,0.02564102564102564,0.0,0.02564102564102564,0.038461538461538464
2012-06-06,0.01282051282051282,0.05128205128205128,0.1794871794871795,0.32051282051282054,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.038461538461538464,0.0,0.07692307692307693,0.0,0.038461538461538464,0.24358974358974358,0.038461538461538464,0.02564102564102564
2012-06-07,0.07692307692307693,0.1794871794871795,0.05128205128205128,0.1794871794871795,0.20512820512820512,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.07692307692307693,0.2564102564102564
2012-06-08,0.10256410256410256,0.2564102564102564,0.08974358974358974,0.5256410256410257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.02564102564102564,0.01282051282051282
2012-06-09,0.038461538461538464,0.02564102564102564,0.2948717948717949,0.1794871794871795,0.32051282051282054,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.05128205128205128,0.11538461538461539,0.0641025641025641,0.0,0.11538461538461539,0.0,0.0,0.01282051282051282
2012-06-10,0.1282051282051282,0.038461538461538464,0.0,0.0,0.038461538461538464,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.038461538461538464,0.01282051282051282,0.01282051282051282,0.0,0.0
