,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23
2013-10-01,0.16666666666666666,0.038461538461538464,0.05128205128205128,0.2692307692307692,0.23076923076923078,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.038461538461538464,0.01282051282051282,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.01282051282051282,0.038461538461538464,0.0641025641025641
2013-10-02,0.07692307692307693,0.02564102564102564,0.14102564102564102,0.05128205128205128,0.2948717948717949,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.05128205128205128,0.08974358974358974,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.0641025641025641,0.0641025641025641,0.05128205128205128,0.02564102564102564
2013-10-03,0.02564102564102564,0.02564102564102564,0.0641025641025641,0.4230769230769231,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.10256410256410256,0.46153846153846156,0.08974358974358974,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.01282051282051282,0.038461538461538464,0.07692307692307693
2013-10-04,0.16666666666666666,0.1282051282051282,0.1794871794871795,0.02564102564102564,0.1282051282051282,0.08974358974358974,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.08974358974358974,0.41025641025641024,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.01282051282051282,0.07692307692307693,0.02564102564102564,0.14102564102564102
2013-10-05,0.16666666666666666,0.19230769230769232,0.16666666666666666,0.11538461538461539,0.08974358974358974,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.038461538461538464,0.05128205128205128,0.02564102564102564,0.11538461538461539,0.05128205128205128,0.038461538461538464,0.11538461538461539,0.05128205128205128,0.038461538461538464,0.038461538461538464
2013-10-06,0.2948717948717949,0.1794871794871795,0.07692307692307693,0.11538461538461539,0.32051282051282054,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.08974358974358974,0.08974358974358974,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.05128205128205128,0.1282051282051282,0.038461538461538464
2013-10-07,0.1282051282051282,0.14102564102564102,0.20512820512820512,0.08974358974358974,0.23076923076923078,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.08974358974358974,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.038461538461538464
2013-10-08,0.20512820512820512,0.19230769230769232,0.07692307692307693,0.28205128205128205,0.10256410256410256,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.038461538461538464,0.10256410256410256,0.07692307692307693,0.14102564102564102,0.02564102564102564,0.05128205128205128,0.0641025641025641,0.05128205128205128,0.02564102564102564,0.038461538461538464,0.02564102564102564
2013-10-09,0.07692307692307693,0.038461538461538464,0.21794871794871795,0.08974358974358974,0.038461538461538464,0.23076923076923078,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.10256410256410256,0.2692307692307692,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.038461538461538464,0.038461538461538464,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128
2013-10-10,0.11538461538461539,0.1282051282051282,0.02564102564102564,0.3717948717948718,0.20512820512820512,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.11538461538461539,0.01282051282051282,0.02564102564102564,0.11538461538461539,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564
2013-10-11,0.07692307692307693,0.0641025641025641,0.14102564102564102,0.038461538461538464,0.28205128205128205,0.10256410256410256,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.08974358974358974,0.11538461538461539,0.02564102564102564,0.0641025641025641,0.0641025641025641,0.07692307692307693,0.14102564102564102,0.02564102564102564,0.02564102564102564,0.02564102564102564
2013-10-12,0.01282051282051282,0.07692307692307693,0.24358974358974358,0.02564102564102564,0.32051282051282054,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.038461538461538464,0.07692307692307693,0.1794871794871795,0.038461538461538464,0.05128205128205128
2013-10-13,0.08974358974358974,0.02564102564102564,0.10256410256410256,0.14102564102564102,0.20512820512820512,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.34615384615384615,0.28205128205128205,0.05128205128205128,0.1282051282051282,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0641025641025641
2013-10-14,0.0641025641025641,0.05128205128205128,0.21794871794871795,0.32051282051282054,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.2692307692307692,0.32051282051282054,0.07692307692307693,0.038461538461538464,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.02564102564102564
2013-10-15,0.07692307692307693,0.10256410256410256,0.1282051282051282,0.3076923076923077,0.19230769230769232,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.038461538461538464,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0641025641025641,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.10256410256410256
2013-10-16,0.14102564102564102,0.038461538461538464,0.05128205128205128,0.358974358974359,0.10256410256410256,0.15384615384615385,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.0641025641025641,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.038461538461538464,0.05128205128205128
2013-10-17,0.05128205128205128,0.01282051282051282,0.1794871794871795,0.5,0.05128205128205128,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.10256410256410256,0.32051282051282054,0.20512820512820512,0.15384615384615385,0.1794871794871795,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.038461538461538464
2013-10-18,0.0641025641025641,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.038461538461538464,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.05128205128205128,0.08974358974358974,0.02564102564102564,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.05128205128205128,0.0641025641025641
