,We0,We1,We2,We3,We4,We5
2013-10-01,0.5270935960591133,0.5066854327938072,0.5285010555946517,0.58972554539057,0.5144264602392681,0.48627726952850103
2013-10-02,0.48346235045742436,0.4799437016185785,0.49049964813511615,0.49683321604503866,0.5186488388458832,0.4736101337086559
2013-10-03,0.40816326530612246,0.3793103448275862,0.5263898662913441,0.5636875439831105,0.533427163969036,0.4679802955665025
2013-10-04,0.43842364532019706,0.4257565095003519,0.537649542575651,0.5932441942294159,0.5622800844475722,0.5608726249120338
2013-10-05,0.581984517945109,0.5798733286418016,0.6277269528501056,0.693173821252639,0.6502463054187193,0.5728360309641098
2013-10-06,0.5249824067558058,0.5066854327938072,0.6347642505277974,0.7417311752287122,0.7072484166080225,0.6432090077410275
2013-10-07,0.5890218156228009,0.5791695988740324,0.58972554539057,0.6002814919071077,0.6108374384236454,0.5728360309641098
2013-10-08,0.5390570021111892,0.5334271639690359,0.5826882477128783,0.6115411681914146,0.5650950035186488,0.48909218859957776
2013-10-09,0.41379310344827586,0.40957072484166085,0.5285010555946517,0.6192821956368755,0.5622800844475722,0.5411681914144969
2013-10-10,0.49964813511611544,0.5066854327938072,0.5629838142153414,0.5967628430682618,0.5362420830401127,0.4602392681210416
2013-10-11,0.4243490499648135,0.40253342716396906,0.517945109078114,0.5390570021111892,0.5270935960591133,0.4876847290640394
2013-10-12,0.477832512315271,0.4363124560168895,0.5411681914144969,0.5770584095707249,0.5467980295566502,0.4595355383532723
2013-10-13,0.3954961294862773,0.3912737508796622,0.5228712174524982,0.5798733286418016,0.5207600281491908,0.4489795918367347
2013-10-14,0.4004222378606615,0.3835327234342013,0.5235749472202674,0.5798733286418016,0.5334271639690359,0.4665728360309641
2013-10-15,0.4351395730706075,0.42716396903589027,0.4876847290640394,0.5566502463054187,0.5362420830401127,0.4623504574243491
2013-10-16,0.4285714285714286,0.4933145672061928,0.5489092188599578,0.5812807881773399,0.5467980295566502,0.4897959183673469
2013-10-17,0.4257565095003519,0.3969035890218156,0.482054890921886,0.5306122448979592,0.501759324419423,0.48416608022519353
2013-10-18,0.4539057002111189,0.4250527797325827,0.4419422941590429,0.48275862068965514,0.4764250527797326,0.4665728360309641
2013-10-19,0.4517945109078114,0.4517945109078114,0.47853624208304013,0.5205254515599343,0.5116115411681914,0.505277973258269
2013-10-20,0.5010555946516538,0.49542575650950044,0.5102040816326531,0.5200562983814216,0.49049964813511615,0.48416608022519353
2013-10-21,0.4764250527797326,0.4855735397607319,0.48909218859957776,0.501759324419423,0.47149894440534834,0.4602392681210416
2013-10-22,0.4602392681210416,0.4567206192821957,0.4743138634764251,0.4933145672061928,0.4757213230119634,0.44968332160450386
2013-10-23,0.4109781843771992,0.40957072484166085,0.46375791695988744,0.5123152709359606,0.48275862068965514,0.4686840253342716
2013-10-24,0.41027445460942996,0.378606615059817,0.4532019704433498,0.501759324419423,0.4609429978888107,0.43279380717804367
2013-10-25,0.4595355383532723,0.4609429978888107,0.5031667839549613,0.5221674876847291,0.5249824067558058,0.5235749472202674
2013-10-26,0.5221674876847291,0.49049964813511615,0.5404644616467277,0.5791695988740324,0.525686136523575,0.5200562983814216
2013-10-27,0.5207600281491908,0.5052779732582688,0.5615763546798029,0.625615763546798,0.546094299788881,0.5214637579169599
2013-10-28,0.49261083743842365,0.4278676988036594,0.5397607318789586,0.5932441942294159,0.5116115411681914,0.39901477832512317
2013-10-29,0.3356790992258973,0.3054187192118227,0.4651653764954257,0.58972554539057,0.4855735397607319,0.414496833216045
2013-10-30,0.35397607318789587,0.40253342716396906,0.5010555946516538,0.5482054890921887,0.49753694581280794,0.4855735397607319
2013-10-31,0.48627726952850103,0.48838845883180865,0.5080928923293456,0.5327234342012668,0.5292047853624209,0.5263898662913441
2013-11-01,0.5221674876847291,0.5235749472202674,0.5503166783954961,0.565798733286418,0.5467980295566502,0.5327234342012668
2013-11-02,0.525686136523575,0.501759324419423,0.4567206192821957,0.4588318085855032,0.43701618578465873,0.41168191414496835
2013-11-03,0.3506920009383064,0.3314567206192822,0.39760731878958483,0.4736101337086559,0.4180154820548909,0.3349753694581281
2013-11-04,0.27938071780436313,0.2638986629134413,0.37016185784658695,0.4419422941590429,0.422237860661506,0.4215341308937368
2013-11-05,0.4018296973961999,0.37579169598874035,0.38986629134412387,0.41731175228712175,0.434201266713582,0.4053483462350458
2013-11-06,0.4194229415904293,0.4243490499648135,0.44968332160450386,0.5038705137227305,0.47290640394088673,0.46375791695988744
2013-11-07,0.43560872624912034,0.43842364532019706,0.47712878254750174,0.517945109078114,0.5087966220971147,0.48346235045742436
2013-11-08,0.47501759324419424,0.47853624208304013,0.5151301900070373,0.5355383532723434,0.482054890921886,0.47290640394088673
2013-11-09,0.4539057002111189,0.43842364532019706,0.462350457424349,0.48838845883180865,0.48346235045742436,0.4567206192821957
2013-11-10,0.4166080225193526,0.37579169598874035,0.43560872624912034,0.4764250527797326,0.4665728360309641,0.4651653764954257
2013-11-11,0.4489795918367347,0.4532019704433498,0.482054890921886,0.5383532723434201,0.49190710767065454,0.47290640394088673
2013-11-12,0.49049964813511615,0.5207600281491908,0.5608726249120338,0.6094299788881069,0.558057705840957,0.5242786769880367
2013-11-13,0.5341308937368051,0.513722730471499,0.5439831104855736,0.6171710063335679,0.5608726249120338,0.5158339197748065
2013-11-14,0.49401829697396205,0.4764250527797326,0.5024630541871922,0.5214637579169599,0.48064743138634763,0.4736101337086559
2013-11-15,0.4616467276565798,0.4405348346235046,0.4278676988036594,0.4377199155524279,0.4567206192821957,0.43349753694581283
2013-11-16,0.4166080225193526,0.36382828993666433,0.3715693173821253,0.4454609429978888,0.42997888810696694,0.4109781843771992
2013-11-17,0.3469387755102041,0.3708655876143561,0.47149894440534834,0.5235749472202674,0.4912033779028853,0.4623504574243491
2013-11-18,0.47009148486981,0.4503870513722731,0.4602392681210416,0.4588318085855032,0.4257565095003519,0.414496833216045
2013-11-19,0.4201266713581985,0.4250527797325827,0.41027445460942996,0.3947923997185081,0.34834623504574247,0.28430682617874736
2013-11-20,0.21252638986629135,0.20689655172413793,0.2617874736101337,0.34553131597466574,0.2899366643209008,0.235045742434905
2013-11-21,0.18578465869106264,0.1604503870513723,0.2258972554539057,0.33286418015482055,0.27023223082336384,0.23363828289936667
2013-11-22,0.2054890921885996,0.17311752287121748,0.27867698803659396,0.39971850809289233,0.3279380717804363,0.2899366643209008
2013-11-23,0.24560168895144266,0.22448979591836735,0.306826178747361,0.4039408866995074,0.3589021815622801,0.28782547501759326
2013-11-24,0.2695285010555946,0.2329345531315975,0.31878958479943703,0.43842364532019706,0.39197748064743143,0.3469387755102041
2013-11-25,0.3391977480647432,0.30612244897959184,0.3750879662209711,0.4616467276565798,0.3807178043631246,0.33075299085151305
2013-11-26,0.2955665024630542,0.2716396903589022,0.33286418015482055,0.4285714285714286,0.40464461646727656,0.39971850809289233
2013-11-27,0.3750879662209711,0.35960591133004927,0.4560168895144265,0.49190710767065454,0.44757213230119636,0.38986629134412387
2013-11-28,0.338494018296974,0.3335679099225897,0.4032371569317382,0.49612948627726955,0.44968332160450386,0.44757213230119636
2013-11-29,0.4560168895144265,0.4524982406755806,0.4679802955665025,0.47079521463757923,0.4524982406755806,0.4623504574243491
2013-11-30,0.4503870513722731,0.4363124560168895,0.4419422941590429,0.4524982406755806,0.4546094299788881,0.4623504574243491
2013-12-01,0.48135116115411686,0.48627726952850103,0.49964813511611544,0.5214637579169599,0.446164672765658,0.41520056298381425
