,0,1,2,3,4,5,cluster
0,0.4468684025334272,0.4532019704433498,0.4989444053483463,0.5939479239971851,0.5721323011963406,0.5313159746657283,38
1,0.5080928923293456,0.5024630541871922,0.4095707248416608,0.4440534834623504,0.4412385643912738,0.3631245601688951,38
2,0.3237156931738212,0.3258268824771287,0.4313863476425053,0.4672765657987333,0.4482758620689656,0.3969035890218156,38
3,0.3406052076002815,0.374384236453202,0.4349049964813511,0.4904996481351161,0.4750175932441942,0.4053483462350458,38
4,0.3328641801548205,0.3652357494722026,0.4412385643912738,0.5038705137227305,0.5003518648838846,0.4039408866995074,38
5,0.3370865587614356,0.3237156931738212,0.4707952146375792,0.5362420830401127,0.5193525686136524,0.4574243490499648,38
6,0.3877551020408163,0.3842364532019705,0.5313159746657283,0.569317382125264,0.5242786769880367,0.4764250527797326,38
7,0.4750175932441942,0.4468684025334272,0.5784658691062632,0.6298381421534132,0.6150598170302605,0.5496129486277269,38
8,0.5130190007037299,0.4869809992962702,0.5390570021111892,0.6481351161154116,0.653061224489796,0.6002814919071077,44
9,0.5390570021111892,0.5249824067558058,0.5446868402533428,0.5080928923293456,0.509500351864884,0.4897959183673469,38
10,0.4539057002111189,0.4736101337086559,0.5510204081632654,0.6038001407459536,0.5228712174524982,0.4806474313863476,38
11,0.4377199155524279,0.4391273750879662,0.4919071076706545,0.565798733286418,0.5742434904996481,0.5228712174524982,38
12,0.4546094299788881,0.4602392681210416,0.5228712174524982,0.5883180858550316,0.5847994370161858,0.5263898662913441,38
13,0.4743138634764251,0.465869106263195,0.5397607318789586,0.6101337086558762,0.6242083040112597,0.5397607318789586,38
14,0.5045742434904997,0.4693877551020408,0.4989444053483463,0.6129486277269528,0.5503166783954961,0.4771287825475017,38
15,0.3729767769176636,0.3877551020408163,0.4834623504574243,0.5109078114004222,0.4489795918367347,0.4257565095003519,38
16,0.426460239268121,0.4215341308937368,0.4806474313863476,0.5531315974665728,0.558057705840957,0.4503870513722731,38
17,0.3800140745953554,0.4447572132301197,0.5482054890921887,0.5869106263194934,0.5045742434904997,0.4546094299788881,38
18,0.4933145672061928,0.4679802955665025,0.5503166783954961,0.6171710063335679,0.5988740323715693,0.5024630541871922,38
19,0.4088669950738916,0.402533427163969,0.5327234342012668,0.5826882477128783,0.5665024630541872,0.5397607318789586,38
