closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,window high,window low,window mean,window segment,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),merge between a window and a cluster,index
[0.48135116 0.48627727 0.49964814 0.52146376 0.44827586 0.44897959],[0.10344828 0.11752287 0.15270936 0.2364532  0.19985925 0.15482055],[0.29239972 0.30190007 0.32617875 0.37895848 0.32406756 0.30190007],-1.0,4.0,7.0,[0.50774103 0.50387051 0.53061224 0.57353976 0.52322308 0.49964814],[0.39303308 0.37086559 0.4338494  0.45777621 0.43912738 0.40323716],[0.45038705 0.43736805 0.48223082 0.51565799 0.48117523 0.45144265],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.35960591 0.33779029 0.35116115 0.38634764 0.36523575 0.29345531],[0.24841661 0.19845179 0.24560169 0.25123153 0.24700915 0.24630542],[0.30401126 0.26812104 0.29838142 0.31878958 0.30612245 0.26988037],-1.0,11.0,False,True,[],[],False,133
,,,,,,[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,133
,,,,,,[0.46446165 0.46023927 0.4809993  0.5460943  0.51020408 0.47431386],[0.29239972 0.25123153 0.3166784  0.36523575 0.36488388 0.28430683],[0.37843068 0.3557354  0.39883885 0.45566502 0.43754398 0.37931034],1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,133
,,,,,,[0.63546798 0.61083744 0.71287825 0.74806474 0.71076707 0.65306122],[0.48874032 0.50527797 0.58128079 0.6382829  0.60731879 0.56157635],[0.56210415 0.55805771 0.64707952 0.69317382 0.65904293 0.60731879],4,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,133
,,,,,,[0.62913441 0.64250528 0.66643209 0.65446868 0.64180155 0.62913441],[0.44194229 0.43842365 0.45460943 0.49542576 0.43209008 0.39549613],[0.53553835 0.54046446 0.56052076 0.57494722 0.53694581 0.51231527],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,133
,,,,,,[0.75439831 0.74067558 0.83180859 0.88951443 0.86646728 0.77902885],[0.63757917 0.62068966 0.68543279 0.7114708  0.68684025 0.66713582],[0.69598874 0.68068262 0.75862069 0.80049261 0.77665376 0.72308234],5,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,133
,,,,,,[0.69528501 0.68824771 0.79802956 0.83391977 0.83180859 0.73328642],[0.50035186 0.51442646 0.60168895 0.63617171 0.60872625 0.55876144],[0.59781844 0.60133709 0.69985925 0.73504574 0.72026742 0.64602393],6,-1,2,,,,,,,,,,,133
,,,,,,[0.48135116 0.48627727 0.49964814 0.52146376 0.44827586 0.44897959],[0.10344828 0.11752287 0.15270936 0.2364532  0.19985925 0.15482055],[0.29239972 0.30190007 0.32617875 0.37895848 0.32406756 0.30190007],7,-1,4,,,,,,,,,,,133
,,,,,,[0.58902182 0.57987333 0.63476425 0.74173118 0.70724842 0.64320901],[0.40816327 0.37931034 0.48627727 0.49683322 0.51442646 0.45109078],[0.49859254 0.47959184 0.56052076 0.6192822  0.61083744 0.54714989],8,-1,5,,,,,,,,,,,133
,,,,,,[0.29275158 0.2765658  0.31527094 0.37790289 0.3947924  0.3877551 ],[0.03166784 0.         0.06966925 0.18156228 0.11611541 0.04292752],[0.16220971 0.1382829  0.19247009 0.27973258 0.25545391 0.21534131],9,-1,10,,,,,,,,,,,133
