closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,window high,window low,window mean,window segment,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),merge between a window and a cluster,index
[0.48135116 0.48627727 0.49964814 0.52146376 0.44616467 0.44897959],[0.10344828 0.11752287 0.15270936 0.2364532  0.19985925 0.15482055],[0.29239972 0.30190007 0.32617875 0.37895848 0.32301196 0.30190007],-1.0,4.0,7.0,[0.50774103 0.50387051 0.53061224 0.57353976 0.52322308 0.49964814],[0.39303308 0.37086559 0.4338494  0.45777621 0.43912738 0.40323716],[0.45038705 0.43736805 0.48223082 0.51565799 0.48117523 0.45144265],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.42364532 0.41942294 0.42857143 0.44334975 0.44616467 0.42434905],[0.23926812 0.20689655 0.26038001 0.36734694 0.27867699 0.24700915],[0.33145672 0.31315975 0.34447572 0.40534835 0.36242083 0.3356791 ],-1.0,10.0,False,True,[],[],False,122
,,,,,,[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,122
,,,,,,[0.45636875 0.45672062 0.4809993  0.52040816 0.51020408 0.47431386],[0.29239972 0.29239972 0.35116115 0.37860662 0.36488388 0.32441942],[0.37438424 0.37456017 0.41608023 0.44950739 0.43754398 0.39936664],1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,122
,,,,,,[0.63546798 0.61083744 0.71287825 0.74806474 0.71076707 0.65306122],[0.48874032 0.50527797 0.58128079 0.6382829  0.60731879 0.56157635],[0.56210415 0.55805771 0.64707952 0.69317382 0.65904293 0.60731879],4,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,122
,,,,,,[0.62913441 0.64250528 0.66643209 0.65446868 0.64180155 0.62913441],[0.44194229 0.43842365 0.45460943 0.49542576 0.43209008 0.39549613],[0.53553835 0.54046446 0.56052076 0.57494722 0.53694581 0.51231527],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,122
,,,,,,[0.75439831 0.74067558 0.83180859 0.88951443 0.86646728 0.77902885],[0.63757917 0.62068966 0.68543279 0.7114708  0.68684025 0.66713582],[0.69598874 0.68068262 0.75862069 0.80049261 0.77665376 0.72308234],5,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,122
,,,,,,[0.69528501 0.68824771 0.79802956 0.83391977 0.83180859 0.73328642],[0.50035186 0.51442646 0.60168895 0.63617171 0.60872625 0.55876144],[0.59781844 0.60133709 0.69985925 0.73504574 0.72026742 0.64602393],6,-1,2,,,,,,,,,,,122
,,,,,,[0.48135116 0.48627727 0.49964814 0.52146376 0.44616467 0.44897959],[0.10344828 0.11752287 0.15270936 0.2364532  0.19985925 0.15482055],[0.29239972 0.30190007 0.32617875 0.37895848 0.32301196 0.30190007],7,-1,4,,,,,,,,,,,122
,,,,,,[0.58902182 0.57987333 0.63476425 0.74173118 0.70724842 0.64320901],[0.40816327 0.37931034 0.48627727 0.49683322 0.51442646 0.45109078],[0.49859254 0.47959184 0.56052076 0.6192822  0.61083744 0.54714989],8,-1,5,,,,,,,,,,,122
,,,,,,[0.22308234 0.23293455 0.24630542 0.2505278  0.26038001 0.26038001],[0.03166784 0.         0.06966925 0.18156228 0.11611541 0.04292752],[0.12737509 0.11646728 0.15798733 0.21604504 0.18824771 0.15165376],9,-1,10,,,,,,,,,,,122
