connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
128.83333333333331,1.0,0.8217151308580769,0.16999718129952676,0.3703683683683684,0.09087854409410435,0.25621798935414763,0.2905941723905852,0.2889458530445062,0.9999999999999996,0.29059417239058527,0.5240001020884707,2743.3476963743424,0.1740042015647728,0,1,3
252.5,1.0,0.539589258183507,0.0,0.6536517374840728,-0.0037171336007769556,0.0,0.0,-0.12863028702181645,0.0,0.0,0.1052377007436066,195768.11385625834,0.6263928168219245,1,1,3
255.66666666666666,1.0,0.7570242061926865,0.0,0.6449777767143037,-0.0035276559973226357,0.0,0.0,-0.1252512240523361,0.0,0.0,0.14053985253594098,2319217.49172492,0.38912916099535927,2,1,3
161.16666666666666,1.0,0.8403810435027811,0.0,0.5930117786405211,-0.0025627364685787656,0.0,0.0,-0.11209878882610076,0.0,0.0,0.26796722275406487,11876671.6650853,0.3550060299284798,3,1,3
273.8333333333333,1.0,0.8128647648103798,0.0,0.5328025268145029,-0.001714718962861543,0.0,0.0,-0.0986996401782544,0.0,0.0,0.3635016792892384,8335425.821488498,0.6537732522498974,4,1,3
187.5,1.0,0.9052936734279151,0.0,0.4674088386663237,-0.0013177922010037136,0.0,0.0,-0.05878501522107219,0.0,0.0,0.3409524346706177,62005561.97156899,0.23158179043920574,5,1,3
214.33333333333331,1.0,0.909416124805273,0.0,0.4612014731775211,-0.0013949129630704672,0.0,0.0,-0.06031558820692401,0.0,0.0,0.2918690101350513,111843189.74777149,0.19097013068876925,6,1,3
220.83333333333331,1.0,0.9391167682680279,0.0,0.4619911027096656,-0.00138520068495356,0.0,0.0,-0.06011368531512714,0.0,0.0,0.2985610891245267,342488414.51463014,0.13027962555996178,7,1,3
237.83333333333331,1.0,0.6613094402343263,0.0,0.6204514048825426,-0.003039087025610126,0.0,0.0,-0.11837726433483615,0.0,0.0,0.21051256562078965,12127423.245469322,0.7538741877113135,8,1,3
217.0,1.0,0.6689656279989512,0.0,0.6054484437717971,-0.002770371051712439,0.0,0.0,-0.11486510187499728,0.0,0.0,0.24361059040725447,17769168.057278223,0.7785345643569012,9,1,3
128.83333333333331,1.0,0.9365908325070214,0.16999718129952676,0.3703683683683684,0.09087854409410435,0.25621798935414763,0.2905941723905852,0.2889458530445062,0.9999999999999996,0.29059417239058527,0.5240001020884707,22148.460134827692,0.061239042750843575,0,1,5
7.5,1.0,0.5821682789091102,0.0,0.6373133133133133,-0.0035192766798736765,0.0,0.0,-0.0792823512594334,0.0,0.0,0.03883360650961282,120846.18426860883,0.6729775731310541,1,1,5
8.833333333333332,1.0,0.6302010481865129,0.0,0.7137517517517518,-0.004997221690130589,0.0,0.0,-0.11675232797035956,0.0,0.0,0.047217440011595564,408056.93153815134,0.5722621174601011,2,1,5
12.499999999999998,1.0,0.6972127407234113,0.0,0.7141481481481482,-0.005008774613702982,0.0,0.0,-0.11706995153716368,0.0,0.0,0.04458722891541642,1457455.4594441636,0.4630362310507653,3,1,5
13.833333333333332,1.0,0.686823422577266,0.0,0.7044144144144144,-0.00473411959445479,0.0,0.0,-0.11201915094428622,0.0,0.0,0.08996534577747263,3677560.6039351737,0.5248214670986987,4,1,5
32.83333333333333,1.0,0.7634125562496706,0.0,0.6333193193193193,-0.003430621978738214,0.0,0.0,-0.0764029965239726,0.0,0.0,0.08092582250474323,8625962.218871996,0.3842214119167025,5,1,5
6.0,1.0,0.7152025890851854,0.0,0.5588988988988989,-0.0025366113610510456,0.0,0.0,-0.08213523239395532,0.0,0.0,0.03194845253430715,1752202.5529027707,0.4159957526401078,6,1,5
3.333333333333333,1.0,0.8816208994555409,0.0,0.6379439439439439,-0.003533455044512714,0.0,0.0,-0.0804312427711852,0.0,0.0,0.02766638250919507,29312743.713832043,0.16514744386668037,7,1,5
32.333333333333336,1.0,0.6384940490664788,0.0,0.6976316316316317,-0.004553267410384587,0.0,0.0,-0.10977994506990343,0.0,0.0,0.11137310641332487,11276532.045314662,0.7326373687185528,8,1,5
37.666666666666664,1.0,0.6076583585444162,0.0,0.7003403403403403,-0.004624501148869271,0.0,0.0,-0.11061524604117774,0.0,0.0,0.10334990872875453,11766799.778822353,0.7795177139730893,9,1,5
128.83333333333331,1.0,0.9059113924162201,0.16999718129952676,0.3703683683683684,0.09087854409410435,0.25621798935414763,0.2905941723905852,0.2889458530445062,0.9999999999999996,0.29059417239058527,0.5240001020884707,10020.264860794348,0.09104593527501531,0,1,10
0.0,1.0,0.634998714174403,0.0,0.7153153153153153,-0.00504297994269341,0.0,0.0,-0.060500371229282764,0.0,0.0,0.035921060405354976,76879.39883341308,0.5980756041967658,1,1,10
0.0,1.0,0.6470946881243078,0.0,0.6760760760760761,-0.004182275649986022,0.0,0.0,-0.08419246321872347,0.0,0.0,0.04105878413676265,77751.6866351661,0.5619782637975971,2,1,10
