0,1,cluster,is_included,target,segment,stream
0.953895848318876,0.399184304930775,0,True,2,0,1
0.9462864492726886,0.4006138689609841,0,True,2,0,1
0.7453267313355162,0.979616560901434,0,True,1,0,1
0.7425615505195133,0.978589728589181,0,True,1,0,1
0.7536179706371228,0.9763956615110654,0,True,1,0,1
0.3869620191940478,0.6139175514485686,0,True,0,0,1
0.3785112307694618,0.9597583846991188,0,True,3,0,1
0.9508197985805468,0.3945989739219742,0,True,2,0,1
0.9392943092297874,0.3898239817510004,0,True,2,0,1
0.3671568893564025,0.585431078209051,0,True,0,0,1
0.367171665111072,0.5855789083138176,0,True,0,0,1
0.9575235932834624,0.4023476447370144,0,True,2,0,1
0.9574848334143524,0.4109849071926992,0,True,2,0,1
0.7409358208409006,0.9884794747507916,0,True,1,0,1
0.3636650857450413,0.5492418487799566,0,True,0,0,1
0.7469521920354697,0.983514590623976,0,True,1,0,1
0.9492258851027536,0.3845750587420832,0,True,2,0,1
0.3976554259037678,0.9850498101411892,0,True,3,0,1
0.3900008181293937,1.0004840456163464,0,True,3,0,1
0.7426198336344216,0.9802653297760175,0,True,1,0,1
0.9535714210767277,0.4094792017208148,0,True,2,0,1
0.2984135081472815,0.0925401671170536,4,True,4,0,1
0.3646192714616801,0.5796253010438512,0,True,0,0,1
0.7395073948948031,0.9889824973753556,0,True,1,0,1
0.950510935600964,0.4041846530850626,0,True,2,0,1
0.3925982935058698,0.9952761788395484,0,True,3,0,1
0.3917360262467341,0.9816350115256464,0,True,3,0,1
0.9553263422264914,0.4182014049733547,0,True,2,0,1
0.4169374069118144,0.98547465594638,0,True,3,0,1
0.95212580739341,0.3945287533824306,0,True,2,0,1
0.3376780104735111,0.5837421033602208,0,True,0,0,1
0.3988514766119272,0.9977765497012844,0,True,3,0,1
0.9648901871451286,0.3832189130441116,0,True,2,0,1
0.3955276354131204,0.5826170179098937,0,True,0,0,1
0.3690184655102832,0.5867615587767538,0,True,0,0,1
0.9453168124155908,0.4103126337846899,0,True,2,0,1
0.3546428138371915,0.0653303175685239,4,True,4,0,1
0.3773962166789451,1.004038422821331,0,True,3,0,1
0.2653326678237552,0.066233428658167,4,True,4,0,1
0.9509824286797748,0.412272356006897,0,True,2,0,1
0.3459057493092389,0.57037478336389,0,True,0,0,1
0.3956529627449259,0.9920619564567258,0,True,3,0,1
0.937279459278206,0.4025640051137228,0,True,2,0,1
0.3597197774319102,0.5717683365223453,0,True,0,0,1
0.3745654086417831,0.6017150723149309,0,True,0,0,1
0.9475049186691116,0.4064148547393705,0,True,2,0,1
0.9513891810454872,0.4028458852077506,0,True,2,0,1
0.9469989694547484,0.3853976991594583,0,True,2,0,1
0.3092729075525069,0.1032480734740715,4,True,4,0,1
0.943746849166025,0.4140907409363128,0,True,2,0,1
0.7205815740242364,1.0064987577271172,0,True,1,0,1
0.743490410073664,0.9830417540144776,0,True,1,0,1
0.738615480843826,0.9780863137686392,0,True,1,0,1
0.7451820347797082,0.9882307165191928,0,True,1,0,1
0.9442479264792428,0.406871310771567,0,True,2,0,1
0.3838243266488423,1.0040927202916636,0,True,3,0,1
0.3742149185753463,0.5927330139474715,0,True,0,0,1
0.3039459428702076,0.0674629179553655,4,True,4,0,1
0.945105406847333,0.4047260888832378,0,True,2,0,1
0.9388963939134694,0.4114004556853351,0,True,2,0,1
0.9478418253794528,0.4081413550531402,0,True,2,0,1
0.362177459484203,0.5915206280703825,0,True,0,0,1
0.9454371277547512,0.4050829557517674,0,True,2,0,1
0.9427002876701364,0.4103956993582926,0,True,2,0,1
0.3381842984208107,0.5838937380477801,0,True,0,0,1
0.3844628572788661,0.5830030673533321,0,True,0,0,1
0.3771419070634248,0.9999305773505616,0,True,3,0,1
0.3690300904354809,0.5861644243094803,0,True,0,0,1
0.727826957476323,0.9777290334215012,0,True,1,0,1
0.3721423138067982,0.5823960276815653,0,True,0,0,1
0.3717470881068089,0.5927012141714655,0,True,0,0,1
0.3725052348551052,0.5878993691203158,0,True,0,0,1
0.9463823791405764,0.4087664405097643,0,True,2,0,1
0.7368852695630611,0.9795770572544787,0,True,1,0,1
0.3810165048584727,0.9758838756103488,0,True,3,0,1
0.3394718299651768,0.6032731324257453,0,True,0,0,1
0.954332103160037,0.4158222398976385,0,True,2,0,1
0.9491696071994332,0.4275076903321967,0,True,2,0,1
0.3565748907338179,0.5894570151903017,0,True,0,0,1
0.741607800696991,0.9731559703276592,0,True,1,0,1
0.7337041701830471,0.9911618644850876,0,True,1,0,1
0.9392277894939564,0.4405132190355921,0,True,2,0,1
0.3754442597358207,0.5909588202376,0,True,0,0,1
0.9473937138982306,0.4191131380392484,0,True,2,0,1
0.952844300705251,0.4176556558811463,0,True,2,0,1
0.9415966938043492,0.4006770904322631,0,True,2,0,1
0.7407520805195723,0.9834440790139684,0,True,1,0,1
0.2870663256183048,0.0730760753586735,4,True,4,0,1
0.2890380068265363,0.0882035952558891,4,True,4,0,1
0.3943639350939349,0.991219712710246,0,True,3,0,1
0.3692978403422902,0.6216690045274459,0,True,0,0,1
0.9383040474662836,0.4119515302071484,0,True,2,0,1
0.3713091920798268,0.6029949170921859,0,True,0,0,1
0.3227743192532513,0.1038715457193773,4,True,4,0,1
0.7378268038988571,0.9850021804266662,0,True,1,0,1
0.7472455514848068,0.973632264614001,0,True,1,0,1
0.955236736643996,0.4018697225336159,0,True,2,0,1
0.2926106004981689,0.089389635746746,4,True,4,0,1
0.9432591761800144,0.4266827057585285,0,True,2,0,1
0.954842882081039,0.4204769664283238,0,True,2,0,1
0.3892324565887815,0.9854462560454744,0,True,3,0,1
0.931988602433303,0.4032380962572586,0,True,2,0,1
0.9421628507220448,0.4116352820641955,0,True,2,0,1
0.3871554478016681,0.985437418533408,0,True,3,0,1
0.3561713804368472,0.6131941058264704,0,True,0,0,1
0.9325908178087692,0.4169200110451996,0,True,2,0,1
0.378151552751975,0.5907648632449248,0,True,0,0,1
0.9377191383029532,0.4205175662048057,0,True,2,0,1
0.9386001645247708,0.4086133255234832,0,True,2,0,1
0.953436143001656,0.4229061081298653,0,True,2,0,1
0.9346744739106956,0.4161742147092842,0,True,2,0,1
0.93950349331954,0.4083074819857312,0,True,2,0,1
0.9341430997761452,0.4196956904278208,0,True,2,0,1
0.2950499995426168,0.0757513592432951,4,True,4,0,1
0.3781806135190231,0.589473327498545,0,True,0,0,1
0.3882326751134866,0.9810187755537996,0,True,3,0,1
0.3601253357793513,0.614932805401589,0,True,0,0,1
0.9441880911714324,0.4130579598770189,0,True,2,0,1
0.381098112639117,0.5935522152301252,0,True,0,0,1
0.7233286855781621,0.982570936698128,0,True,1,0,1
0.9486481206274604,0.4171003055079226,0,True,2,0,1
0.9553878408884098,0.4357973825942622,0,True,2,0,1
0.9410098689803584,0.4126223485450965,0,True,2,0,1
0.3680775897423886,0.9790884048981304,0,True,3,0,1
0.2833926850827875,0.1003537824076502,4,True,4,0,1
0.3879527845277332,0.9750459239953884,0,True,3,0,1
0.9226790139564104,0.4032984332921153,0,True,2,0,1
0.3710195410919784,0.6015054242201793,0,True,0,0,1
0.3650807529410699,0.5841342041238616,0,True,0,0,1
0.7296502348278132,0.9839043793480814,0,True,1,0,1
0.7350569322309831,0.9859218582688748,0,True,1,0,1
0.9414557138567672,0.4109169607969296,0,True,2,0,1
0.9427768977220956,0.3967763925874799,0,True,2,0,1
0.3571008519534313,0.6041233990163405,0,True,0,0,1
0.7190162307944903,0.9807179274286952,0,True,1,0,1
0.9233448712074184,0.4006939473534738,0,True,2,0,1
0.3764811090484694,0.5943448520198871,0,True,0,0,1
0.3810029242733731,0.9806822246927716,0,True,3,0,1
0.7355432647360904,0.9875893392129488,0,True,1,0,1
0.3795899292971287,0.9819391058461348,0,True,3,0,1
0.9420190117623148,0.4271940714215973,0,True,2,0,1
0.9158744907374204,0.4197939678233213,0,True,2,0,1
0.9407474943741152,0.41442229582347,0,True,2,0,1
0.9219374056173736,0.3962317252352714,0,True,2,0,1
0.9161763100653892,0.3942875343729477,0,True,2,0,1
0.9361773177043098,0.4197455197683226,0,True,2,0,1
0.3897438443816811,0.9819672405787032,0,True,3,0,1
0.9282749315420292,0.4198769205351726,0,True,2,0,1
0.378384423648425,0.9705871584619212,0,True,3,0,1
0.3672682600824677,0.5840285681441604,0,True,0,0,1
0.9424587463217012,0.404695011235792,0,True,2,0,1
0.9427100219019202,0.4175522305259105,0,True,2,0,1
0.9357934368729064,0.3998449838297787,0,True,2,0,1
0.7198321358366958,0.9849789024306344,0,True,1,0,1
0.3791143231646705,0.9864266860080432,0,True,3,0,1
0.3587062355795605,0.6002073634461884,0,True,0,0,1
0.3702244002163392,0.6027053614495811,0,True,0,0,1
0.3850350604837007,0.9828529348599035,0,True,3,0,1
0.311125323632257,0.0826202676287194,4,True,4,0,1
0.3841123906319366,0.6120387692069742,0,True,0,0,1
0.939787929639894,0.4025139928362073,0,True,2,0,1
0.9311824684774612,0.4053465962157537,0,True,2,0,1
0.731815741173152,0.98586073285885,0,True,1,0,1
0.3684103944691261,0.5772444364397985,0,True,0,0,1
0.935181381804758,0.3838843323293819,0,True,2,0,1
0.7352414553278357,0.9819205282060662,0,True,1,0,1
0.7298351552705468,0.9937389017586852,0,True,1,0,1
0.386913271901158,0.5633409975239254,0,True,0,0,1
0.3687259867229963,0.5928700310497497,0,True,0,0,1
0.9568558941933716,0.4125515272230395,0,True,2,0,1
0.9137283048272185,0.4018539763575715,0,True,2,0,1
0.3804931504164848,0.9958742265274162,0,True,3,0,1
0.2745970737256957,0.0749493354850859,4,True,4,0,1
0.3658367638646206,0.5853800421984197,0,True,0,0,1
0.9239038802490138,0.42687422469068,0,True,2,0,1
0.3759828287781989,0.9820399096514324,0,True,3,0,1
0.9454071673077924,0.4079171318689902,0,True,2,0,1
0.3701281492912973,0.5709872396388652,0,True,0,0,1
0.9345976236933614,0.4015377602461747,0,True,2,0,1
0.389666571137429,0.9728376317114604,0,True,3,0,1
0.7332500115582871,0.9913979866147604,0,True,1,0,1
0.3842375275825849,0.9770654199697708,0,True,3,0,1
0.3876552687041988,0.593801625579078,0,True,0,0,1
0.3873143582490542,0.599041226626634,0,True,0,0,1
0.7360264473804929,0.9673942201895068,0,True,1,0,1
0.9313226235667756,0.4171317523115875,0,True,2,0,1
0.9357703162652752,0.4122821321585605,0,True,2,0,1
0.7273946924646857,0.9865536379603704,0,True,1,0,1
0.3766021136755837,0.6039096223642612,0,True,0,0,1
0.9324784288876676,0.4204284805349182,0,True,2,0,1
0.9319950031293516,0.4199426012294419,0,True,2,0,1
0.3760162424285962,0.594272575657136,0,True,0,0,1
0.3861722716333001,0.9924119083335,0,True,3,0,1
0.721798386218891,0.9868282208429652,0,True,1,0,1
0.3686020420132552,0.6052449390889607,0,True,0,0,1
0.9378127923066372,0.4091686988053627,0,True,2,0,1
0.9322645671621052,0.4255116488597135,0,True,2,0,1
0.3926100140683499,0.614551770800428,0,True,0,0,1
0.724584896441476,0.994209134870008,0,True,1,0,1
0.2995853682890046,0.0709921836197396,4,True,4,0,1
0.3780716697329886,0.5939198388552198,0,True,0,0,1
0.929541826325776,0.4088702159030759,0,True,2,0,1
0.7221099083101181,0.9749608666704452,0,True,1,0,1
0.3895574815219796,0.607832285751914,0,True,0,0,1
0.300255828419965,0.0711420367988416,4,True,4,0,1
0.9229879829216538,0.4098815875310005,0,True,2,0,1
0.7460125821014512,0.9919720459242596,0,True,1,0,1
0.9261520637589286,0.4224597112598804,0,True,2,0,1
0.3788659050698547,0.581885560021307,0,True,0,0,1
0.7308543116749385,0.9910260816535044,0,True,1,0,1
0.9396983105533874,0.3887426120026939,0,True,2,0,1
0.7362351465214932,0.986537970275594,0,True,1,0,1
0.3121911782901596,0.081352911376086,4,True,4,0,1
0.9158144595435216,0.3808156047792304,0,True,2,0,1
0.7283940545149316,0.9911355147473012,0,True,1,0,1
0.9276129139783004,0.4068735378624248,0,True,2,0,1
0.7266232786356105,0.991381785102988,0,True,1,0,1
0.9439477688947971,0.4511624132180895,0,True,2,0,1
0.3816136466704877,0.9704619540531968,0,True,3,0,1
0.7127476624533695,0.9947580872306572,0,True,1,0,1
0.9296258007316338,0.4113959952326738,0,True,2,0,1
0.7324992461289846,0.9870860432008774,0,True,1,0,1
0.7272968681554782,0.9828287610456068,0,True,1,0,1
0.3913742394901872,0.9734947916414274,0,True,3,0,1
0.3920982190039681,0.6101055962104613,0,True,0,0,1
0.9002625025244194,0.414688759062495,0,True,2,0,1
0.3724362039632586,0.9674417302640086,0,True,3,0,1
0.7475967911206309,0.9765571374666858,0,True,1,0,1
0.407450261366109,0.5697721442823214,0,True,0,0,1
0.9430883738900506,0.4302106263007575,0,True,2,0,1
0.9331534068152076,0.3990229332369192,0,True,2,0,1
0.3758177004526127,0.9801615681975768,0,True,3,0,1
0.3831879930248248,0.6032927862029176,0,True,0,0,1
0.9203780464422864,0.3891012770865879,0,True,2,0,1
0.2954755782664879,0.0743729463070818,4,True,4,0,1
0.3755685896757085,0.9783243131342768,0,True,3,0,1
0.3068454038045135,0.0730899491439879,4,True,4,0,1
0.727253370107528,0.993542475674448,0,True,1,0,1
0.7151456525593671,1.0027840397439611,0,True,1,0,1
0.3485705539776941,0.9917124248937924,0,True,3,0,1
0.389319338673447,0.9769858332784684,0,True,3,0,1
0.3903325488798849,0.5875664553557023,0,True,0,0,1
0.385991056257098,0.9721464471882956,0,True,3,0,1
0.9143480016972244,0.3971958564090933,0,True,2,0,1
0.4099330701011336,0.5739506805875432,0,True,0,0,1
0.315292154379897,0.0780458432024085,4,True,4,0,1
0.7262823350983703,0.9926322994138796,0,True,1,0,1
0.9317920886828488,0.4031313645651374,0,True,2,0,1
0.3922014915567149,0.9853125137341956,0,True,3,0,1
0.7314916992513673,1.010746764281233,0,True,1,0,1
0.6990004055413762,1.0210067577687985,0,True,1,0,1
0.7187974345177478,0.9845868439725078,0,True,1,0,1
0.9200748690388836,0.4223835529223519,0,True,2,0,1
0.7362447548675441,1.0028391432508323,0,True,1,0,1
0.3900918737788075,0.6121328705664834,0,True,0,0,1
0.3748863646893793,0.9777304078193098,0,True,3,0,1
0.7260276137415178,0.9930451621066558,0,True,1,0,1
0.4047121066752787,0.6069651736264813,0,True,0,0,1
0.9113353745389732,0.4097733137302528,0,True,2,0,1
0.7279322438033412,0.9958982255925618,0,True,1,0,1
0.2780721255155703,0.0644237225984385,4,True,4,0,1
0.7229729013601299,0.9912062559504672,0,True,1,0,1
0.9186723384015058,0.4018686752158713,0,True,2,0,1
0.3771317268762972,0.9693328031282016,0,True,3,0,1
0.3871929526019059,0.976681730282466,0,True,3,0,1
0.2932610403060535,0.0419350987181497,4,True,4,0,1
0.2879622636961952,0.0706138772513099,4,True,4,0,1
0.3861564218277744,0.9724633502409776,0,True,3,0,1
0.3714924733373276,0.9757209897910024,0,True,3,0,1
0.3898395042886796,0.6001264229770698,0,True,0,0,1
0.7276957038649096,0.9893343931201124,0,True,1,0,1
0.3839846099258624,0.6004562240069673,0,True,0,0,1
0.3919626742763067,0.6364201565918605,0,True,0,0,1
0.9397517929512136,0.4171319159311795,0,True,2,0,1
0.9347190510401422,0.4071980680152338,0,True,2,0,1
0.3865793702023778,0.6038157292023484,0,True,0,0,1
0.924055536082828,0.3950327971018579,0,True,2,0,1
0.9310740400253498,0.4066078625888984,0,True,2,0,1
0.3850107895676291,0.5843644624799954,0,True,0,0,1
0.923077342143654,0.4261307216506096,0,True,2,0,1
0.920101518294368,0.4123146129705511,0,True,2,0,1
0.2961204165674017,0.077186812628381,4,True,4,0,1
0.3510024883571855,0.96919299311332,0,True,3,0,1
0.3666920155303047,0.968060321284896,0,True,3,0,1
0.7229325503102737,0.994883395642262,0,True,1,0,1
0.9274615203059589,0.4109345416281022,0,True,2,0,1
0.3846857638705497,0.6003204156359058,0,True,0,0,1
0.7223521894235608,0.9941863777384218,0,True,1,0,1
0.9219778287198604,0.4130516503519758,0,True,2,0,1
0.907091908450218,0.4315651596879375,0,True,2,0,1
0.9483118510161423,0.3921317635956091,0,True,2,0,1
0.3929021024714673,0.6019153367538312,0,True,0,0,1
0.7167594779530143,0.9890654374735112,0,True,1,0,1
0.925417602632061,0.4207967998251767,0,True,2,0,1
0.3738069966863674,0.976065377491871,0,True,3,0,1
0.3770189566836424,0.5886413964964138,0,True,0,0,1
0.7361073801975351,0.989478915592321,0,True,1,0,1
0.3993140513248974,0.6105371188965124,0,True,0,0,1
0.4161120321244792,0.592279488182624,0,True,0,0,1
0.7266065609335586,0.989270870565966,0,True,1,0,1
0.7189673934032915,0.9933612556911506,0,True,1,0,1
0.9159198138479276,0.4147292709204139,0,True,2,0,1
0.7175478383429162,0.9972124490268424,0,True,1,0,1
0.4033259557113184,0.6030275405521842,0,True,0,0,1
0.3817347665406451,0.5811796443279604,0,True,0,0,1
0.3869040970761269,0.9886553752290256,0,True,3,0,1
0.4081837762290821,0.6110059217734667,0,True,0,0,1
0.302374930355151,0.047124523024594,4,True,4,0,1
0.4345196357514224,0.6204900573993318,0,True,0,0,1
0.7145756577562725,0.9954731903988,0,True,1,0,1
0.9229357920878528,0.4158355885100477,0,True,2,0,1
0.386559838815079,0.6068491553040304,0,True,0,0,1
0.3972567039264356,0.6082288792426087,0,True,0,0,1
0.9147437822305304,0.4126517314620874,0,True,2,0,1
0.3652003329679454,0.9665903018998594,0,True,3,0,1
0.9225911712698448,0.417578980383101,0,True,2,0,1
0.392990427476412,0.980831387262122,0,True,3,0,1
0.927724003518084,0.4135342849165275,0,True,2,0,1
0.6970832957715615,1.002268744565152,0,True,1,0,1
0.889515681139252,0.4039057581887675,0,True,2,0,1
0.7507445140074039,0.9918951001192764,0,True,1,0,1
0.732163094953457,1.0066533808333862,0,True,1,0,1
0.9186596215128864,0.4237280339060148,0,True,2,0,1
0.3649198238130982,0.9867675507439736,0,True,3,0,1
0.7154062895038301,0.9916296875898288,0,True,1,0,1
0.4053369343176502,0.634903317253459,0,True,0,0,1
0.7108516232662749,1.0018027018683582,0,True,1,0,1
0.7189193360800731,0.9994012564249624,0,True,1,0,1
0.7210763137145784,1.017637737950725,0,True,1,0,1
0.924340905755288,0.408121146465094,0,True,2,0,1
0.7196465758116749,0.994897728732294,0,True,1,0,1
0.7146969626365348,1.0179872168294493,0,True,1,0,1
0.3805435731622449,0.6096573735056992,0,True,0,0,1
0.7143074808622497,0.9827054646772054,0,True,1,0,1
0.4112154955127479,0.5965872305819265,0,True,0,0,1
0.40033333228705,0.618404588788091,0,True,0,0,1
0.7148863800403089,0.998165963412541,0,True,1,0,1
0.2903896980552574,0.0612871541781037,4,True,4,0,1
0.3464231877955002,1.0002394078297174,0,True,3,0,1
0.3091597591389922,0.0503145083554969,4,True,4,0,1
0.7301328706821777,0.9957349228393196,0,True,1,0,1
0.9142413164176618,0.4236479170967979,0,True,2,0,1
0.917963095240305,0.4139052226319545,0,True,2,0,1
0.3685712980971262,0.9704066046692286,0,True,3,0,1
0.3702124834028263,0.9647569246231962,0,True,3,0,1
0.3959360902286711,0.5831406292615767,0,True,0,0,1
0.9117593200742634,0.4297736433608348,0,True,2,0,1
0.3996184907325329,0.6110229066476028,0,True,0,0,1
0.4055028385121498,0.5948790693446427,0,True,0,0,1
0.3835210458455111,0.5786674035229044,0,True,0,0,1
0.2985098477408231,0.055065853598188,4,True,4,0,1
0.9277442642571232,0.4227808667253113,0,True,2,0,1
0.3927109427319955,0.6063327533210331,0,True,0,0,1
0.3928614475297154,0.6085981257273374,0,True,0,0,1
0.9033116312936136,0.4084495948054318,0,True,2,0,1
0.7243265526643397,0.9972560233247826,0,True,1,0,1
0.3032836065100865,0.0348164275766324,4,True,4,0,1
0.9154346149214688,0.4203312106682895,0,True,2,0,1
0.9037506774062618,0.4157447674924321,0,True,2,0,1
0.9237182559635272,0.4076558050391172,0,True,2,0,1
