cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.49997402 0.34194252 0.55568259],[0.08351089 0.02801019 0.0498363 ],[0.29174245 0.18497636 0.30275944],9,,[0.64652081 0.08881152 0.38143741],[0.2032947  0.06142493 0.07722289],[0.42490776 0.07511822 0.22933015],,2.0,False,True,[],[]
[0.59647664 0.33393961 0.44566855],[0.31034662 0.04032635 0.06672556],[0.45341163 0.18713298 0.25619706],24,,,,,,,,,,
[0.55599439 0.28529855 0.55568259],[0.12742296 0.02801019 0.28036169],[0.34170867 0.15665437 0.41802214],51,,,,,,,,,,
[0.59647664 0.26773372 0.44566855],[0.33310814 0.04032635 0.08335499],[0.46479239 0.15403004 0.26451177],46,,,,,,,,,,
[0.35722081 0.25837967 0.55568259],[0.12742296 0.02801019 0.19108247],[0.24232188 0.14319493 0.37338253],48,,,,,,,,,,
[0.84908798 0.410383   0.22418542],[0.40175648 0.15091202 0.06672556],[0.62542223 0.28064751 0.14545549],38,,,,,,,,,,
[0.35623344 0.34194252 0.20547732],[0.08351089 0.03970275 0.0498363 ],[0.21987216 0.19082264 0.12765681],40,,,,,,,,,,
[0.32266279 0.25837967 0.55568259],[0.12742296 0.02801019 0.34901003],[0.22504287 0.14319493 0.45234631],20,,,,,,,,,,
[0.31912903 0.34194252 0.20547732],[0.171387   0.03970275 0.0498363 ],[0.24525802 0.19082264 0.12765681],7,,,,,,,,,,
[0.1957595  0.18401497 0.26123785],[0.08351089 0.0490568  0.19487606],[0.13963519 0.11653588 0.22805696],35,,,,,,,,,,
[0.49997402 0.2819207  0.22475705],[0.41531986 0.07982123 0.06672556],[0.45764694 0.18087097 0.14574131],56,,,,,,,,,,
[0.61954997 0.37941069 0.13028114],[0.40175648 0.20937484 0.06672556],[0.51065322 0.29439277 0.09850335],39,,,,,,,,,,
[0.84908798 0.23795666 0.1410383 ],[0.84908798 0.23795666 0.1410383 ],[0.84908798 0.23795666 0.1410383 ],29,,,,,,,,,,
[0.33404355 0.21296056 0.12394117],[0.1779868  0.03970275 0.08325105],[0.25601517 0.12633165 0.10359611],59,,,,,,,,,,
[0.24538793 0.110066   0.26123785],[0.1779868  0.03970275 0.10273866],[0.21168737 0.07488437 0.18198826],43,,,,,,,,,,
