cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.08835348 0.07257607 0.09150896 0.02524385 0.00946644 0.00631096
 0.01893289 0.03786578 0.19248437 0.07888704 0.06310963 0.04733222]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00631096 0.         0.         0.         0.        ]","[0.04417674 0.03628804 0.04890996 0.01262193 0.00473322 0.00315548
 0.00946644 0.02208837 0.09624218 0.03944352 0.03155481 0.02366611]",35,,"[0.15631513 0.39516465 0.15298041 0.0433514  0.01000417 0.00708629
 0.06502709 0.1404752  0.08753647 0.32972072 0.32138391 0.39516465]","[0.         0.14130888 0.02709462 0.         0.         0.
 0.         0.02626094 0.01792414 0.         0.01792414 0.03209671]","[0.07815757 0.26823677 0.09003752 0.0216757  0.00500208 0.00354314
 0.03251355 0.08336807 0.0527303  0.16486036 0.16965402 0.21363068]",,2.0,False,False,[],[]
"[0.08835348 0.05679867 0.04102126 0.00631096 0.         0.00315548
 0.00315548 0.03155481 0.02839933 0.01893289 0.00946644 0.02524385]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.04417674 0.02839933 0.02366611 0.00315548 0.         0.00157774
 0.00157774 0.01735515 0.01419967 0.00946644 0.00473322 0.01262193]",33,,,,,,,,,,
"[0.03786578 0.07888704 0.12621926 0.08835348 0.03155481 0.
 0.01262193 0.03155481 0.02524385 0.05364318 0.03155481 0.09781992]","[0.01893289 0.00315548 0.09466444 0.00946644 0.         0.
 0.         0.01262193 0.01893289 0.00946644 0.01577741 0.06626511]","[0.02839933 0.04102126 0.11044185 0.04890996 0.01577741 0.
 0.00631096 0.02208837 0.02208837 0.03155481 0.02366611 0.08204252]",19,,,,,,,,,,
"[0.14830763 0.19879533 0.09781992 0.03155481 0.01262193 0.00315548
 0.01893289 0.085198   0.06942059 0.09781992 0.05995415 0.09466444]","[0.01262193 0.10728637 0.         0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.01577741]","[0.08046478 0.15304085 0.04890996 0.01577741 0.00631096 0.00157774
 0.00946644 0.042599   0.03786578 0.04890996 0.02997707 0.05522093]",4,,,,,,,,,,
"[0.10097541 0.17670696 0.11359733 0.0347103  0.00315548 0.00946644
 0.01893289 0.03786578 0.09781992 0.0347103  0.0504877  0.32185911]","[0.         0.05364318 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.0504877  0.11517507 0.05679867 0.01735515 0.00157774 0.00473322
 0.00946644 0.01893289 0.04890996 0.01735515 0.02524385 0.16092955]",9,,,,,,,,,,
"[0.06942059 0.05679867 0.03786578 0.00631096 0.         0.00315548
 0.00315548 0.02208837 0.02839933 0.01893289 0.00946644 0.02524385]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.0347103  0.02839933 0.02208837 0.00315548 0.         0.00157774
 0.00157774 0.01262193 0.01419967 0.00946644 0.00473322 0.01262193]",32,,,,,,,,,,
"[0.01893289 0.10413089 0.05995415 0.01577741 0.00315548 0.00315548
 0.01577741 0.01577741 0.19248437 0.04417674 0.01262193 0.04417674]","[0.         0.01262193 0.         0.00631096 0.         0.
 0.         0.         0.04733222 0.         0.         0.        ]","[0.00946644 0.05837641 0.02997707 0.01104419 0.00157774 0.00157774
 0.0078887  0.0078887  0.1199083  0.02208837 0.00631096 0.02208837]",28,,,,,,,,,,
"[0.02839933 0.08204252 0.06626511 0.0347103  0.         0.
 0.01893289 0.03786578 0.01893289 0.0504877  0.02524385 0.04733222]","[0.         0.07257607 0.04733222 0.00631096 0.         0.
 0.         0.00631096 0.01262193 0.00631096 0.00315548 0.02524385]","[0.01419967 0.0773093  0.05679867 0.02051063 0.         0.
 0.00946644 0.02208837 0.01577741 0.02839933 0.01419967 0.03628804]",7,,,,,,,,,,
"[0.00315548 0.01262193 0.03786578 0.00631096 0.         0.
 0.         0.02208837 0.02208837 0.00631096 0.00631096 0.00631096]","[0.         0.         0.03786578 0.         0.         0.
 0.         0.01893289 0.00631096 0.         0.00631096 0.        ]","[0.00157774 0.00631096 0.03786578 0.00315548 0.         0.
 0.         0.02051063 0.01419967 0.00315548 0.00631096 0.00315548]",30,,,,,,,,,,
"[0.08835348 0.09150896 0.05364318 0.03155481 0.         0.
 0.01893289 0.01262193 0.01577741 0.01893289 0.06310963 0.04417674]","[0.05364318 0.05995415 0.01893289 0.00315548 0.         0.
 0.00946644 0.00631096 0.01577741 0.00315548 0.02524385 0.00631096]","[0.07099833 0.07573155 0.03628804 0.01735515 0.         0.
 0.01419967 0.00946644 0.01577741 0.01104419 0.04417674 0.02524385]",43,,,,,,,,,,
