cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.14918978 0.18234307 0.02762774 0.08288321 0.20444526 0.09945985],[0.         0.00828832 0.         0.00552555 0.00552555 0.00552555],[0.07459489 0.09531569 0.01381387 0.04420438 0.1049854  0.0524927 ],24,,[0.24588686 0.18234307 0.02762774 0.05525547 0.08012044 0.09945985],[0.02486496 0.02210219 0.         0.01105109 0.01381387 0.01657664],[0.13537591 0.10222263 0.01381387 0.03315328 0.04696715 0.05801825],,0.0,False,False,"[11, 10, 16, 18, 4, 49, 0, 22, 41, 15, 51]",[]
[0.02486496 0.06078102 0.00828832 0.03315328 0.20444526 0.05801825],[0.02210219 0.03315328 0.         0.00828832 0.1574781  0.04972993],[0.02348358 0.04696715 0.00414416 0.0207208  0.18096168 0.05387409],13,,,,,,,,,,
[0.0524927  0.03867883 0.00276277 0.01933942 0.01933942 0.01933942],[0.         0.00828832 0.         0.00828832 0.00552555 0.00552555],[0.02624635 0.02348358 0.00138139 0.01381387 0.01243248 0.01243248],32,,,,,,,,,,
[0.07735766 0.08840876 0.00552555 0.02762774 0.03591606 0.04420438],[0.0635438  0.06078102 0.         0.00552555 0.01933942 0.00828832],[0.07045073 0.07459489 0.00276277 0.01657664 0.02762774 0.02624635],14,,,,,,,,,,
[0.14918978 0.18234307 0.02762774 0.08288321 0.20444526 0.09945985],[0.02210219 0.03039051 0.         0.00828832 0.01657664 0.01933942],[0.08564599 0.10636679 0.01381387 0.04558577 0.11051095 0.05939964],8,,,,,,,,,,
[0.11051095 0.01381387 0.00276277 0.01657664 0.10222263 0.02486496],[0.08564599 0.01105109 0.         0.00552555 0.04144161 0.        ],[0.09807847 0.01243248 0.00138139 0.01105109 0.07183212 0.01243248],6,,,,,,,,,,
[0.14918978 0.09669708 0.01105109 0.05525547 0.20444526 0.08288321],[0.02210219 0.00828832 0.         0.00552555 0.03591606 0.04972993],[0.08564599 0.0524927  0.00552555 0.03039051 0.12018066 0.06630657],44,,,,,,,,,,
[0.16300365 0.07735766 0.01105109 0.09117153 0.07735766 0.08012044],[0.07735766 0.03039051 0.         0.05525547 0.0524927  0.03039051],[0.12018066 0.05387409 0.00552555 0.0732135  0.06492518 0.05525547],52,,,,,,,,,,
[0.2735146  0.09393431 0.00276277 0.04972993 0.06630657 0.1049854 ],[0.12985036 0.01105109 0.         0.01657664 0.00552555 0.01381387],[0.20168248 0.0524927  0.00138139 0.03315328 0.03591606 0.05939964],9,,,,,,,,,,
[0.10774818 0.02486496 0.00276277 0.01105109 0.04144161 0.01933942],[0.02762774 0.00828832 0.         0.00552555 0.00552555 0.        ],[0.06768796 0.01657664 0.00138139 0.00828832 0.02348358 0.00966971],33,,,,,,,,,,
[0.01381387 0.03867883 0.         0.01933942 0.01933942 0.01105109],[0.         0.03315328 0.         0.01657664 0.01105109 0.00552555],[0.00690693 0.03591606 0.         0.01795803 0.01519526 0.00828832],30,,,,,,,,,,
[0.24588686 0.18234307 0.02762774 0.05525547 0.08012044 0.09945985],[0.02486496 0.02210219 0.         0.01105109 0.00828832 0.01657664],[0.13537591 0.10222263 0.01381387 0.03315328 0.04420438 0.05801825],45,,,,,,,,,,
[0.2735146  0.09393431 0.00276277 0.02210219 0.00552555 0.01381387],[0.2735146  0.09393431 0.00276277 0.02210219 0.00552555 0.01381387],[0.2735146  0.09393431 0.00276277 0.02210219 0.00552555 0.01381387],29,,,,,,,,,,
