cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.10413089 0.11044185 0.12621926 0.08835348 0.03155481 0.00631096
 0.04417674 0.05995415 0.10097541 0.07888704 0.06310963 0.09781992]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.05206544 0.05522093 0.06626511 0.04417674 0.01577741 0.00315548
 0.02208837 0.03155481 0.0504877  0.03944352 0.03155481 0.04890996]",18,,"[0.09466444 0.12621926 0.06310963 0.00946644 0.01262193 0.01577741
 0.09150896 0.06942059 0.08204252 0.07573155 0.11044185 0.11044185]","[0.04102126 0.02839933 0.00946644 0.         0.         0.
 0.         0.00315548 0.00631096 0.         0.         0.01262193]","[0.06784285 0.0773093  0.03628804 0.00473322 0.00631096 0.0078887
 0.04575448 0.03628804 0.04417674 0.03786578 0.05522093 0.06153189]",,1.0,False,True,[],[]
"[0.08835348 0.07257607 0.09150896 0.02524385 0.00946644 0.00631096
 0.01893289 0.03786578 0.19248437 0.07888704 0.06310963 0.04733222]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00631096 0.         0.         0.         0.        ]","[0.04417674 0.03628804 0.04890996 0.01262193 0.00473322 0.00315548
 0.00946644 0.02208837 0.09624218 0.03944352 0.03155481 0.02366611]",35,,,,,,,,,,
"[0.05679867 0.23035015 0.03786578 0.01893289 0.         0.
 0.00315548 0.04417674 0.04417674 0.03155481 0.05364318 0.04102126]","[0.0504877  0.19879533 0.00946644 0.00946644 0.         0.
 0.         0.02208837 0.01577741 0.00631096 0.03786578 0.        ]","[0.05364318 0.21457274 0.02366611 0.01419967 0.         0.
 0.00157774 0.03313256 0.02997707 0.01893289 0.04575448 0.02051063]",27,,,,,,,,,,
"[0.08835348 0.05679867 0.04102126 0.00631096 0.         0.00315548
 0.00315548 0.03155481 0.02839933 0.01893289 0.00946644 0.02524385]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.04417674 0.02839933 0.02366611 0.00315548 0.         0.00157774
 0.00157774 0.01735515 0.01419967 0.00946644 0.00473322 0.01262193]",33,,,,,,,,,,
"[0.14830763 0.19879533 0.09781992 0.01262193 0.00315548 0.01262193
 0.0347103  0.04417674 0.05679867 0.02208837 0.05364318 0.08835348]","[0.01577741 0.10728637 0.00315548 0.         0.         0.
 0.         0.         0.00315548 0.         0.         0.        ]","[0.08204252 0.15304085 0.0504877  0.00631096 0.00157774 0.00631096
 0.01735515 0.02208837 0.02997707 0.01104419 0.02682159 0.04417674]",23,,,,,,,,,,
"[0.03786578 0.07888704 0.12621926 0.08835348 0.03155481 0.
 0.01262193 0.03155481 0.02524385 0.05364318 0.03155481 0.09781992]","[0.01893289 0.00315548 0.09466444 0.00946644 0.         0.
 0.         0.01262193 0.01893289 0.00946644 0.01577741 0.06626511]","[0.02839933 0.04102126 0.11044185 0.04890996 0.01577741 0.
 0.00631096 0.02208837 0.02208837 0.03155481 0.02366611 0.08204252]",19,,,,,,,,,,
"[0.10413089 0.11359733 0.12621926 0.08835348 0.03155481 0.00631096
 0.04417674 0.05995415 0.19248437 0.05364318 0.05995415 0.09781992]","[0.         0.00315548 0.03155481 0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.00631096]","[0.05206544 0.05837641 0.07888704 0.04417674 0.01577741 0.00315548
 0.02208837 0.02997707 0.09939767 0.02682159 0.02997707 0.05206544]",24,,,,,,,,,,
"[0.14830763 0.19879533 0.09781992 0.03155481 0.01262193 0.00315548
 0.01893289 0.085198   0.06942059 0.09781992 0.05995415 0.09466444]","[0.01262193 0.10728637 0.         0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.01577741]","[0.08046478 0.15304085 0.04890996 0.01577741 0.00631096 0.00157774
 0.00946644 0.042599   0.03786578 0.04890996 0.02997707 0.05522093]",4,,,,,,,,,,
"[0.11044185 0.19879533 0.07573155 0.0504877  0.00631096 0.01262193
 0.0347103  0.05364318 0.07257607 0.09781992 0.05995415 0.05679867]","[0.         0.09781992 0.         0.         0.         0.
 0.         0.         0.00315548 0.         0.         0.        ]","[0.05522093 0.14830763 0.03786578 0.02524385 0.00315548 0.00631096
 0.01735515 0.02682159 0.03786578 0.04890996 0.02997707 0.02839933]",11,,,,,,,,,,
"[0.10097541 0.1199083  0.085198   0.03155481 0.         0.00315548
 0.01893289 0.03786578 0.05679867 0.02208837 0.02524385 0.09466444]","[0.06942059 0.05995415 0.00315548 0.         0.         0.
 0.         0.         0.00631096 0.00315548 0.00315548 0.01262193]","[0.085198   0.08993122 0.04417674 0.01577741 0.         0.00157774
 0.00946644 0.01893289 0.03155481 0.01262193 0.01419967 0.05364318]",9,,,,,,,,,,
"[0.06942059 0.05679867 0.03786578 0.00631096 0.         0.00315548
 0.00315548 0.02208837 0.02839933 0.01893289 0.00946644 0.02524385]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.0347103  0.02839933 0.02208837 0.00315548 0.         0.00157774
 0.00157774 0.01262193 0.01419967 0.00946644 0.00473322 0.01262193]",32,,,,,,,,,,
"[0.01893289 0.10413089 0.05995415 0.01577741 0.00315548 0.00315548
 0.01577741 0.01577741 0.19248437 0.04417674 0.01262193 0.04417674]","[0.         0.01262193 0.         0.00631096 0.         0.
 0.         0.         0.04733222 0.         0.         0.        ]","[0.00946644 0.05837641 0.02997707 0.01104419 0.00157774 0.00157774
 0.0078887  0.0078887  0.1199083  0.02208837 0.00631096 0.02208837]",28,,,,,,,,,,
"[0.02839933 0.08204252 0.06626511 0.0347103  0.         0.
 0.01893289 0.03786578 0.01893289 0.0504877  0.02524385 0.04733222]","[0.         0.07257607 0.04733222 0.00631096 0.         0.
 0.         0.00631096 0.01262193 0.00631096 0.00315548 0.02524385]","[0.01419967 0.0773093  0.05679867 0.02051063 0.         0.
 0.00946644 0.02208837 0.01577741 0.02839933 0.01419967 0.03628804]",7,,,,,,,,,,
