cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.54152824 0.58914729 0.59210041],[0.32410484 0.43115541 0.40531561],[0.43281654 0.51015135 0.49870801],30,,[0.71760797 0.9121447  0.87781469],[0.64267257 0.66666667 0.67331118],[0.68014027 0.78940568 0.77556294],,1.0,False,True,[],[]
[0.51347361 0.51162791 0.49575489],[0.32410484 0.43115541 0.40531561],[0.41878922 0.47139166 0.45053525],3,,,,,,,,,,
[0.54374308 0.59579181 0.57327427],[0.46327058 0.535622   0.50756737],[0.50350683 0.5657069  0.54042082],32,,,,,,,,,,
[0.54374308 0.59579181 0.59394611],[0.46327058 0.535622   0.50756737],[0.50350683 0.5657069  0.55075674],28,,,,,,,,,,
[0.50018457 0.63565891 0.62052418],[0.43152455 0.58656331 0.59210041],[0.46585456 0.61111111 0.60631229],7,,,,,,,,,,
[0.54374308 0.59579181 0.57327427],[0.48209671 0.535622   0.50756737],[0.5129199  0.5657069  0.54042082],37,,,,,,,,,,
[0.42820229 0.57881137 0.56367663],[0.38833518 0.52565522 0.48652639],[0.40826873 0.5522333  0.52510151],6,,,,,,,,,,
[0.62273902 0.68475452 0.62200074],[0.5393134  0.67737172 0.60538944],[0.58102621 0.68106312 0.61369509],20,,,,,,,,,,
[0.61461794 0.67737172 0.65337763],[0.5208564  0.59025471 0.55297158],[0.56773717 0.63381322 0.6031746 ],58,,,,,,,,,,
[0.51384275 0.59579181 0.59394611],[0.38833518 0.53820598 0.48652639],[0.45108896 0.56699889 0.54023625],33,,,,,,,,,,
[0.54152824 0.535622   0.51495017],[0.42820229 0.43115541 0.40531561],[0.48486526 0.4833887  0.46013289],31,,,,,,,,,,
[0.38242894 0.51162791 0.49575489],[0.32410484 0.45478036 0.42672573],[0.35326689 0.48320413 0.46124031],4,,,,,,,,,,
[0.71576227 0.80989295 0.82244371],[0.56552233 0.67884828 0.6087117 ],[0.6406423  0.74437062 0.7155777 ],54,,,,,,,,,,
[0.55112588 0.61720192 0.61830934],[0.46696198 0.56367663 0.55297158],[0.50904393 0.59043928 0.58564046],26,,,,,,,,,,
[0.5208564  0.64230343 0.64082687],[0.43152455 0.60465116 0.59542267],[0.47619048 0.6234773  0.61812477],52,,,,,,,,,,
[0.61461794 0.67737172 0.60538944],[0.5393134  0.63159838 0.57401255],[0.57696567 0.65448505 0.589701  ],21,,,,,,,,,,
