cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.54812099 0.527956   0.52703941 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.44042163 0.41613199 0.44683776 0.50229148 0.53437214 0.56049496
 0.51420715 0.45554537]",38,,"[0.56920257 0.54445463 0.59486709 0.64711274 0.67827681 0.63519707
 0.6131989  0.58295142]","[0.45096242 0.46287809 0.472044   0.5004583  0.57103575 0.55453712
 0.527956   0.46287809]","[0.51008249 0.50366636 0.53345555 0.57378552 0.62465628 0.59486709
 0.57057745 0.52291476]",,0.0,False,True,[],[]
"[0.63061412 0.59486709 0.66819432 0.71585701 0.77451879 0.82768103
 0.81301558 0.66269478]","[0.4812099  0.44912924 0.50229148 0.54353804 0.58661778 0.57103575
 0.55362053 0.51604033]","[0.55591201 0.52199817 0.5852429  0.62969753 0.68056829 0.69935839
 0.68331806 0.58936755]",44,,,,,,,,,,
"[0.60769936 0.57653529 0.61778185 0.67094409 0.67827681 0.69019248
 0.6324473  0.62603116]","[0.40971586 0.39046746 0.45004583 0.49679193 0.50870761 0.50229148
 0.50504125 0.46287809]","[0.50870761 0.48350137 0.53391384 0.58386801 0.59349221 0.59624198
 0.56874427 0.54445463]",46,,,,,,,,,,
"[0.50595784 0.4995417  0.47754354 0.55545371 0.58753437 0.56461962
 0.53345555 0.47754354]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.42208983 0.4807516  0.50687443 0.51237397
 0.47800183 0.41338222]",15,,,,,,,,,,
"[0.63061412 0.59486709 0.66819432 0.71585701 0.77451879 0.82768103
 0.81301558 0.66269478]","[0.4812099  0.44912924 0.5563703  0.60036664 0.61686526 0.65536205
 0.604033   0.56920257]","[0.55591201 0.52199817 0.61228231 0.65811182 0.69569203 0.74152154
 0.70852429 0.61594867]",55,,,,,,,,,,
"[0.50595784 0.4995417  0.47571036 0.49312557 0.52887259 0.53620532
 0.49770852 0.44546288]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.42117324 0.44958753 0.47754354 0.49816682
 0.46012832 0.39734189]",3,,,,,,,,,,
"[0.60769936 0.57653529 0.61778185 0.67094409 0.67827681 0.69019248
 0.64527956 0.62603116]","[0.42529789 0.40146654 0.47754354 0.54353804 0.57195234 0.57103575
 0.55362053 0.51604033]","[0.51649863 0.48900092 0.54766269 0.60724106 0.62511457 0.63061412
 0.59945005 0.57103575]",45,,,,,,,,,,
"[0.53528873 0.527956   0.52612282 0.54353804 0.56003666 0.56461962
 0.53345555 0.48395967]","[0.38955087 0.37488543 0.42346471 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.4624198  0.45142071 0.47479377 0.47479377 0.49312557 0.51512374
 0.47800183 0.41659028]",31,,,,,,,,,,
"[0.60769936 0.57653529 0.61778185 0.67094409 0.69660862 0.73235564
 0.67644363 0.62603116]","[0.42529789 0.40146654 0.49129239 0.54353804 0.57195234 0.57103575
 0.55362053 0.51604033]","[0.51649863 0.48900092 0.55453712 0.60724106 0.63428048 0.65169569
 0.61503208 0.57103575]",52,,,,,,,,,,
"[0.50595784 0.4995417  0.49862511 0.56461962 0.60586618 0.63519707
 0.5847846  0.5380385 ]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.43263061 0.48533456 0.51604033 0.54766269
 0.50366636 0.4436297 ]",30,,,,,,,,,,
