cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.59647664 0.32094788 0.55568259 0.25383579 0.0782858  0.21825133
 0.44554455 0.08415842 0.31188119 0.62310816 0.77667036 0.78774456]","[0.08351089 0.02801019 0.08548563 0.04507364 0.00711689 0.01897838
 0.07920792 0.00990099 0.01980198 0.40900701 0.43115541 0.40531561]","[0.33999376 0.17447903 0.32058411 0.14945472 0.04270135 0.11861485
 0.26237624 0.0470297  0.16584158 0.51605759 0.60391288 0.59653008]",8,,"[0.50813283 0.10861092 0.4416671  0.19452836 0.03083986 0.33212159
 0.32178218 0.03960396 0.17326733 0.70801034 0.85788114 0.85972684]","[0.11526269 0.04256093 0.037728   0.0830304  0.01186149 0.
 0.13366337 0.0049505  0.         0.57475083 0.63602805 0.63196752]","[0.31169776 0.07558593 0.23969755 0.13877938 0.02135067 0.1660608
 0.22772277 0.02227723 0.08663366 0.64138058 0.7469546  0.74584718]",,1.0,False,True,[],[]
"[0.46489633 0.27277452 0.55568259 0.20876214 0.0782858  0.21825133
 0.40594059 0.08415842 0.31188119 0.62310816 0.77667036 0.78774456]","[0.08351089 0.02801019 0.08325105 0.04507364 0.00474459 0.02609527
 0.07920792 0.         0.01980198 0.40900701 0.535622   0.50756737]","[0.27420361 0.15039235 0.31946682 0.12691789 0.0415152  0.1221733
 0.24257426 0.04207921 0.16584158 0.51605759 0.65614618 0.64765596]",48,,,,,,,,,,
"[0.59647664 0.22039183 0.37925479 0.25383579 0.07591351 0.13522093
 0.44554455 0.0990099  0.2029703  0.62310816 0.77667036 0.78774456]","[0.1779868  0.03970275 0.08325105 0.09251959 0.00474459 0.02372297
 0.15841584 0.         0.01980198 0.46696198 0.535622   0.50756737]","[0.38723172 0.13004729 0.23125292 0.17317769 0.04032905 0.07947195
 0.3019802  0.04950495 0.11138614 0.54503507 0.65614618 0.64765596]",47,,,,,,,,,,
"[0.84908798 0.410383   0.3559736  0.31551551 0.03083986 0.09963648
 0.51980198 0.03465347 0.21782178 0.50166113 0.59579181 0.59210041]","[0.40175648 0.22595229 0.06672556 0.12573175 0.01423378 0.01423378
 0.24752475 0.00990099 0.0049505  0.32410484 0.45478036 0.42672573]","[0.62542223 0.31816765 0.21134958 0.22062363 0.02253682 0.05693513
 0.38366337 0.02227723 0.11138614 0.41288298 0.52528608 0.50941307]",17,,,,,,,,,,
"[0.25931508 0.34194252 0.2633685  0.10912567 0.01897838 0.06167972
 0.24257426 0.02475248 0.0990099  0.51421189 0.66814323 0.6854928 ]","[0.08351089 0.18401497 0.0498363  0.02846757 0.00474459 0.01186149
 0.05445545 0.         0.0049505  0.38833518 0.49427833 0.50830565]","[0.17141298 0.26297875 0.1566024  0.06879662 0.01186149 0.0367706
 0.14851485 0.01237624 0.0519802  0.45127353 0.58121078 0.59689922]",33,,,,,,,,,,
"[0.31637479 0.25837967 0.55568259 0.20876214 0.05693513 0.21825133
 0.39108911 0.07920792 0.31188119 0.61461794 0.71982281 0.71576227]","[0.12742296 0.02801019 0.08325105 0.04981824 0.00474459 0.04270135
 0.08415842 0.         0.01980198 0.47655962 0.56441491 0.54005168]","[0.22189887 0.14319493 0.31946682 0.12929019 0.03083986 0.13047634
 0.23762376 0.03960396 0.16584158 0.54558878 0.64211886 0.62790698]",57,,,,,,,,,,
"[0.49997402 0.28529855 0.42841553 0.20401755 0.04032905 0.09726418
 0.40594059 0.03960396 0.17326733 0.62273902 0.68475452 0.62200074]","[0.29714701 0.08548563 0.1358416  0.13759323 0.01186149 0.01897838
 0.23762376 0.00990099 0.02475248 0.46327058 0.43115541 0.40531561]","[0.39856052 0.18539209 0.28212857 0.17080539 0.02609527 0.05812128
 0.32178218 0.02475248 0.0990099  0.5430048  0.55795496 0.51365818]",24,,,,,,,,,,
"[0.59647664 0.18666528 0.50698955 0.25383579 0.0782858  0.21825133
 0.44554455 0.08415842 0.31188119 0.61904762 0.77667036 0.78774456]","[0.12742296 0.02801019 0.28036169 0.04981824 0.00711689 0.0782858
 0.08415842 0.00990099 0.06435644 0.50793651 0.58471761 0.57696567]","[0.3619498  0.10733773 0.39367562 0.15182701 0.04270135 0.14826857
 0.26485149 0.0470297  0.18811881 0.56349206 0.68069398 0.68235511]",44,,,,,,,,,,
"[0.61954997 0.29397703 0.22475705 0.23011282 0.07591351 0.11149796
 0.44059406 0.0990099  0.17326733 0.62273902 0.68475452 0.62938354]","[0.29714701 0.05342202 0.06672556 0.10438107 0.00474459 0.01897838
 0.17821782 0.         0.00990099 0.43595423 0.535622   0.50756737]","[0.45834849 0.17369953 0.14574131 0.16724694 0.04032905 0.06523817
 0.30940594 0.04950495 0.09158416 0.52934662 0.61018826 0.56847545]",27,,,,,,,,,,
"[0.59647664 0.10679208 0.44566855 0.25383579 0.05456283 0.12810467
 0.44554455 0.07920792 0.15346535 0.58471761 0.72203765 0.73348099]","[0.46489633 0.04032635 0.34719119 0.16843309 0.01897838 0.09726418
 0.2970297  0.01485149 0.14851485 0.50904393 0.58471761 0.59357697]","[0.53068648 0.07355922 0.39642987 0.21113444 0.0367706  0.11268442
 0.37128713 0.0470297  0.1509901  0.54688077 0.65337763 0.66352898]",49,,,,,,,,,,
