cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.50809289 0.50246305 0.54820549 0.58691063 0.55805771 0.48416608],[0.32371569 0.32371569 0.40957072 0.44405348 0.44123856 0.36312456],[0.41590429 0.41308937 0.47888811 0.51548205 0.49964814 0.42364532],15,,[0.62843068 0.61717101 0.75299085 0.83040113 0.76425053 0.68121042],[0.50950035 0.4940183  0.63898663 0.67417312 0.65165376 0.58268825],[0.56896552 0.55559465 0.69598874 0.75228712 0.70795215 0.63194933],,2.0,False,False,"[52, 56]",[]
[0.50809289 0.50246305 0.48346235 0.53624208 0.51935257 0.45742435],[0.32371569 0.32371569 0.40957072 0.44405348 0.44123856 0.36312456],[0.41590429 0.41308937 0.44651654 0.49014778 0.48029557 0.41027445],3,,,,,,,,,,
[0.60450387 0.59887403 0.66643209 0.63476425 0.60661506 0.58761436],[0.539057   0.52287122 0.54468684 0.50809289 0.50950035 0.48979592],[0.57178044 0.56087262 0.60555947 0.57142857 0.55805771 0.53870514],22,,,,,,,,,,
[0.62843068 0.61717101 0.75299085 0.83040113 0.76425053 0.68121042],[0.47501759 0.4940183  0.60028149 0.65587614 0.65165376 0.58268825],[0.55172414 0.55559465 0.67663617 0.74313863 0.70795215 0.63194933],35,,,,,,,,,,
[0.50809289 0.50246305 0.43138635 0.46727657 0.44827586 0.39690359],[0.32371569 0.32582688 0.40957072 0.44405348 0.44123856 0.36312456],[0.41590429 0.41414497 0.42047854 0.45566502 0.44475721 0.38001407],1,,,,,,,,,,
[0.54539057 0.52498241 0.58339198 0.61294863 0.60168895 0.54046446],[0.47783251 0.46938776 0.49683322 0.50809289 0.50950035 0.47712878],[0.51161154 0.49718508 0.5401126  0.56052076 0.55559465 0.50879662],37,,,,,,,,,,
[0.60450387 0.59887403 0.66643209 0.6833216  0.60309641 0.58761436],[0.52920479 0.53061224 0.59957776 0.58550317 0.57424349 0.5270936 ],[0.56685433 0.56474314 0.63300493 0.63441239 0.58866995 0.55735398],21,,,,,,,,,,
[0.50316678 0.48064743 0.55102041 0.61717101 0.62843068 0.53976073],[0.408867   0.40253343 0.47712878 0.49683322 0.52287122 0.48064743],[0.45601689 0.44159043 0.5140746  0.55700211 0.57565095 0.51020408],12,,,,,,,,,,
[0.42646024 0.44475721 0.54820549 0.58691063 0.55805771 0.47642505],[0.38001407 0.38423645 0.48064743 0.5531316  0.50457424 0.45038705],[0.40323716 0.41449683 0.51442646 0.57002111 0.53131597 0.46340605],6,,,,,,,,,,
[0.51653765 0.52638987 0.60309641 0.65587614 0.67417312 0.62772695],[0.41942294 0.434905   0.539057   0.58339198 0.60450387 0.53976073],[0.4679803  0.48064743 0.57107671 0.61963406 0.63933849 0.58374384],45,,,,,,,,,,
[0.4539057  0.47361013 0.55102041 0.60380014 0.52287122 0.48064743],[0.38001407 0.44475721 0.54820549 0.58691063 0.50457424 0.45460943],[0.41695989 0.45918367 0.54961295 0.59535538 0.51372273 0.46762843],10,,,,,,,,,,
[0.56720619 0.56861365 0.62913441 0.63617171 0.6192822  0.591133  ],[0.49824068 0.50387051 0.51442646 0.57635468 0.54539057 0.52287122],[0.53272343 0.53624208 0.57178044 0.60626319 0.58233638 0.55700211],27,,,,,,,,,,
[0.460943   0.45320197 0.51583392 0.59394792 0.57424349 0.53131597],[0.42646024 0.42153413 0.47712878 0.49683322 0.52920479 0.45038705],[0.44370162 0.43736805 0.49648135 0.54539057 0.55172414 0.49085151],11,,,,,,,,,,
[0.33708656 0.32371569 0.47079521 0.53624208 0.51935257 0.45742435],[0.33708656 0.32371569 0.47079521 0.53624208 0.51935257 0.45742435],[0.33708656 0.32371569 0.47079521 0.53624208 0.51935257 0.45742435],5,,,,,,,,,,
[0.42153413 0.44475721 0.55031668 0.60380014 0.62843068 0.53976073],[0.38001407 0.38423645 0.53131597 0.56931738 0.50457424 0.45460943],[0.4007741  0.41449683 0.54081633 0.58655876 0.56650246 0.49718508],19,,,,,,,,,,
