cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.15652256 0.20276786 0.09960526 0.03557331 0.05691729 0.11383459
 0.07114662 0.11739192]","[0.01778665 0.11739192 0.         0.         0.         0.01422932
 0.         0.00711466]","[0.08715461 0.16007989 0.04980263 0.01778665 0.02845865 0.06403195
 0.03557331 0.06225329]",3,,"[0.12450658 0.19209586 0.03913064 0.01067199 0.03557331 0.12094925
 0.04268797 0.36640508]","[0.01422932 0.03201598 0.         0.         0.         0.01422932
 0.         0.        ]","[0.06936795 0.11205592 0.01956532 0.005336   0.01778665 0.06758929
 0.02134398 0.18320254]",,1.0,False,False,"[24, 42, 51, 46, 44]",[]
"[0.07470395 0.0924906  0.02845865 0.00355733 0.02845865 0.22766917
 0.12806391 0.05335996]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.0515813  0.01422932 0.00177867 0.01422932 0.11739192
 0.06403195 0.02667998]",35,,,,,,,,,,
"[0.12450658 0.19209586 0.09960526 0.03557331 0.04268797 0.12094925
 0.06758929 0.36640508]","[0.01422932 0.03201598 0.         0.         0.         0.01422932
 0.         0.        ]","[0.06936795 0.11205592 0.04980263 0.01778665 0.02134398 0.06758929
 0.03379464 0.18320254]",47,,,,,,,,,,
"[0.07470395 0.13162124 0.02845865 0.00355733 0.02845865 0.09960526
 0.05335996 0.05335996]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.07114662 0.01422932 0.00177867 0.01422932 0.05335996
 0.02667998 0.02667998]",31,,,,,,,,,,
"[0.33083177 0.13162124 0.06403195 0.00355733 0.02845865 0.07114662
 0.0462453  0.13162124]","[0.12094925 0.02134398 0.         0.         0.00355733 0.02134398
 0.         0.01422932]","[0.22589051 0.07648261 0.03201598 0.00177867 0.01600799 0.0462453
 0.02312265 0.07292528]",15,,,,,,,,,,
"[0.07470395 0.0924906  0.02845865 0.00355733 0.02845865 0.09960526
 0.05335996 0.03201598]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.0515813  0.01422932 0.00177867 0.01422932 0.05335996
 0.02667998 0.01600799]",33,,,,,,,,,,
"[0.12450658 0.1387359  0.09960526 0.         0.03201598 0.0462453
 0.06047462 0.11383459]","[0.02845865 0.06758929 0.         0.         0.         0.02134398
 0.         0.02134398]","[0.07648261 0.10316259 0.04980263 0.         0.01600799 0.03379464
 0.03023731 0.06758929]",1,,,,,,,,,,
"[0.08181861 0.16363722 0.02134398 0.00355733 0.02134398 0.09960526
 0.05335996 0.05335996]","[0.02134398 0.06758929 0.00711466 0.         0.         0.01422932
 0.         0.        ]","[0.0515813  0.11561325 0.01422932 0.00177867 0.01067199 0.05691729
 0.02667998 0.02667998]",41,,,,,,,,,,
"[0.08893327 0.18853853 0.01422932 0.01422932 0.0462453  0.08893327
 0.04980263 0.05335996]","[0.02134398 0.12450658 0.         0.         0.00711466 0.01422932
 0.00711466 0.00711466]","[0.05513863 0.15652256 0.00711466 0.00711466 0.02667998 0.0515813
 0.02845865 0.03023731]",25,,,,,,,,,,
"[0.03913064 0.07826128 0.02134398 0.         0.01422932 0.22766917
 0.12806391 0.05335996]","[0.02490132 0.04268797 0.00711466 0.         0.         0.09960526
 0.05335996 0.01067199]","[0.03201598 0.06047462 0.01422932 0.         0.00711466 0.16363722
 0.09071194 0.03201598]",13,,,,,,,,,,
"[0.12094925 0.11383459 0.06403195 0.         0.02134398 0.03201598
 0.16007989 0.05691729]","[0.11027726 0.06403195 0.01778665 0.         0.00711466 0.02134398
 0.01067199 0.02134398]","[0.11561325 0.08893327 0.0409093  0.         0.01422932 0.02667998
 0.08537594 0.03913064]",2,,,,,,,,,,
"[0.04268797 0.03557331 0.00355733 0.00355733 0.00711466 0.02134398
 0.01067199 0.01067199]","[0.02845865 0.01067199 0.00355733 0.         0.00355733 0.00711466
 0.00711466 0.00711466]","[0.03557331 0.02312265 0.00355733 0.00177867 0.005336   0.01422932
 0.00889333 0.00889333]",32,,,,,,,,,,
