cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.18314775 0.25477813 0.56855576 0.32158883 0.6458368  0.4528835
 0.13844108 0.13445238 0.14043543 0.10570052 0.10387236 0.13827489
 0.10287519 0.10968921 0.12763836 0.19993352 0.13744391 0.38341366
 0.53997008 0.41050357 0.56523184 0.56091075 0.36712647 0.17084926]","[0.0116337  0.01146751 0.05019113 0.0432109  0.05384743 0.02393219
 0.01445903 0.00947316 0.01080273 0.00830979 0.00914077 0.00980555
 0.00897457 0.01013794 0.01396045 0.00648164 0.04603623 0.04154894
 0.0864218  0.08176832 0.02193784 0.06481635 0.04936015 0.01745056]","[0.09739073 0.13312282 0.30937344 0.18239987 0.34984211 0.23840784
 0.07645006 0.07196277 0.07561908 0.05700515 0.05650656 0.07404022
 0.05592488 0.05991358 0.0707994  0.10320758 0.09174007 0.2124813
 0.31319594 0.24613595 0.29358484 0.31286355 0.20824331 0.09414991]",54,,"[0.37427289 0.32989862 0.50689712 0.1261426  0.21788267 0.46202426
 0.13910587 0.11916237 0.05285026 0.04454047 0.04420808 0.04420808
 0.03423633 0.09722453 0.05966428 0.09473159 0.1651986  0.2281868
 0.17068306 0.16951969 0.20940668 0.26441748 0.30064816 0.38441084]","[0.03573209 0.02609274 0.02393219 0.02260263 0.07129799 0.07827821
 0.03340535 0.01911251 0.01878012 0.02276882 0.01861393 0.02143926
 0.02010969 0.01994349 0.02160545 0.02160545 0.02393219 0.02559415
 0.023766   0.0235998  0.02110686 0.01728436 0.04886156 0.03091241]","[0.20500249 0.17799568 0.26541466 0.07437261 0.14459033 0.27015124
 0.08625561 0.06913744 0.03581519 0.03365465 0.031411   0.03282367
 0.02717301 0.05858401 0.04063487 0.05816852 0.0945654  0.12689048
 0.09722453 0.09655975 0.11525677 0.14085092 0.17475486 0.20766163]",,1.0,False,True,[],[]
"[0.49958451 0.16370284 0.21738408 0.67641682 0.28685391 0.41283031
 0.36662789 0.49742397 0.16436763 0.1339538  0.13877348 0.2205418
 0.20907429 0.20192787 0.32524514 0.23682898 0.20392222 0.23018115
 0.32009307 0.41050357 0.56523184 0.12398205 0.17566894 0.11317933]","[0.00681403 0.01080273 0.01878012 0.02559415 0.03423633 0.0864218
 0.055177   0.0117999  0.01113512 0.01645338 0.0117999  0.02027588
 0.0196111  0.08442746 0.0746219  0.03058002 0.01745056 0.00980555
 0.01229849 0.00764501 0.00448729 0.00581685 0.00764501 0.00914077]","[0.25319927 0.08725278 0.1180821  0.35100548 0.16054512 0.24962606
 0.21090244 0.25461193 0.08775137 0.07520359 0.07528669 0.12040884
 0.1143427  0.14317766 0.19993352 0.1337045  0.11068639 0.11999335
 0.16619578 0.20907429 0.28485956 0.06489945 0.09165697 0.06116005]",34,,,,,,,,,,
"[0.22236995 0.16004653 0.72810371 0.29782284 0.6458368  0.81402692
 0.2163869  0.12531162 0.13328901 0.11700183 0.1537311  0.12531162
 0.09406681 0.17500415 0.16436763 0.20741233 0.09489779 0.13893967
 0.09090909 0.11716802 0.02193784 0.56091075 0.14542131 0.17251122]","[0.15539305 0.14309457 0.5276716  0.18829982 0.30164534 0.14126641
 0.03855742 0.03008144 0.03423633 0.02293502 0.0235998  0.01678577
 0.01861393 0.06747549 0.0985541  0.07046701 0.06199103 0.07910919
 0.00930696 0.07944158 0.01047033 0.0079774  0.04936015 0.06564733]","[0.1888815  0.15157055 0.62788765 0.24306133 0.47374107 0.47764667
 0.12747216 0.07769653 0.08376267 0.06996842 0.08866545 0.0710487
 0.05634037 0.12123982 0.13146086 0.13893967 0.07844441 0.10902443
 0.05010803 0.0983048  0.01620409 0.28444408 0.09739073 0.11907928]",0,,,,,,,,,,
"[0.51337876 0.51487452 0.5276716  0.377763   0.54911085 0.81402692
 0.28153565 0.49742397 0.15206914 0.18763503 0.18796743 0.14824663
 0.19926874 0.26225694 0.32524514 0.17999003 0.15705501 0.23018115
 0.19411667 0.33156058 0.1495762  0.19710819 0.27023434 0.23400366]","[0.12331727 0.04221373 0.0433771  0.02559415 0.03423633 0.02974904
 0.01146751 0.00914077 0.00648164 0.00481968 0.00498587 0.00448729
 0.00631544 0.00930696 0.02243643 0.01279707 0.02875187 0.00897457
 0.00531826 0.00681403 0.01047033 0.0079774  0.01096892 0.01130131]","[0.31834801 0.27854412 0.28552435 0.20167858 0.29167359 0.42188798
 0.14650158 0.25328237 0.07927539 0.09622736 0.09647665 0.07636696
 0.10279209 0.13578195 0.17384078 0.09639355 0.09290344 0.11957786
 0.09971747 0.1691873  0.08002327 0.1025428  0.14060163 0.12265248]",25,,,,,,,,,,
"[0.18314775 0.18348014 0.11583846 0.14309457 0.12813695 0.19760678
 0.11517367 0.13445238 0.14043543 0.10570052 0.10387236 0.13827489
 0.10287519 0.10968921 0.10121323 0.19993352 0.10154562 0.19444906
 0.53997008 0.41050357 0.56523184 0.17267741 0.10919063 0.07977397]","[0.0116337  0.01146751 0.05019113 0.0432109  0.05384743 0.02393219
 0.01445903 0.00947316 0.01080273 0.00830979 0.00914077 0.00980555
 0.00897457 0.01013794 0.01396045 0.00648164 0.05600798 0.04154894
 0.32009307 0.21705169 0.07196277 0.06714309 0.08343028 0.01745056]","[0.09739073 0.09747382 0.08301479 0.09315273 0.09099219 0.11076949
 0.06481635 0.07196277 0.07561908 0.05700515 0.05650656 0.07404022
 0.05592488 0.05991358 0.05758684 0.10320758 0.0787768  0.117999
 0.43003158 0.31377763 0.31859731 0.11991025 0.09631045 0.04861227]",36,,,,,,,,,,
"[0.4095064  0.22153897 0.26275553 0.67641682 0.4370949  0.4528835
 0.3308958  0.26425129 0.16436763 0.14276217 0.12930032 0.2205418
 0.18215057 0.20192787 0.34601961 0.3069636  0.31161708 0.2993186
 0.53997008 0.41050357 0.56523184 0.30613262 0.36712647 0.37610105]","[0.00681403 0.01080273 0.01878012 0.02559415 0.03423633 0.02393219
 0.01113512 0.00481968 0.00648164 0.00315772 0.00498587 0.00598305
 0.00515207 0.00930696 0.01146751 0.00648164 0.0119661  0.00598305
 0.01229849 0.0079774  0.00448729 0.00581685 0.00764501 0.01130131]","[0.20816021 0.11617085 0.14076782 0.35100548 0.23566561 0.23840784
 0.17101546 0.13453548 0.08542463 0.07295995 0.06714309 0.11326242
 0.09365132 0.10561742 0.17874356 0.15672262 0.16179159 0.15265082
 0.27613429 0.20924049 0.28485956 0.15597474 0.18738574 0.19370118]",47,,,,,,,,,,
"[0.15539305 0.16004653 0.56855576 0.18829982 0.6458368  0.18048862
 0.49326907 0.03124481 0.03423633 0.10304138 0.15988034 0.11866379
 0.0433771  0.20408842 0.13411999 0.1495762  0.08126974 0.09489779
 0.09090909 0.16071132 0.47415656 0.56091075 0.12863553 0.31610437]","[0.04553764 0.07362473 0.12497923 0.05766994 0.09822171 0.13328901
 0.01728436 0.00963936 0.0119661  0.00847598 0.00714642 0.01678577
 0.00631544 0.06747549 0.00930696 0.01678577 0.01994349 0.01778295
 0.01229849 0.02642513 0.01678577 0.50955626 0.04936015 0.02891807]","[0.10046535 0.11683563 0.34676749 0.12298488 0.37202925 0.15688882
 0.25527672 0.02044208 0.02310121 0.05575868 0.08351338 0.06772478
 0.02484627 0.13578195 0.07171348 0.08318099 0.05060661 0.05634037
 0.05160379 0.09356822 0.24547117 0.53523351 0.08899784 0.17251122]",11,,,,,,,,,,
"[0.04304471 0.14824663 0.117999   0.67641682 0.28685391 0.41283031
 0.36662789 0.15456207 0.16436763 0.13112847 0.1379425  0.2205418
 0.20907429 0.17267741 0.20043211 0.22984876 0.20392222 0.13079608
 0.10420475 0.09872029 0.10869204 0.0983879  0.07512049 0.04537145]","[0.02276882 0.01761675 0.03008144 0.14193119 0.13977065 0.22120658
 0.14724946 0.10353997 0.05650656 0.11351172 0.10669769 0.14342696
 0.10021605 0.10403856 0.13677913 0.11766661 0.01745056 0.00980555
 0.01545621 0.01229849 0.00448729 0.00581685 0.00764501 0.00914077]","[0.03290676 0.08293169 0.07404022 0.40917401 0.21331228 0.31701845
 0.25693867 0.12905102 0.11043709 0.12232009 0.12232009 0.18198438
 0.15464517 0.13835799 0.16860562 0.17375769 0.11068639 0.07030081
 0.05983048 0.05550939 0.05658966 0.05210238 0.04138275 0.02725611]",5,,,,,,,,,,
"[0.34768157 0.25477813 0.41233173 0.41582184 0.37211235 0.29898621
 0.17649992 0.12797075 0.14043543 0.10570052 0.13877348 0.13827489
 0.12132292 0.14060163 0.34601961 0.23682898 0.31161708 0.38341366
 0.53997008 0.41050357 0.56523184 0.18663786 0.20724614 0.40352335]","[0.04636862 0.01146751 0.05019113 0.0432109  0.05999668 0.02393219
 0.01445903 0.00947316 0.00963936 0.00830979 0.00914077 0.00598305
 0.00897457 0.01013794 0.01745056 0.02492937 0.0119661  0.03456872
 0.01479142 0.01362805 0.00930696 0.0197773  0.01146751 0.01745056]","[0.1970251  0.13312282 0.23126143 0.22951637 0.21605451 0.1614592
 0.09547947 0.06872195 0.07503739 0.05700515 0.07395712 0.07212897
 0.06514875 0.07536979 0.18173508 0.13087918 0.16179159 0.20899119
 0.27738075 0.21206581 0.2872694  0.10320758 0.10935682 0.21048695]",48,,,,,,,,,,
"[0.10802726 0.16087751 0.32042546 0.32158883 0.4370949  0.4528835
 0.49326907 0.05866711 0.03124481 0.10304138 0.15988034 0.11866379
 0.0433771  0.20408842 0.13411999 0.1495762  0.13744391 0.07960778
 0.0864218  0.16071132 0.47415656 0.54678411 0.36712647 0.31610437]","[0.04553764 0.05334884 0.03024763 0.05766994 0.09273724 0.13328901
 0.01728436 0.00963936 0.0119661  0.00847598 0.00714642 0.01529001
 0.00631544 0.02143926 0.00930696 0.01063653 0.01994349 0.01778295
 0.01229849 0.00914077 0.01678577 0.06614592 0.07113179 0.02825328]","[0.07678245 0.10711318 0.17533655 0.18962938 0.26491607 0.29308626
 0.25527672 0.03415323 0.02160545 0.05575868 0.08351338 0.0669769
 0.02484627 0.11276384 0.07171348 0.08010637 0.0786937  0.04869536
 0.04936015 0.08492604 0.24547117 0.30646502 0.21912913 0.17217883]",43,,,,,,,,,,
