cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.56451613 0.0483871  0.1344086  0.21505376],[0.30107527 0.         0.02688172 0.01075269],[0.4327957  0.02419355 0.08064516 0.11290323],3,,[0.39247312 0.10215054 0.23655914 0.21505376],[0.16129032 0.         0.04301075 0.02150538],[0.27688172 0.05107527 0.13978495 0.11827957],,0.0,False,True,[],[]
[0.30645161 0.15591398 0.24731183 0.17204301],[0.05913978 0.         0.01075269 0.        ],[0.1827957  0.07795699 0.12903226 0.08602151],14,,,,,,,,,,
[0.56451613 0.00537634 0.1344086  0.12365591],[0.32258065 0.         0.02688172 0.01075269],[0.44354839 0.00268817 0.08064516 0.0672043 ],12,,,,,,,,,,
[0.39247312 0.07526882 0.1344086  0.21505376],[0.23655914 0.         0.03225806 0.05376344],[0.31451613 0.03763441 0.08333333 0.1344086 ],47,,,,,,,,,,
[0.32258065 0.15591398 0.23655914 0.12365591],[0.16129032 0.         0.02150538 0.        ],[0.24193548 0.07795699 0.12903226 0.06182796],42,,,,,,,,,,
[0.10752688 0.         0.24731183 0.10215054],[0.05913978 0.         0.01075269 0.        ],[0.08333333 0.         0.12903226 0.05107527],35,,,,,,,,,,
[0.41397849 0.05376344 0.1344086  0.21505376],[0.26344086 0.         0.03225806 0.06451613],[0.33870968 0.02688172 0.08333333 0.13978495],4,,,,,,,,,,
[0.17204301 0.01612903 0.24731183 0.12365591],[0.09139785 0.         0.17741935 0.05913978],[0.13172043 0.00806452 0.21236559 0.09139785],13,,,,,,,,,,
[0.26344086 0.15591398 0.0483871  0.07526882],[0.17741935 0.05376344 0.02150538 0.02150538],[0.22043011 0.10483871 0.03494624 0.0483871 ],17,,,,,,,,,,
[0.41397849 0.01075269 0.23655914 0.12365591],[0.16129032 0.         0.10215054 0.04301075],[0.28763441 0.00537634 0.16935484 0.08333333],52,,,,,,,,,,
[0.56451613 0.         0.03225806 0.01075269],[0.56451613 0.         0.03225806 0.01075269],[0.56451613 0.         0.03225806 0.01075269],29,,,,,,,,,,
[0.33870968 0.01612903 0.24731183 0.12365591],[0.09139785 0.         0.10215054 0.04301075],[0.21505376 0.00806452 0.17473118 0.08333333],48,,,,,,,,,,
[0.48387097 0.00537634 0.1344086  0.21505376],[0.35483871 0.         0.0483871  0.11827957],[0.41935484 0.00268817 0.09139785 0.16666667],16,,,,,,,,,,
[0.35483871 0.05376344 0.07526882 0.21505376],[0.23655914 0.         0.03225806 0.11827957],[0.29569892 0.02688172 0.05376344 0.16666667],46,,,,,,,,,,
[0.29569892 0.00537634 0.08602151 0.02150538],[0.25806452 0.         0.03225806 0.        ],[0.27688172 0.00268817 0.05913978 0.01075269],41,,,,,,,,,,
[0.29569892 0.05376344 0.05913978 0.05376344],[0.25268817 0.         0.03225806 0.02688172],[0.27419355 0.02688172 0.04569892 0.04032258],18,,,,,,,,,,
[0.40322581 0.00537634 0.10752688 0.05913978],[0.34946237 0.         0.04301075 0.02150538],[0.37634409 0.00268817 0.07526882 0.04032258],11,,,,,,,,,,
[0.39247312 0.0483871  0.08064516 0.17741935],[0.30107527 0.         0.03225806 0.09677419],[0.34677419 0.02419355 0.05645161 0.13709677],20,,,,,,,,,,
[0.30645161 0.07526882 0.0483871  0.06451613],[0.26344086 0.05376344 0.03225806 0.03763441],[0.28494624 0.06451613 0.04032258 0.05107527],2,,,,,,,,,,
[0.56451613 0.00537634 0.08064516 0.12365591],[0.39784946 0.         0.02688172 0.01075269],[0.4811828  0.00268817 0.05376344 0.0672043 ],45,,,,,,,,,,
[0.41397849 0.01075269 0.1344086  0.11827957],[0.26344086 0.         0.06989247 0.04301075],[0.33870968 0.00537634 0.10215054 0.08064516],51,,,,,,,,,,
