cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.63061412 0.59486709 0.66819432 0.71585701 0.77451879 0.82768103
 0.81301558 0.66269478]","[0.4812099  0.44912924 0.50229148 0.54353804 0.58661778 0.57103575
 0.55362053 0.51604033]","[0.55591201 0.52199817 0.5852429  0.62969753 0.68056829 0.69935839
 0.68331806 0.58936755]",44,,"[0.736022   0.72502291 0.76351971 0.84601283 0.87901008 0.91109074
 0.90742438 0.79101742]","[0.65444546 0.6324473  0.66727773 0.68102658 0.68560953 0.71219065
 0.71310724 0.67736022]","[0.69523373 0.67873511 0.71539872 0.76351971 0.78230981 0.8116407
 0.81026581 0.73418882]",,1.0,False,False,[],[56]
"[0.50595784 0.4995417  0.47754354 0.55545371 0.58753437 0.56461962
 0.53345555 0.47754354]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.42208983 0.4807516  0.50687443 0.51237397
 0.47800183 0.41338222]",15,,,,,,,,,,
"[0.63061412 0.59486709 0.66819432 0.71585701 0.77451879 0.82768103
 0.81301558 0.66269478]","[0.4812099  0.44912924 0.5563703  0.60036664 0.61686526 0.65536205
 0.604033   0.56920257]","[0.55591201 0.52199817 0.61228231 0.65811182 0.69569203 0.74152154
 0.70852429 0.61594867]",55,,,,,,,,,,
"[0.50595784 0.4995417  0.47571036 0.49312557 0.52887259 0.53620532
 0.49770852 0.44546288]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.42117324 0.44958753 0.47754354 0.49816682
 0.46012832 0.39734189]",3,,,,,,,,,,
"[0.53528873 0.527956   0.52612282 0.54353804 0.56003666 0.56461962
 0.53345555 0.48395967]","[0.38955087 0.37488543 0.42346471 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.4624198  0.45142071 0.47479377 0.47479377 0.49312557 0.51512374
 0.47800183 0.41659028]",31,,,,,,,,,,
"[0.50595784 0.4995417  0.49862511 0.56461962 0.60586618 0.63519707
 0.5847846  0.5380385 ]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.43263061 0.48533456 0.51604033 0.54766269
 0.50366636 0.4436297 ]",30,,,,,,,,,,
"[0.54812099 0.527956   0.52703941 0.59303391 0.61228231 0.6223648
 0.58386801 0.54170486]","[0.45096242 0.44821265 0.46837764 0.5004583  0.50870761 0.50229148
 0.50595784 0.46287809]","[0.4995417  0.48808433 0.49770852 0.5467461  0.56049496 0.56232814
 0.54491292 0.50229148]",32,,,,,,,,,,
"[0.55453712 0.56186984 0.5756187  0.62511457 0.69660862 0.73235564
 0.67644363 0.63886343]","[0.4812099  0.44912924 0.53987168 0.60128323 0.64252979 0.67369386
 0.62878093 0.61044913]","[0.51787351 0.50549954 0.55774519 0.6131989  0.6695692  0.70302475
 0.65261228 0.62465628]",35,,,,,,,,,,
"[0.46379468 0.45096242 0.49862511 0.55087076 0.59211732 0.63519707
 0.5847846  0.5380385 ]","[0.40971586 0.39046746 0.45004583 0.48029331 0.4903758  0.52612282
 0.51054079 0.47754354]","[0.43675527 0.42071494 0.47433547 0.51558203 0.54124656 0.58065995
 0.54766269 0.50779102]",11,,,,,,,,,,
"[0.45646196 0.46287809 0.49404216 0.56461962 0.60586618 0.58111824
 0.54262145 0.51054079]","[0.37396884 0.41888176 0.47754354 0.55545371 0.58753437 0.54170486
 0.46929423 0.4527956 ]","[0.4152154  0.44087993 0.48579285 0.56003666 0.59670027 0.56141155
 0.50595784 0.48166819]",10,,,,,,,,,,
"[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]",1,,,,,,,,,,
"[0.49312557 0.46287809 0.4995417  0.55545371 0.61228231 0.63519707
 0.5847846  0.52337305]","[0.42896425 0.39963336 0.472044   0.53437214 0.59211732 0.58111824
 0.54262145 0.47021082]","[0.46104491 0.43125573 0.48579285 0.54491292 0.60219982 0.60815765
 0.56370302 0.49679193]",18,,,,,,,,,,
"[0.56920257 0.54445463 0.59486709 0.62786434 0.6324473  0.63153071
 0.6131989  0.58295142]","[0.49495875 0.49770852 0.50504125 0.51695692 0.57195234 0.55453712
 0.527956   0.50779102]","[0.53208066 0.52108158 0.54995417 0.57241063 0.60219982 0.59303391
 0.57057745 0.54537122]",27,,,,,,,,,,
"[0.42529789 0.42346471 0.47754354 0.55545371 0.58753437 0.56553621
 0.55087076 0.5380385 ]","[0.37396884 0.37488543 0.42346471 0.49587534 0.54353804 0.54170486
 0.46929423 0.42988084]","[0.39963336 0.39917507 0.45050412 0.52566453 0.56553621 0.55362053
 0.51008249 0.48395967]",6,,,,,,,,,,
"[0.48029331 0.46654445 0.49862511 0.58570119 0.61686526 0.64802933
 0.5847846  0.55270394]","[0.42896425 0.39963336 0.47754354 0.54995417 0.59211732 0.6223648
 0.55728689 0.52337305]","[0.45462878 0.43308891 0.48808433 0.56782768 0.60449129 0.63519707
 0.57103575 0.5380385 ]",13,,,,,,,,,,
"[0.60769936 0.57653529 0.61778185 0.67094409 0.6324473  0.63153071
 0.57836847 0.58570119]","[0.54812099 0.52062328 0.52703941 0.59303391 0.57836847 0.55453712
 0.527956   0.51604033]","[0.57791017 0.54857929 0.57241063 0.631989   0.60540788 0.59303391
 0.55316224 0.55087076]",21,,,,,,,,,,
"[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]","[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]","[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]",34,,,,,,,,,,
"[0.736022   0.72502291 0.76351971 0.84601283 0.87901008 0.91109074
 0.90742438 0.79101742]","[0.65444546 0.6324473  0.66727773 0.68102658 0.68560953 0.71219065
 0.71310724 0.67736022]","[0.69523373 0.67873511 0.71539872 0.76351971 0.78230981 0.8116407
 0.81026581 0.73418882]",56,,,,,,,,,,
