cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.51347361 0.51162791 0.49575489],[0.32410484 0.43115541 0.40531561],[0.41878922 0.47139166 0.45053525],3,,[0.65042451 0.66112957 0.65005537],[0.46474714 0.49833887 0.41749723],[0.55758583 0.57973422 0.5337763 ],,3.0,False,True,[],[]
[0.54374308 0.59579181 0.57327427],[0.46327058 0.535622   0.50756737],[0.50350683 0.5657069  0.54042082],32,,,,,,,,,,
[0.54374308 0.59579181 0.59394611],[0.46327058 0.535622   0.50756737],[0.50350683 0.5657069  0.55075674],28,,,,,,,,,,
[0.50018457 0.63565891 0.62052418],[0.43152455 0.58656331 0.59210041],[0.46585456 0.61111111 0.60631229],7,,,,,,,,,,
[0.54374308 0.59579181 0.57327427],[0.48209671 0.535622   0.50756737],[0.5129199  0.5657069  0.54042082],37,,,,,,,,,,
[0.42820229 0.57881137 0.56367663],[0.38833518 0.52565522 0.48652639],[0.40826873 0.5522333  0.52510151],6,,,,,,,,,,
[0.64857881 0.77260982 0.72351421],[0.53229974 0.67737172 0.60538944],[0.59043928 0.72499077 0.66445183],20,,,,,,,,,,
[0.51384275 0.59579181 0.59394611],[0.38833518 0.53820598 0.48652639],[0.45108896 0.56699889 0.54023625],33,,,,,,,,,,
[0.54152824 0.535622   0.51495017],[0.42820229 0.43115541 0.40531561],[0.48486526 0.4833887  0.46013289],31,,,,,,,,,,
[0.38242894 0.51162791 0.49575489],[0.32410484 0.45478036 0.42672573],[0.35326689 0.48320413 0.46124031],4,,,,,,,,,,
[0.55112588 0.61720192 0.61830934],[0.46696198 0.56367663 0.55297158],[0.50904393 0.59043928 0.58564046],26,,,,,,,,,,
[0.5208564  0.64230343 0.64082687],[0.43152455 0.60465116 0.59542267],[0.47619048 0.6234773  0.61812477],52,,,,,,,,,,
[0.61461794 0.67737172 0.60538944],[0.5393134  0.63159838 0.57401255],[0.57696567 0.65448505 0.589701  ],21,,,,,,,,,,
