cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.18029458 0.0782858  0.21825133],[0.02846757 0.00474459 0.01186149],[0.10438107 0.0415152  0.11505641],24,,[0.20401755 0.03083986 0.08777499],[0.10438107 0.00474459 0.01423378],[0.15419931 0.01779223 0.05100439],,0.0,False,True,[],[]
[0.31551551 0.05456283 0.12810467],[0.17317769 0.01186149 0.01660608],[0.2443466  0.03321216 0.07235537],27,,,,,,,,,,
[0.23011282 0.0782858  0.13522093],[0.0854027  0.00474459 0.01423378],[0.15775776 0.0415152  0.07472736],4,,,,,,,,,,
[0.31551551 0.0782858  0.21825133],[0.04981824 0.00711689 0.01660608],[0.18266688 0.04270135 0.11742871],50,,,,,,,,,,
[0.05219054 0.01660608 0.03083986],[0.02846757 0.00711689 0.01186149],[0.04032905 0.01186149 0.02135067],33,,,,,,,,,,
[0.13759323 0.02846757 0.09726418],[0.02846757 0.00474459 0.01186149],[0.0830304  0.01660608 0.05456283],6,,,,,,,,,,
[0.2467189  0.05693513 0.21825133],[0.04981824 0.00711689 0.09726418],[0.14826857 0.03202601 0.15775776],60,,,,,,,,,,
[0.18741147 0.0782858  0.21825133],[0.04981824 0.00711689 0.06642432],[0.11861485 0.04270135 0.14233783],26,,,,,,,,,,
[0.17792228 0.04270135 0.09726418],[0.0854027  0.00474459 0.01423378],[0.13166249 0.02372297 0.05574898],25,,,,,,,,,,
[0.31551551 0.05456283 0.12810467],[0.2467189  0.02135067 0.01660608],[0.2811172  0.03795675 0.07235537],49,,,,,,,,,,
[0.31551551 0.0782858  0.09726418],[0.13522093 0.01186149 0.01660608],[0.22536822 0.04507364 0.05693513],12,,,,,,,,,,
[0.13759323 0.02846757 0.09726418],[0.0854027  0.00474459 0.01423378],[0.11149796 0.01660608 0.05574898],14,,,,,,,,,,
[0.12810404 0.05693513 0.21825133],[0.04981824 0.00711689 0.13522093],[0.08896114 0.03202601 0.17673613],13,,,,,,,,,,
[0.04507364 0.01660608 0.01897838],[0.02846757 0.00711689 0.01186149],[0.0367706  0.01186149 0.01541993],34,,,,,,,,,,
[0.05219054 0.01423378 0.03083986],[0.03795675 0.00711689 0.02135067],[0.04507364 0.01067534 0.02609527],35,,,,,,,,,,
[0.18503917 0.07591351 0.11149796],[0.13522093 0.01186149 0.0806581 ],[0.16013005 0.0438875  0.09607803],0,,,,,,,,,,
[0.23011282 0.04032905 0.06167972],[0.16843309 0.01423378 0.02372297],[0.19927296 0.02728142 0.04270135],10,,,,,,,,,,
[0.18741147 0.0782858  0.13522093],[0.09251959 0.03083986 0.0782858 ],[0.13996553 0.05456283 0.10675337],47,,,,,,,,,,
[0.17317769 0.03083986 0.09726418],[0.0854027  0.01186149 0.06405202],[0.12929019 0.02135067 0.0806581 ],11,,,,,,,,,,
[0.18741147 0.03083986 0.1636885 ],[0.12810404 0.00948919 0.09726418],[0.15775776 0.02016453 0.13047634],44,,,,,,,,,,
[0.12810404 0.02372297 0.09726418],[0.0854027  0.00474459 0.03558446],[0.10675337 0.01423378 0.06642432],37,,,,,,,,,,
[0.18741147 0.04032905 0.04507364],[0.16843309 0.01423378 0.02372297],[0.17792228 0.02728142 0.03439831],23,,,,,,,,,,
[0.18029458 0.04270135 0.05456283],[0.13047634 0.01660608 0.02372297],[0.15538546 0.02965371 0.0391429 ],15,,,,,,,,,,
[0.13759323 0.02846757 0.03795675],[0.12573175 0.02372297 0.01423378],[0.13166249 0.02609527 0.02609527],58,,,,,,,,,,
[0.02846757 0.01660608 0.01423378],[0.02846757 0.01660608 0.01423378],[0.02846757 0.01660608 0.01423378],30,,,,,,,,,,
