cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.84908798 0.410383   0.3559736  0.31551551 0.07591351 0.09963648
 0.51980198 0.0990099  0.21782178 0.62273902 0.68475452 0.68032484]","[0.171387   0.05342202 0.0498363  0.02846757 0.00474459 0.01186149
 0.05445545 0.         0.0049505  0.32410484 0.45478036 0.42672573]","[0.51023749 0.23190251 0.20290495 0.17199154 0.04032905 0.05574898
 0.28712871 0.04950495 0.11138614 0.47342193 0.56976744 0.55352529]",25,,"[0.53037468 0.30473419 0.46458452 0.23011282 0.03083986 0.21825133
 0.44059406 0.03465347 0.31188119 0.57696567 0.71280915 0.6854928 ]","[0.08351089 0.05342202 0.06672556 0.02846757 0.00474459 0.01186149
 0.05445545 0.         0.0049505  0.43152455 0.49427833 0.51495017]","[0.30694278 0.17907811 0.26565504 0.12929019 0.01779223 0.11505641
 0.24752475 0.01732673 0.15841584 0.50424511 0.60354374 0.60022148]",,0.0,False,True,[],[]
"[0.59647664 0.32094788 0.55568259 0.25383579 0.0782858  0.21825133
 0.44554455 0.08415842 0.31188119 0.62310816 0.77667036 0.78774456]","[0.08351089 0.02801019 0.08548563 0.04507364 0.00711689 0.01897838
 0.07920792 0.00990099 0.01980198 0.40900701 0.43115541 0.40531561]","[0.33999376 0.17447903 0.32058411 0.14945472 0.04270135 0.11861485
 0.26237624 0.0470297  0.16584158 0.51605759 0.60391288 0.59653008]",8,,,,,,,,,,
"[0.84908798 0.410383   0.42841553 0.31551551 0.05456283 0.12810467
 0.51980198 0.07920792 0.21782178 0.58471761 0.72203765 0.73348099]","[0.42062049 0.09021462 0.10357013 0.14945472 0.01423378 0.01660608
 0.31188119 0.00990099 0.01485149 0.32410484 0.43115541 0.40531561]","[0.63485423 0.25029881 0.26599283 0.23248511 0.03439831 0.07235537
 0.41584158 0.04455446 0.11633663 0.45441122 0.57659653 0.5693983 ]",0,,,,,,,,,,
"[0.46489633 0.27277452 0.55568259 0.20876214 0.0782858  0.21825133
 0.40594059 0.08415842 0.31188119 0.62310816 0.77667036 0.78774456]","[0.08351089 0.02801019 0.08325105 0.04507364 0.00474459 0.02609527
 0.07920792 0.         0.01980198 0.40900701 0.535622   0.50756737]","[0.27420361 0.15039235 0.31946682 0.12691789 0.0415152  0.1221733
 0.24257426 0.04207921 0.16584158 0.51605759 0.65614618 0.64765596]",48,,,,,,,,,,
"[0.46489633 0.30473419 0.55568259 0.18029458 0.0782858  0.21825133
 0.35643564 0.08415842 0.31188119 0.57918051 0.71280915 0.6854928 ]","[0.08351089 0.02801019 0.14259731 0.02846757 0.00711689 0.01423378
 0.05445545 0.         0.0049505  0.40900701 0.43115541 0.40531561]","[0.27420361 0.16637219 0.34913995 0.10438107 0.04270135 0.11624256
 0.20544554 0.04207921 0.15841584 0.49409376 0.57198228 0.54540421]",28,,,,,,,,,,
"[0.59647664 0.22039183 0.37925479 0.25383579 0.07591351 0.13522093
 0.44554455 0.0990099  0.2029703  0.62310816 0.77667036 0.78774456]","[0.1779868  0.03970275 0.08325105 0.09251959 0.00474459 0.02372297
 0.15841584 0.         0.01980198 0.46696198 0.535622   0.50756737]","[0.38723172 0.13004729 0.23125292 0.17317769 0.04032905 0.07947195
 0.3019802  0.04950495 0.11138614 0.54503507 0.65614618 0.64765596]",47,,,,,,,,,,
"[0.18032531 0.25837967 0.55568259 0.07116891 0.03558446 0.21825133
 0.14851485 0.07920792 0.31188119 0.57696567 0.71280915 0.64784053]","[0.12742296 0.07691108 0.46458452 0.04981824 0.00711689 0.18503917
 0.08415842 0.00990099 0.26237624 0.47655962 0.58656331 0.59394611]","[0.15387414 0.16764538 0.51013356 0.06049358 0.02135067 0.20164525
 0.11633663 0.04455446 0.28712871 0.52676264 0.64968623 0.62089332]",13,,,,,,,,,,
"[0.84908798 0.410383   0.3559736  0.31551551 0.03083986 0.09963648
 0.51980198 0.03465347 0.21782178 0.50166113 0.59579181 0.59210041]","[0.40175648 0.22595229 0.06672556 0.12573175 0.01423378 0.01423378
 0.24752475 0.00990099 0.0049505  0.32410484 0.45478036 0.42672573]","[0.62542223 0.31816765 0.21134958 0.22062363 0.02253682 0.05693513
 0.38366337 0.02227723 0.11138614 0.41288298 0.52528608 0.50941307]",17,,,,,,,,,,
"[0.43860105 0.34194252 0.42841553 0.20401755 0.0782858  0.13284864
 0.40594059 0.0990099  0.22277228 0.55112588 0.64230343 0.62938354]","[0.20495765 0.152523   0.0498363  0.10438107 0.00711689 0.02846757
 0.21782178 0.         0.02475248 0.38242894 0.43115541 0.40531561]","[0.32177935 0.24723276 0.23912592 0.15419931 0.04270135 0.0806581
 0.31188119 0.04950495 0.12376238 0.46677741 0.53672942 0.51734958]",11,,,,,,,,,,
"[0.25931508 0.34194252 0.2633685  0.10912567 0.01897838 0.06167972
 0.24257426 0.02475248 0.0990099  0.51421189 0.66814323 0.6854928 ]","[0.08351089 0.18401497 0.0498363  0.02846757 0.00474459 0.01186149
 0.05445545 0.         0.0049505  0.38833518 0.49427833 0.50830565]","[0.17141298 0.26297875 0.1566024  0.06879662 0.01186149 0.0367706
 0.14851485 0.01237624 0.0519802  0.45127353 0.58121078 0.59689922]",33,,,,,,,,,,
