cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.50595784 0.4995417  0.47571036 0.49312557 0.52887259 0.53620532
 0.49770852 0.44546288]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.42117324 0.44958753 0.47754354 0.49816682
 0.46012832 0.39734189]",3,,"[0.33638863 0.3583868  0.31530706 0.3299725  0.37855179 0.35747021
 0.31805683 0.28780935]","[0.14298808 0.13657195 0.10907424 0.17415215 0.23831347 0.24656279
 0.2172319  0.16223648]","[0.23968836 0.24747938 0.21219065 0.25206233 0.30843263 0.3020165
 0.26764436 0.22502291]",,4.0,False,False,[],[36]
"[0.53528873 0.527956   0.52612282 0.54353804 0.56003666 0.56461962
 0.53345555 0.48670944]","[0.38955087 0.37488543 0.42346471 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.4624198  0.45142071 0.47479377 0.47479377 0.49312557 0.51512374
 0.47800183 0.41796517]",31,,,,,,,,,,
"[0.54812099 0.527956   0.52703941 0.59303391 0.61228231 0.6223648
 0.58386801 0.54170486]","[0.45096242 0.44821265 0.46837764 0.5004583  0.50870761 0.50229148
 0.50595784 0.46287809]","[0.4995417  0.48808433 0.49770852 0.5467461  0.56049496 0.56232814
 0.54491292 0.50229148]",32,,,,,,,,,,
"[0.46379468 0.45096242 0.49862511 0.55087076 0.59211732 0.63519707
 0.5847846  0.5380385 ]","[0.40971586 0.39046746 0.45004583 0.48029331 0.4903758  0.52612282
 0.51054079 0.47754354]","[0.43675527 0.42071494 0.47433547 0.51558203 0.54124656 0.58065995
 0.54766269 0.50779102]",11,,,,,,,,,,
"[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]",1,,,,,,,,,,
"[0.56920257 0.54445463 0.59486709 0.62786434 0.6324473  0.63153071
 0.6131989  0.58295142]","[0.49495875 0.49770852 0.50504125 0.51695692 0.57195234 0.55453712
 0.527956   0.50779102]","[0.53208066 0.52108158 0.54995417 0.57241063 0.60219982 0.59303391
 0.57057745 0.54537122]",27,,,,,,,,,,
"[0.48029331 0.46654445 0.49862511 0.58570119 0.61686526 0.64802933
 0.5847846  0.55270394]","[0.42896425 0.39963336 0.47754354 0.54995417 0.59211732 0.6223648
 0.55728689 0.52337305]","[0.45462878 0.43308891 0.48808433 0.56782768 0.60449129 0.63519707
 0.57103575 0.5380385 ]",13,,,,,,,,,,
"[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]","[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]","[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]",34,,,,,,,,,,
"[0.42529789 0.43171402 0.41429881 0.41704858 0.4060495  0.40238313
 0.38130156 0.38221815]","[0.27497709 0.26672777 0.25664528 0.26031164 0.2731439  0.31714024
 0.28139322 0.31439047]","[0.35013749 0.3492209  0.33547204 0.33868011 0.3395967  0.35976169
 0.33134739 0.34830431]",35,,,,,,,,,,
"[0.33638863 0.3583868  0.31530706 0.3299725  0.37855179 0.35747021
 0.31805683 0.28780935]","[0.14298808 0.13657195 0.10907424 0.17415215 0.23831347 0.24656279
 0.2172319  0.16223648]","[0.23968836 0.24747938 0.21219065 0.25206233 0.30843263 0.3020165
 0.26764436 0.22502291]",36,,,,,,,,,,
