cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.07470395 0.0924906  0.02845865 0.00355733 0.02845865 0.22766917
 0.12806391 0.05335996]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.0515813  0.01422932 0.00177867 0.01422932 0.11739192
 0.06403195 0.02667998]",35,,"[0.30028195 0.35338346 0.03994361 0.00657895 0.07330827 0.12640977
 0.22274436 0.2424812 ]","[0.05968045 0.05592105 0.         0.         0.01080827 0.02960526
 0.         0.        ]","[0.1799812  0.20465226 0.0199718  0.00328947 0.04205827 0.07800752
 0.11137218 0.1212406 ]",,2.0,False,True,[],[]
"[0.07470395 0.13162124 0.02845865 0.00355733 0.02845865 0.09960526
 0.05335996 0.05335996]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.07114662 0.01422932 0.00177867 0.01422932 0.05335996
 0.02667998 0.02667998]",31,,,,,,,,,,
"[0.39755639 0.30780075 0.06403195 0.01221805 0.05169173 0.14473684
 0.12359023 0.20535714]","[0.04276316 0.02134398 0.         0.         0.00355733 0.02134398
 0.         0.01422932]","[0.22015977 0.16457237 0.03201598 0.00610902 0.02762453 0.08304041
 0.06179511 0.10979323]",15,,,,,,,,,,
"[0.07470395 0.0924906  0.02845865 0.00355733 0.02845865 0.09960526
 0.05335996 0.03201598]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.0515813  0.01422932 0.00177867 0.01422932 0.05335996
 0.02667998 0.01600799]",33,,,,,,,,,,
"[0.12450658 0.1387359  0.09960526 0.         0.03201598 0.0462453
 0.06047462 0.11383459]","[0.02845865 0.06758929 0.         0.         0.         0.02134398
 0.         0.02134398]","[0.07648261 0.10316259 0.04980263 0.         0.01600799 0.03379464
 0.03023731 0.06758929]",1,,,,,,,,,,
"[0.08181861 0.16363722 0.02134398 0.00355733 0.02134398 0.09960526
 0.05335996 0.05335996]","[0.02134398 0.06758929 0.00711466 0.         0.         0.01422932
 0.         0.        ]","[0.0515813  0.11561325 0.01422932 0.00177867 0.01067199 0.05691729
 0.02667998 0.02667998]",41,,,,,,,,,,
"[0.08893327 0.18853853 0.01422932 0.01422932 0.0462453  0.08893327
 0.04980263 0.05335996]","[0.02134398 0.12450658 0.         0.         0.00711466 0.01422932
 0.00711466 0.00711466]","[0.05513863 0.15652256 0.00711466 0.00711466 0.02667998 0.0515813
 0.02845865 0.03023731]",25,,,,,,,,,,
"[0.03913064 0.07826128 0.02134398 0.         0.01422932 0.22766917
 0.12806391 0.05335996]","[0.02490132 0.04268797 0.00711466 0.         0.         0.09960526
 0.05335996 0.01067199]","[0.03201598 0.06047462 0.01422932 0.         0.00711466 0.16363722
 0.09071194 0.03201598]",13,,,,,,,,,,
"[0.12094925 0.11383459 0.06403195 0.         0.02134398 0.03201598
 0.16007989 0.05691729]","[0.11027726 0.06403195 0.01778665 0.         0.00711466 0.02134398
 0.01067199 0.02134398]","[0.11561325 0.08893327 0.0409093  0.         0.01422932 0.02667998
 0.08537594 0.03913064]",2,,,,,,,,,,
"[0.04268797 0.03557331 0.00355733 0.00355733 0.00711466 0.02134398
 0.01067199 0.01067199]","[0.02845865 0.01067199 0.00355733 0.         0.00355733 0.00711466
 0.00711466 0.00711466]","[0.03557331 0.02312265 0.00355733 0.00177867 0.005336   0.01422932
 0.00889333 0.00889333]",32,,,,,,,,,,
