cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.60992908 0.22695035 0.0141844  0.12056738 0.17730496 0.21276596],[0.24822695 0.         0.         0.         0.         0.        ],[0.42907801 0.11347518 0.0070922  0.06028369 0.08865248 0.10638298],2,,[0.4964539  0.29787234 0.0141844  0.09929078 0.24822695 0.16312057],[0.05673759 0.0212766  0.         0.0212766  0.03546099 0.0141844 ],[0.27659574 0.15957447 0.0070922  0.06028369 0.14184397 0.08865248],,0.0,False,True,[],[]
[0.29078014 0.41134752 0.0212766  0.14184397 0.34042553 0.17021277],[0. 0. 0. 0. 0. 0.],[0.14539007 0.20567376 0.0106383  0.07092199 0.17021277 0.08510638],18,,,,,,,,,,
[0.34042553 0.08510638 0.0212766  0.09219858 0.14893617 0.10638298],[0.09219858 0.         0.         0.         0.0070922  0.        ],[0.21631206 0.04255319 0.0106383  0.04609929 0.07801418 0.05319149],37,,,,,,,,,,
[0.05673759 0.15602837 0.0141844  0.09929078 0.34042553 0.12765957],[0.04964539 0.07092199 0.         0.0141844  0.24822695 0.10638298],[0.05319149 0.11347518 0.0070922  0.05673759 0.29432624 0.11702128],13,,,,,,,,,,
[0.12765957 0.08510638 0.         0.03546099 0.04255319 0.04255319],[0.        0.        0.        0.        0.0070922 0.       ],[0.06382979 0.04255319 0.         0.0177305  0.0248227  0.0212766 ],34,,,,,,,,,,
[0.60992908 0.22695035 0.0141844  0.11347518 0.14893617 0.15602837],[0.33333333 0.         0.         0.         0.         0.        ],[0.47163121 0.11347518 0.0070922  0.05673759 0.07446809 0.07801418],11,,,,,,,,,,
[0.39716312 0.24822695 0.0070922  0.14184397 0.11347518 0.13475177],[0.23404255 0.08510638 0.         0.0141844  0.         0.0070922 ],[0.31560284 0.16666667 0.0035461  0.07801418 0.05673759 0.07092199],44,,,,,,,,,,
[0.4964539  0.10638298 0.0070922  0.07801418 0.17730496 0.21276596],[0.24822695 0.         0.         0.         0.0141844  0.03546099],[0.37234043 0.05319149 0.0035461  0.03900709 0.09574468 0.12411348],27,,,,,,,,,,
[0.24113475 0.41134752 0.0141844  0.09929078 0.34042553 0.17021277],[0.02836879 0.07092199 0.         0.         0.0212766  0.0141844 ],[0.13475177 0.24113475 0.0070922  0.04964539 0.18085106 0.09219858],24,,,,,,,,,,
[0.60992908 0.02836879 0.0070922  0.11347518 0.17730496 0.13475177],[0.4964539  0.0070922  0.         0.0212766  0.12056738 0.08510638],[0.55319149 0.0177305  0.0035461  0.06737589 0.14893617 0.10992908],53,,,,,,,,,,
[0.39716312 0.07801418 0.0212766  0.09219858 0.14893617 0.21276596],[0.19858156 0.0070922  0.         0.         0.0212766  0.0070922 ],[0.29787234 0.04255319 0.0106383  0.04609929 0.08510638 0.10992908],57,,,,,,,,,,
[0.5177305  0.24822695 0.         0.14184397 0.07092199 0.13475177],[0.26241135 0.14893617 0.         0.0212766  0.0070922  0.0141844 ],[0.39007092 0.19858156 0.         0.08156028 0.03900709 0.07446809],38,,,,,,,,,,
[0.60992908 0.10638298 0.0070922  0.11347518 0.17730496 0.21276596],[0.35460993 0.         0.         0.0212766  0.0141844  0.08510638],[0.4822695  0.05319149 0.0035461  0.06737589 0.09574468 0.14893617],4,,,,,,,,,,
[0.38297872 0.19148936 0.0070922  0.12056738 0.07092199 0.10638298],[0.24822695 0.0070922  0.         0.         0.         0.0070922 ],[0.31560284 0.09929078 0.0035461  0.06028369 0.03546099 0.05673759],56,,,,,,,,,,
[0.29078014 0.29787234 0.0070922  0.14184397 0.15602837 0.17021277],[0.14893617 0.17021277 0.         0.0141844  0.0141844  0.07801418],[0.21985816 0.23404255 0.0035461  0.07801418 0.08510638 0.12411348],47,,,,,,,,,,
[0.26950355 0.24822695 0.0212766  0.09219858 0.34042553 0.10638298],[0.04964539 0.0212766  0.         0.0141844  0.0070922  0.0070922 ],[0.15957447 0.13475177 0.0106383  0.05319149 0.17375887 0.05673759],21,,,,,,,,,,
[0.5177305  0.22695035 0.         0.04964539 0.0070922  0.0141844 ],[0.46808511 0.16312057 0.         0.03546099 0.         0.0141844 ],[0.4929078  0.19503546 0.         0.04255319 0.0035461  0.0141844 ],29,,,,,,,,,,
[0.07801418 0.08510638 0.         0.03546099 0.0070922  0.0212766 ],[0.         0.06382979 0.         0.0141844  0.0070922  0.        ],[0.03900709 0.07446809 0.         0.0248227  0.0070922  0.0106383 ],35,,,,,,,,,,
