cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.17075188 0.18853853 0.09960526 0.03557331 0.08537594 0.11383459
 0.06758929 0.13162124]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.08537594 0.09960526 0.04980263 0.01778665 0.04268797 0.06047462
 0.03379464 0.06581062]",24,,"[0.18853853 0.19209586 0.03913064 0.00355733 0.03913064 0.14585056
 0.08537594 0.17075188]","[0.01422932 0.02490132 0.         0.         0.00355733 0.02134398
 0.00711466 0.00711466]","[0.10138393 0.10849859 0.01956532 0.00177867 0.02134398 0.08359727
 0.0462453  0.08893327]",,1.0,False,True,[],[]
"[0.15652256 0.20276786 0.09960526 0.03557331 0.05691729 0.11383459
 0.07114662 0.11739192]","[0.01778665 0.11739192 0.         0.         0.         0.01422932
 0.         0.00711466]","[0.08715461 0.16007989 0.04980263 0.01778665 0.02845865 0.06403195
 0.03557331 0.06225329]",3,,,,,,,,,,
"[0.07470395 0.0924906  0.02845865 0.00355733 0.02845865 0.22766917
 0.12806391 0.05335996]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.0515813  0.01422932 0.00177867 0.01422932 0.11739192
 0.06403195 0.02667998]",35,,,,,,,,,,
"[0.08181861 0.1849812  0.09960526 0.03557331 0.04268797 0.11383459
 0.06758929 0.11739192]","[0.01778665 0.12094925 0.         0.         0.         0.03557331
 0.01778665 0.09960526]","[0.04980263 0.15296523 0.04980263 0.01778665 0.02134398 0.07470395
 0.04268797 0.10849859]",47,,,,,,,,,,
"[0.33083177 0.14940789 0.06403195 0.00711466 0.03201598 0.07114662
 0.0462453  0.13162124]","[0.08893327 0.02134398 0.         0.         0.00355733 0.01422932
 0.         0.01422932]","[0.20988252 0.08537594 0.03201598 0.00355733 0.01778665 0.04268797
 0.02312265 0.07292528]",42,,,,,,,,,,
"[0.07470395 0.13162124 0.02845865 0.00355733 0.02845865 0.09960526
 0.05335996 0.05335996]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.07114662 0.01422932 0.00177867 0.01422932 0.05335996
 0.02667998 0.02667998]",31,,,,,,,,,,
"[0.25257049 0.20276786 0.02490132 0.01422932 0.08537594 0.10671992
 0.09960526 0.09960526]","[0.08181861 0.08537594 0.         0.         0.01778665 0.06758929
 0.01778665 0.01778665]","[0.16719455 0.1440719  0.01245066 0.00711466 0.0515813  0.08715461
 0.05869596 0.05869596]",51,,,,,,,,,,
"[0.33083177 0.13162124 0.06403195 0.00355733 0.02845865 0.07114662
 0.0462453  0.13162124]","[0.12094925 0.02134398 0.         0.         0.00355733 0.02134398
 0.         0.01422932]","[0.22589051 0.07648261 0.03201598 0.00177867 0.01600799 0.0462453
 0.02312265 0.07292528]",15,,,,,,,,,,
"[0.15652256 0.20276786 0.09960526 0.03557331 0.03913064 0.08893327
 0.07114662 0.11739192]","[0.02845865 0.10316259 0.         0.         0.         0.02490132
 0.01778665 0.05335996]","[0.0924906  0.15296523 0.04980263 0.01778665 0.01956532 0.05691729
 0.04446664 0.08537594]",46,,,,,,,,,,
"[0.07470395 0.0924906  0.02845865 0.00355733 0.02845865 0.09960526
 0.05335996 0.03201598]","[0.         0.01067199 0.         0.         0.         0.00711466
 0.         0.        ]","[0.03735197 0.0515813  0.01422932 0.00177867 0.01422932 0.05335996
 0.02667998 0.01600799]",33,,,,,,,,,,
