cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.50809289 0.50246305 0.48346235 0.53624208 0.51935257 0.45742435],[0.32371569 0.32371569 0.40957072 0.44405348 0.44123856 0.36312456],[0.41590429 0.41308937 0.44651654 0.49014778 0.48029557 0.41027445],3,,[0.40816327 0.41308937 0.47642505 0.54257565 0.52146376 0.52076003],[0.28782548 0.24841661 0.37649543 0.44053483 0.41660802 0.34201267],[0.34799437 0.33075299 0.42646024 0.49155524 0.46903589 0.43138635],,5.0,False,False,"[15, 22, 1, 21, 6, 10, 11, 19]",[]
[0.62843068 0.61717101 0.75299085 0.83040113 0.76425053 0.68121042],[0.47501759 0.4940183  0.60028149 0.65587614 0.65165376 0.58268825],[0.55172414 0.55559465 0.67663617 0.74313863 0.70795215 0.63194933],35,,,,,,,,,,
[0.54539057 0.52498241 0.58339198 0.61294863 0.60168895 0.54046446],[0.47783251 0.46938776 0.49683322 0.50809289 0.50950035 0.47712878],[0.51161154 0.49718508 0.5401126  0.56052076 0.55559465 0.50879662],37,,,,,,,,,,
[0.50316678 0.48064743 0.55102041 0.61717101 0.62843068 0.53976073],[0.408867   0.40253343 0.47712878 0.49683322 0.52287122 0.48064743],[0.45601689 0.44159043 0.5140746  0.55700211 0.57565095 0.51020408],12,,,,,,,,,,
[0.51653765 0.52638987 0.60309641 0.65587614 0.67417312 0.62772695],[0.41942294 0.434905   0.539057   0.58339198 0.60450387 0.53976073],[0.4679803  0.48064743 0.57107671 0.61963406 0.63933849 0.58374384],45,,,,,,,,,,
[0.56720619 0.56861365 0.62913441 0.63617171 0.6192822  0.591133  ],[0.49824068 0.50387051 0.51442646 0.57635468 0.54539057 0.52287122],[0.53272343 0.53624208 0.57178044 0.60626319 0.58233638 0.55700211],27,,,,,,,,,,
[0.40816327 0.41308937 0.47642505 0.54257565 0.52146376 0.52076003],[0.28782548 0.24841661 0.37649543 0.44053483 0.41660802 0.34201267],[0.34799437 0.33075299 0.42646024 0.49155524 0.46903589 0.43138635],5,,,,,,,,,,
[0.513019   0.49120338 0.49753695 0.52990852 0.52568614 0.4940183 ],[0.47149894 0.48486981 0.486981   0.49190711 0.47572132 0.46164673],[0.49225897 0.48803659 0.49225897 0.51090781 0.50070373 0.47783251],46,,,,,,,,,,
[0.42646024 0.42505278 0.41590429 0.40534835 0.39338494 0.3807178 ],[0.27234342 0.25404645 0.25545391 0.29275158 0.29838142 0.31175229],[0.34940183 0.33954961 0.3356791  0.34904996 0.34588318 0.34623505],47,,,,,,,,,,
[0.34201267 0.33356791 0.32441942 0.37719916 0.32441942 0.29345531],[0.13300493 0.11752287 0.15270936 0.23856439 0.23363828 0.1653765 ],[0.2375088  0.22554539 0.23856439 0.30788177 0.27902885 0.2294159 ],48,,,,,,,,,,
