cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.34951456 0.62135922 0.40776699 0.13592233 0.02912621 0.00970874
 0.09708738 0.14563107 0.21359223 0.16504854 0.15533981 0.23300971]","[0.         0.12621359 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.17475728 0.37378641 0.2038835  0.06796117 0.01456311 0.00485437
 0.04854369 0.07281553 0.10679612 0.08252427 0.0776699  0.11650485]",10,,"[0.19417476 0.44660194 0.27184466 0.00970874 0.         0.
 0.02912621 0.04854369 0.42718447 0.04854369 0.06796117 0.12621359]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09708738 0.22330097 0.13592233 0.00485437 0.         0.
 0.01456311 0.02427184 0.21359223 0.02427184 0.03398058 0.0631068 ]",,0.0,False,True,[],[]
"[0.27184466 0.19417476 0.2815534  0.2815534  0.01941748 0.
 0.03883495 0.13592233 0.42718447 0.06796117 0.17475728 0.14563107]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.13592233 0.09708738 0.1407767  0.1407767  0.00970874 0.
 0.01941748 0.06796117 0.21359223 0.03398058 0.08737864 0.07281553]",34,,,,,,,,,,
"[0.34951456 0.62135922 0.33980583 0.09708738 0.         0.00970874
 0.09708738 0.12621359 0.13592233 0.13592233 0.12621359 0.23300971]","[0.09708738 0.12621359 0.00970874 0.         0.         0.
 0.         0.         0.         0.         0.         0.00970874]","[0.22330097 0.37378641 0.17475728 0.04854369 0.         0.00485437
 0.04854369 0.0631068  0.06796117 0.06796117 0.0631068  0.12135922]",45,,,,,,,,,,
"[0.25242718 0.45631068 0.40776699 0.2815534  0.02912621 0.
 0.09708738 0.14563107 0.29126214 0.16504854 0.17475728 0.2038835 ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.00970874 0.         0.         0.        ]","[0.12621359 0.22815534 0.2038835  0.1407767  0.01456311 0.
 0.04854369 0.07281553 0.15048544 0.08252427 0.08737864 0.10194175]",41,,,,,,,,,,
"[0.27184466 0.45631068 0.22330097 0.18446602 0.01941748 0.
 0.03883495 0.06796117 0.42718447 0.14563107 0.08737864 0.23300971]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.13592233 0.22815534 0.11165049 0.09223301 0.00970874 0.
 0.01941748 0.03398058 0.21359223 0.07281553 0.04368932 0.11650485]",37,,,,,,,,,,
"[0.34951456 0.62135922 0.31067961 0.13592233 0.01941748 0.00970874
 0.04854369 0.14563107 0.15533981 0.14563107 0.15533981 0.23300971]","[0.        0.2815534 0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]","[0.17475728 0.45145631 0.15533981 0.06796117 0.00970874 0.00485437
 0.02427184 0.07281553 0.0776699  0.07281553 0.0776699  0.11650485]",11,,,,,,,,,,
"[0.14563107 0.33009709 0.40776699 0.08737864 0.00970874 0.
 0.02912621 0.10679612 0.04854369 0.16504854 0.08737864 0.2038835 ]","[0.04854369 0.09708738 0.21359223 0.         0.         0.
 0.         0.         0.00970874 0.         0.         0.06796117]","[0.09708738 0.21359223 0.31067961 0.04368932 0.00485437 0.
 0.01456311 0.05339806 0.02912621 0.08252427 0.04368932 0.13592233]",47,,,,,,,,,,
"[0.27184466 0.32038835 0.39805825 0.2815534  0.01941748 0.
 0.09708738 0.13592233 0.42718447 0.06796117 0.17475728 0.14563107]","[0.         0.         0.09708738 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.13592233 0.16019417 0.24757282 0.1407767  0.00970874 0.
 0.04854369 0.06796117 0.21359223 0.03398058 0.08737864 0.07281553]",25,,,,,,,,,,
"[0.2038835  0.13592233 0.2815534  0.2815534  0.         0.
 0.01941748 0.04854369 0.04854369 0.06796117 0.03883495 0.05825243]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10194175 0.06796117 0.1407767  0.1407767  0.         0.
 0.00970874 0.02427184 0.02427184 0.03398058 0.01941748 0.02912621]",35,,,,,,,,,,
"[0.22330097 0.23300971 0.10679612 0.09708738 0.02912621 0.
 0.01941748 0.12621359 0.19417476 0.06796117 0.04854369 0.12621359]","[0.01941748 0.10679612 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.12135922 0.16990291 0.05339806 0.04854369 0.01456311 0.
 0.00970874 0.0631068  0.09708738 0.03398058 0.02427184 0.0631068 ]",31,,,,,,,,,,
"[0.34951456 0.38834951 0.16504854 0.18446602 0.         0.
 0.03883495 0.12621359 0.08737864 0.09708738 0.08737864 0.23300971]","[0.16504854 0.01941748 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00970874]","[0.25728155 0.2038835  0.08252427 0.09223301 0.         0.
 0.01941748 0.0631068  0.04368932 0.04854369 0.04368932 0.12135922]",57,,,,,,,,,,
"[0.14563107 0.12621359 0.31067961 0.         0.01941748 0.
 0.01941748 0.13592233 0.42718447 0.04854369 0.17475728 0.12621359]","[0.04854369 0.00970874 0.09708738 0.         0.         0.
 0.         0.00970874 0.21359223 0.01941748 0.01941748 0.        ]","[0.09708738 0.06796117 0.2038835  0.         0.00970874 0.
 0.00970874 0.07281553 0.32038835 0.03398058 0.09708738 0.0631068 ]",13,,,,,,,,,,
"[0.16504854 0.51456311 0.02912621 0.02912621 0.01941748 0.00970874
 0.02912621 0.09708738 0.14563107 0.14563107 0.15533981 0.12621359]","[0.         0.32038835 0.         0.         0.         0.
 0.         0.         0.02912621 0.01941748 0.         0.        ]","[0.08252427 0.41747573 0.01456311 0.01456311 0.00970874 0.00485437
 0.01456311 0.04854369 0.08737864 0.08252427 0.0776699  0.0631068 ]",20,,,,,,,,,,
