closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.56579873 0.56087262 0.58339198 0.60767065 0.58655876 0.55348346],[0.47044335 0.45812808 0.52850106 0.59500352 0.53835327 0.48768473],[0.51812104 0.50950035 0.55594652 0.60133709 0.56245602 0.5205841 ],31.0,8.0,-1.0,3.0,[0.33216045 0.33216045 0.35045742 0.40675581 0.40534835 0.37016186],[0.2244898  0.20408163 0.21534131 0.28149191 0.26178747 0.24841661],[0.27832512 0.26812104 0.28289937 0.34412386 0.33356791 0.30928923],-1,4,3,15,[0.58902182 0.5791696  0.58972555 0.6192822  0.61083744 0.57283603],[0.4137931  0.40957072 0.52850106 0.60028149 0.56228008 0.48909219],[0.50140746 0.49437016 0.5591133  0.60978184 0.58655876 0.53096411],-1.0,9.0,3.0,False,False,[],[],169
,,,,,,,[0.50575262 0.49081857 0.5643615  0.60762658 0.58310934 0.5302835 ],[0.43601093 0.42474827 0.49370524 0.52122991 0.50914776 0.47225869],[0.47088178 0.45778342 0.52903337 0.56442824 0.54612855 0.50127109],-1,5,4,16,,,,,,,,,,,169
,,,,,,,[0.40816327 0.41308937 0.45038705 0.53061224 0.5200563  0.42927516],[0.31597467 0.3026038  0.43209008 0.46727657 0.45601689 0.37931034],[0.36206897 0.35784659 0.44123856 0.49894441 0.48803659 0.40429275],-1,5,3,17,,,,,,,,,,,169
,,,,,,,[0.38001407 0.36593948 0.42294159 0.47431386 0.45320197 0.37649543],[0.27304715 0.29908515 0.37790289 0.43138635 0.40464462 0.30401126],[0.32653061 0.33251232 0.40042224 0.45285011 0.42892329 0.34025334],-1,5,3,18,,,,,,,,,,,169
,,,,,,,[0.46727657 0.44053483 0.58972555 0.63546798 0.64883885 0.57987333],[0.36242083 0.34834624 0.50738916 0.57635468 0.58057706 0.50316678],[0.4148487  0.39444053 0.54855735 0.60591133 0.61470795 0.54152006],-1,6,3,19,,,,,,,,,,,169
,,,,,,,[0.59131627 0.57991731 0.63969036 0.72189479 0.69317382 0.6341265 ],[0.49958216 0.48627727 0.56513899 0.61180507 0.59232055 0.56148839],[0.54544921 0.53309729 0.60241467 0.66684993 0.64274719 0.59780744],-1,6,3,21,,,,,,,,,,,169
,,,,,,,[0.67343228 0.67452361 0.72026742 0.75805716 0.76036077 0.69315046],[0.62086559 0.63257197 0.69411121 0.70824628 0.70208865 0.65470509],[0.64714893 0.65354779 0.70718931 0.73315172 0.73122471 0.67392777],-1,6,3,22,,,,,,,,,,,169
,,,,,,,[0.74301848 0.74079835 0.84772349 0.91368381 0.92649964 0.79190369],[0.69712461 0.68621561 0.78774718 0.8345795  0.81432623 0.73721053],[0.72007155 0.71350698 0.81773534 0.87413165 0.87041294 0.76455711],-1,7,4,24,,,,,,,,,,,169
,,,,,,,[0.68508093 0.68255923 0.75510204 0.81439127 0.81456721 0.73451795],[0.62895848 0.62456017 0.7098874  0.78219564 0.76741731 0.7033779 ],[0.6570197  0.6535597  0.73249472 0.79829346 0.79099226 0.71894792],-1,7,3,27,,,,,,,,,,,169
,,,,,,,[0.71164673 0.70487333 0.80612245 0.85916608 0.83075299 0.75158339],[0.66437954 0.63995426 0.72915201 0.80436312 0.78633005 0.71270232],[0.68801314 0.67241379 0.76763723 0.8317646  0.80854152 0.73214286],-1,8,3,29,,,,,,,,,,,169
,,,,,,,[0.64602393 0.62068966 0.72132301 0.75580577 0.72413793 0.68050669],[0.58339198 0.59042928 0.69598874 0.73258269 0.68895144 0.64813512],[0.61470795 0.60555947 0.70865588 0.74419423 0.70654469 0.6643209 ],-1,8,3,30,,,,,,,,,,,169
,,,,,,,[0.56579873 0.56087262 0.58339198 0.60767065 0.58655876 0.55348346],[0.47044335 0.45812808 0.52850106 0.59500352 0.53835327 0.48768473],[0.51812104 0.50950035 0.55594652 0.60133709 0.56245602 0.5205841 ],-1,8,3,31,,,,,,,,,,,169
