closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.72524988 0.72366099 0.81697253 0.8982973  0.8871682  0.77558855],[0.67445901 0.67736602 0.74598104 0.7846477  0.77528342 0.72624637],[0.69985444 0.7005135  0.78147679 0.8414725  0.83122581 0.75091746],-1.0,7.0,4.0,24.0,[0.33216045 0.33216045 0.35045742 0.40675581 0.40534835 0.37016186],[0.2244898  0.20408163 0.21534131 0.28149191 0.26178747 0.24841661],[0.27832512 0.26812104 0.28289937 0.34412386 0.33356791 0.30928923],-1,4,3,15,[0.77339901 0.77480647 0.86558761 0.93525686 0.97114708 0.81421534],[0.71710063 0.70584096 0.79873329 0.83532723 0.82688248 0.7424349 ],[0.74524982 0.74032372 0.83216045 0.88529205 0.89901478 0.77832512],-1.0,7.0,3.0,False,False,[],[26],135
,,,,,,,[0.50575262 0.49081857 0.5643615  0.60762658 0.58310934 0.5302835 ],[0.43601093 0.42474827 0.49370524 0.52122991 0.50914776 0.47225869],[0.47088178 0.45778342 0.52903337 0.56442824 0.54612855 0.50127109],-1,5,4,16,,,,,,,,,,,135
,,,,,,,[0.40816327 0.41308937 0.45038705 0.53061224 0.5200563  0.42927516],[0.31597467 0.3026038  0.43209008 0.46727657 0.45601689 0.37931034],[0.36206897 0.35784659 0.44123856 0.49894441 0.48803659 0.40429275],-1,5,3,17,,,,,,,,,,,135
,,,,,,,[0.38001407 0.36593948 0.42294159 0.47431386 0.45320197 0.37649543],[0.27304715 0.29908515 0.37790289 0.43138635 0.40464462 0.30401126],[0.32653061 0.33251232 0.40042224 0.45285011 0.42892329 0.34025334],-1,5,3,18,,,,,,,,,,,135
,,,,,,,[0.46727657 0.44053483 0.58972555 0.63546798 0.64883885 0.57987333],[0.36242083 0.34834624 0.50738916 0.57635468 0.58057706 0.50316678],[0.4148487  0.39444053 0.54855735 0.60591133 0.61470795 0.54152006],-1,6,3,19,,,,,,,,,,,135
,,,,,,,[0.5806357  0.57248417 0.6192822  0.65763547 0.68261787 0.60432794],[0.50123153 0.50457424 0.56474314 0.60168895 0.60415201 0.54679803],[0.54093361 0.5385292  0.59201267 0.62966221 0.64338494 0.57556298],-1,6,3,21,,,,,,,,,,,135
,,,,,,,[0.63813446 0.63686994 0.69598874 0.74862553 0.74587658 0.66774609],[0.56650246 0.5760303  0.63429143 0.67042356 0.65775642 0.60193086],[0.60231846 0.60645012 0.66514009 0.70952454 0.7018165  0.63483847],-1,6,3,22,,,,,,,,,,,135
,,,,,,,[0.72524988 0.72366099 0.81697253 0.8982973  0.8871682  0.77558855],[0.67445901 0.67736602 0.74598104 0.7846477  0.77528342 0.72624637],[0.69985444 0.7005135  0.78147679 0.8414725  0.83122581 0.75091746],-1,7,4,24,,,,,,,,,,,135
,,,,,,,[0.70865588 0.68848229 0.74032372 0.77410274 0.79169599 0.75510204],[0.64813512 0.63546798 0.67980296 0.76002815 0.74595355 0.72061928],[0.6783955  0.66197513 0.71006334 0.76706545 0.76882477 0.73786066],-1,7,3,25,,,,,,,,,,,135
,,,,,,,[0.77339901 0.77480647 0.86558761 0.93525686 0.97114708 0.81421534],[0.71710063 0.70584096 0.79873329 0.83532723 0.82688248 0.7424349 ],[0.74524982 0.74032372 0.83216045 0.88529205 0.89901478 0.77832512],-1,7,3,26,,,,,,,,,,,135
