closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,window high,window low,window mean,window segment,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),merge a cluster with a window,merge a window with a cluster,index
[0.58902182 0.59887403 0.60380014 0.64672766 0.64883885 0.57987333],[0.36242083 0.34834624 0.39760732 0.39971851 0.40605208 0.39549613],[0.47572132 0.47361013 0.50070373 0.52322308 0.52744546 0.48768473],2.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.58902182 0.59887403 0.60380014 0.64672766 0.64883885 0.57987333],[0.36242083 0.34834624 0.39760732 0.39971851 0.40605208 0.39549613],[0.47572132 0.47361013 0.50070373 0.52322308 0.52744546 0.48768473],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.49964814 0.50668543 0.56298381 0.59676284 0.54679803 0.48768473],[0.42434905 0.40253343 0.51794511 0.539057   0.5270936  0.45953554],[0.46199859 0.45460943 0.54046446 0.56790992 0.53694581 0.47361013],-1.0,9.0,False,True,[],[],False,False,170
,,,,,,[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,170
,,,,,,[0.5200563  0.52920479 0.53694581 0.56790992 0.58409571 0.55242787],[0.27304715 0.24841661 0.32793807 0.38142153 0.36382829 0.30401126],[0.39655172 0.3888107  0.43244194 0.47466573 0.473962   0.42821956],1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,170
,,,,,,[0.63687544 0.62491203 0.75369458 0.76425053 0.76213934 0.69247009],[0.35256861 0.37508797 0.53342716 0.57142857 0.56228008 0.49120338],[0.49472203 0.5        0.64356087 0.66783955 0.66220971 0.59183673],4,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,170
,,,,,,[0.63546798 0.64250528 0.67346939 0.74806474 0.6973962  0.65306122],[0.4137931  0.40957072 0.51442646 0.50809289 0.50950035 0.48627727],[0.52463054 0.526038   0.59394792 0.62807882 0.60344828 0.56966925],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,170
,,,,,,[0.75017593 0.74102745 0.85362421 0.91695989 0.94370162 0.82054891],[0.50950035 0.4940183  0.59957776 0.62209711 0.60239268 0.56368754],[0.62983814 0.61752287 0.72660099 0.7695285  0.77304715 0.69211823],5,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,,170
,,,,,,[0.79802956 0.79099226 0.93807178 1.         0.97044335 0.87403237],[0.75017593 0.73117523 0.84236453 0.87262491 0.78114004 0.75299085],[0.77410274 0.76108374 0.89021816 0.93631246 0.8757917  0.81351161],6,-1,2,,,,,,,,,,,,170
,,,,,,[0.77339901 0.7825475  0.86558761 0.95425757 0.97114708 0.81421534],[0.67769177 0.66220971 0.75791696 0.78465869 0.76917664 0.73610134],[0.72554539 0.72237861 0.81175229 0.86945813 0.87016186 0.77515834],7,-1,2,,,,,,,,,,,,170
,,,,,,[0.77480647 0.76425053 0.82828994 0.89655172 0.9007741  0.80928923],[0.6122449  0.61365236 0.67769177 0.77339901 0.76565799 0.69669247],[0.69352569 0.68895144 0.75299085 0.83497537 0.83321605 0.75299085],8,-1,2,,,,,,,,,,,,170
,,,,,,[0.45179451 0.42505278 0.41590429 0.45812808 0.44546094 0.43209008],[0.19071077 0.1583392  0.21534131 0.28149191 0.26178747 0.19282196],[0.32125264 0.29169599 0.3156228  0.36980999 0.35362421 0.31245602],9,-1,3,,,,,,,,,,,,170
