closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.35960591 0.32441942 0.38001407 0.38001407 0.34834624 0.33427164],[0.27234342 0.28430683 0.29627023 0.37156932 0.29838142 0.31175229],[0.31597467 0.30436312 0.33814215 0.3757917  0.32336383 0.32301196],-1.0,4.0,3.0,14.0,[0.59233154 0.58808717 0.61490588 0.64632081 0.63042092 0.60731879],[0.50427736 0.50351865 0.54519265 0.58642681 0.57205533 0.56289585],[0.54830445 0.54580291 0.58004926 0.61637381 0.60123812 0.58510732],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,[0.36945813 0.3617171  0.37297678 0.41097818 0.39619986 0.38001407],[0.26460239 0.26460239 0.25897255 0.35819845 0.29838142 0.26178747],[0.31703026 0.31315975 0.31597467 0.38458832 0.34729064 0.32090077],-1.0,4.0,3.0,False,True,[],[],72
,,,,,,,[0.37297678 0.3877551  0.48346235 0.53624208 0.51935257 0.45742435],[0.32371569 0.32371569 0.43138635 0.46727657 0.44827586 0.39690359],[0.34834624 0.3557354  0.45742435 0.50175932 0.48381422 0.42716397],1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,,,,,,,,,,,72
,,,,,,,[0.71767791 0.70921116 0.82770716 0.90142285 0.87590715 0.77195307],[0.66194581 0.66266604 0.76084184 0.83317206 0.80767835 0.73925713],[0.68981186 0.6859386  0.7942745  0.86729746 0.84179275 0.7556051 ],5,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,,,,,,,,,,,72
,,,,,,,[0.61805067 0.60784659 0.70372977 0.75826882 0.71604504 0.65007037],[0.54327938 0.50545391 0.64496833 0.69211823 0.6583392  0.60168895],[0.58066502 0.55665025 0.67434905 0.72519353 0.68719212 0.62587966],7,-1,2,3,,,,,,,,,,,72
,,,,,,,[0.62843068 0.61717101 0.74665728 0.83040113 0.75510204 0.68121042],[0.59957776 0.58479944 0.70654469 0.75862069 0.71287825 0.6572836 ],[0.61400422 0.60098522 0.72660099 0.79451091 0.73399015 0.66924701],8,-1,2,3,,,,,,,,,,,72
,,,,,,,[0.50492611 0.50527797 0.4875088  0.51125968 0.49278677 0.45707248],[0.42593244 0.41414497 0.41660802 0.45847994 0.44211823 0.39760732],[0.46542928 0.45971147 0.45205841 0.48486981 0.4674525  0.4273399 ],10,-1,3,2,,,,,,,,,,,72
,,,,,,,[0.45531316 0.4278677  0.44123856 0.48627727 0.46657284 0.434905  ],[0.36101337 0.37790289 0.39549613 0.44194229 0.40675581 0.34342013],[0.40816327 0.40288529 0.41836735 0.46410978 0.43666432 0.38916256],11,-1,3,3,,,,,,,,,,,72
,,,,,,,[0.38837087 0.37429627 0.3825651  0.40095004 0.38494018 0.38265306],[0.32732231 0.32503519 0.34086911 0.3484342  0.34605911 0.33576707],[0.35784659 0.34966573 0.3617171  0.37469212 0.36549965 0.35921006],12,-1,3,3,,,,,,,,,,,72
,,,,,,,[0.513019   0.49120338 0.49753695 0.52990852 0.52568614 0.4940183 ],[0.47149894 0.48486981 0.486981   0.49190711 0.47572132 0.46164673],[0.49225897 0.48803659 0.49225897 0.51090781 0.50070373 0.47783251],13,-1,3,3,,,,,,,,,,,72
,,,,,,,[0.35960591 0.32441942 0.38001407 0.38001407 0.34834624 0.33427164],[0.27234342 0.28430683 0.29627023 0.37156932 0.29838142 0.31175229],[0.31597467 0.30436312 0.33814215 0.3757917  0.32336383 0.32301196],14,-1,4,3,,,,,,,,,,,72
