closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.6833216  0.6903589  0.81703026 0.87825475 0.87755102 0.77832512],[0.66783955 0.64602393 0.77128783 0.8557354  0.83040113 0.75369458],[0.67558058 0.66819141 0.79415904 0.86699507 0.85397607 0.76600985],-1.0,7.0,3.0,29.0,[0.52146376 0.48979592 0.55102041 0.61717101 0.62843068 0.53976073],[0.38001407 0.38423645 0.47712878 0.49683322 0.50457424 0.45038705],[0.45073892 0.43701619 0.5140746  0.55700211 0.56650246 0.49507389],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,[0.69528501 0.71921182 0.8226601  0.89021816 0.88318086 0.7895848 ],[0.67769177 0.66220971 0.79732583 0.85714286 0.84377199 0.76917664],[0.68648839 0.69071077 0.80999296 0.87368051 0.86347643 0.77938072],-1.0,8.0,3.0,False,True,[],[],147
,,,,,,,[10.11634999  9.97138166 11.1252639  11.95777621 11.9148487  10.67065447],[ 9.12104152  9.1914145  10.25545391 11.10344828 10.93033075  9.99366643],[19.23739151 19.16279615 21.3807178  23.06122449 22.84517945 20.6643209 ],10,-1,1,3,,,,,,,,,,,147
,,,,,,,[0.75299085 0.75932442 0.8627727  0.95425757 0.92962702 0.80436312],[0.69458128 0.68824771 0.79239972 0.86418015 0.85292048 0.78606615],[0.72378607 0.72378607 0.82758621 0.90921886 0.89127375 0.79521464],13,-1,2,3,,,,,,,,,,,147
,,,,,,,[0.60872625 0.55946517 0.59887403 0.63054187 0.57142857 0.54679803],[0.47923997 0.43842365 0.52779733 0.55383533 0.53061224 0.54116819],[0.54398311 0.49894441 0.56333568 0.5921886  0.55102041 0.54398311],19,-1,3,3,,,,,,,,,,,147
,,,,,,,[0.59042928 0.60591133 0.67206193 0.74736101 0.76213934 0.65587614],[0.5320197  0.57142857 0.60168895 0.68965517 0.70372977 0.57353976],[0.56122449 0.58866995 0.63687544 0.71850809 0.73293455 0.61470795],25,-1,7,3,,,,,,,,,,,147
,,,,,,,[0.66995074 0.6713582  0.75228712 0.85432794 0.83743842 0.68895144],[0.6052076  0.60028149 0.72624912 0.77832512 0.77691766 0.66643209],[0.63757917 0.63581985 0.73926812 0.81632653 0.80717804 0.67769177],27,-1,7,3,,,,,,,,,,,147
,,,,,,,[2.81914145 2.78114004 3.1703026  3.43912738 3.45812808 3.05489092],[2.62209711 2.61857847 2.97959184 3.19985925 3.25123153 2.89092189],[5.44123856 5.39971851 6.14989444 6.63898663 6.70935961 5.94581281],28,-1,7,3,,,,,,,,,,,147
,,,,,,,[0.6833216  0.6903589  0.81703026 0.87825475 0.87755102 0.77832512],[0.66783955 0.64602393 0.77128783 0.8557354  0.83040113 0.75369458],[0.67558058 0.66819141 0.79415904 0.86699507 0.85397607 0.76600985],29,-1,7,3,,,,,,,,,,,147
,,,,,,,[0.75017593 0.68754398 0.79873329 0.83040113 0.85010556 0.78184377],[0.69950739 0.67417312 0.76495426 0.82899367 0.78043631 0.72061928],[0.72484166 0.68085855 0.78184377 0.8296974  0.81527094 0.75123153],30,-1,7,3,,,,,,,,,,,147
,,,,,,,[0.75017593 0.68824771 0.76495426 0.82899367 0.80295567 0.73891626],[0.67628431 0.66995074 0.6713582  0.69598874 0.72624912 0.68824771],[0.71323012 0.67909923 0.71815623 0.7624912  0.76460239 0.71358198],31,-1,8,3,,,,,,,,,,,147
