closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.7234342  0.74102745 0.8346235  0.92821956 0.94370162 0.87614356],[0.58479944 0.54257565 0.60450387 0.65306122 0.65657987 0.62772695],[1.30823364 1.2836031  1.43912738 1.58128079 1.60028149 1.50387051],46.0,11.0,-1.0,3.0,[0.52146376 0.48979592 0.55102041 0.61717101 0.62843068 0.53976073],[0.38001407 0.38423645 0.47712878 0.49683322 0.50457424 0.45038705],[0.45073892 0.43701619 0.5140746  0.55700211 0.56650246 0.49507389],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,[0.36734694 0.37790289 0.44968332 0.51161154 0.53553835 0.47923997],[0.33638283 0.34412386 0.35608726 0.31104856 0.32653061 0.33638283],[0.35186488 0.36101337 0.40288529 0.41133005 0.43103448 0.4078114 ],-1.0,11.0,3.0,False,False,[],[],219
,,,,,,,[0.59042928 0.60591133 0.67206193 0.74736101 0.76213934 0.65587614],[0.5320197  0.57142857 0.60168895 0.68965517 0.70372977 0.57353976],[0.56122449 0.58866995 0.63687544 0.71850809 0.73293455 0.61470795],25,-1,7,3,,,,,,,,,,,219
,,,,,,,[0.67909923 0.67487685 0.69598874 0.73539761 0.70232231 0.67909923],[0.63054187 0.61857847 0.68261787 0.6973962  0.69106263 0.6052076 ],[0.65482055 0.64672766 0.68930331 0.7163969  0.69669247 0.64215341],32,-1,8,3,,,,,,,,,,,219
,,,,,,,[0.64602393 0.62068966 0.72132301 0.75580577 0.72413793 0.68050669],[0.58339198 0.59042928 0.69598874 0.73258269 0.68895144 0.64813512],[0.61470795 0.60555947 0.70865588 0.74419423 0.70654469 0.6643209 ],33,-1,8,3,,,,,,,,,,,219
,,,,,,,[0.63546798 0.61083744 0.67346939 0.74806474 0.6973962  0.65306122],[0.61717101 0.59535538 0.6122449  0.6382829  0.63898663 0.56157635],[0.62631949 0.60309641 0.64285714 0.69317382 0.66819141 0.60731879],34,-1,8,3,,,,,,,,,,,219
,,,,,,,[25.79474548 25.42176871 28.22660099 30.2955665  29.96973962 26.96622097],[22.81843772 22.72976777 25.70654469 28.03096411 27.50668543 24.94018297],[48.6131832  48.15153648 53.93314567 58.32653061 57.47642505 51.90640394],37,-1,9,3,,,,,,,,,,,219
,,,,,,,[0.48135116 0.48627727 0.49964814 0.52146376 0.45460943 0.46235046],[0.45038705 0.43631246 0.44194229 0.45249824 0.44616467 0.41520056],[0.46586911 0.46129486 0.47079521 0.486981   0.45038705 0.43877551],38,-1,9,3,,,,,,,,,,,219
,,,,,,,[3.1323012  3.10133709 3.27375088 3.57283603 3.29838142 3.11752287],[2.39760732 2.35397607 2.63617171 3.07178044 2.93877551 2.54890922],[5.52990852 5.45531316 5.90992259 6.64461647 6.23715693 5.66643209],39,-1,10,3,,,,,,,,,,,219
,,,,,,,[0.29275158 0.2765658  0.29767769 0.37790289 0.33849402 0.30541872],[0.20830401 0.16608023 0.24560169 0.34130894 0.28712175 0.17593244],[0.2505278  0.22132301 0.27163969 0.35960591 0.31280788 0.24067558],43,-1,11,3,,,,,,,,,,,219
,,,,,,,[0.16396904 0.17171006 0.23152709 0.29767769 0.29204785 0.28008445],[0.10063336 0.04855735 0.16115412 0.24560169 0.18930331 0.14989444],[0.1323012  0.11013371 0.19634061 0.27163969 0.24067558 0.21498944],44,-1,11,3,,,,,,,,,,,219
,,,,,,,[0.28008445 0.28008445 0.25615764 0.2836031  0.25967628 0.25545391],[0.24912034 0.24630542 0.24560169 0.25123153 0.24700915 0.24630542],[0.26460239 0.26319493 0.25087966 0.26741731 0.25334272 0.25087966],45,-1,11,3,,,,,,,,,,,219
,,,,,,,[0.7234342  0.74102745 0.8346235  0.92821956 0.94370162 0.87614356],[0.58479944 0.54257565 0.60450387 0.65306122 0.65657987 0.62772695],[1.30823364 1.2836031  1.43912738 1.58128079 1.60028149 1.50387051],46,-1,11,3,,,,,,,,,,,219
