closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,window high,window low,window mean,window segment,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),merge between a window and a cluster,index
[0.46164673 0.45601689 0.48064743 0.48416608 0.43719212 0.41590429],[0.26530612 0.24841661 0.31808586 0.34623505 0.34834624 0.33092892],[0.36347643 0.35221675 0.39936664 0.41520056 0.39276918 0.37341661],1.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.46446165 0.46023927 0.47712878 0.54539057 0.48115324 0.46516538],[0.34693878 0.34904996 0.36734694 0.37227305 0.35679099 0.35960591],[0.40570021 0.40464462 0.42223786 0.45883181 0.41897211 0.41238564],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.46164673 0.41308937 0.42364532 0.45742435 0.39197748 0.37860662],[0.3216045  0.2765658  0.3356791  0.38916256 0.37086559 0.3546798 ],[0.39162562 0.34482759 0.37966221 0.42329346 0.38142153 0.36664321],-1.0,10.0,False,True,[],[],False,203
,,,,,,[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,203
,,,,,,[0.46164673 0.45601689 0.48064743 0.48416608 0.43719212 0.41590429],[0.26530612 0.24841661 0.31808586 0.34623505 0.34834624 0.33092892],[0.36347643 0.35221675 0.39936664 0.41520056 0.39276918 0.37341661],1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,203
,,,,,,[0.58198452 0.57987333 0.63476425 0.74173118 0.70724842 0.64320901],[0.43842365 0.42575651 0.53764954 0.59324419 0.56228008 0.56087262],[0.51020408 0.50281492 0.5862069  0.66748768 0.63476425 0.60204082],4,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,203
,,,,,,[0.57476029 0.56807486 0.58693262 0.62561576 0.59742259 0.56522695],[0.45953554 0.460943   0.50246305 0.52146376 0.48064743 0.47361013],[0.51714792 0.51450893 0.54469784 0.57353976 0.53903501 0.51941854],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,203
,,,,,,[0.64778325 0.63089374 0.73961999 0.79275158 0.74697616 0.68338758],[0.57459536 0.58092892 0.68191414 0.73258269 0.69176636 0.64391274],[0.6111893  0.60591133 0.71076707 0.76266714 0.71937126 0.66365016],5,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,,,203
,,,,,,[0.71586911 0.72237861 0.83937368 0.91748768 0.92487685 0.79644616],[0.68244194 0.66879618 0.7885292  0.85133709 0.84535538 0.7565095 ],[0.69915552 0.69558739 0.81395144 0.88441239 0.88511612 0.77647783],6,-1,1,,,,,,,,,,,203
,,,,,,[0.73399015 0.7359254  0.82195637 0.88951443 0.84764251 0.7755102 ],[0.6122449  0.6192822  0.71006334 0.77410274 0.77199156 0.70302604],[0.67311752 0.6776038  0.76600985 0.83180859 0.80981703 0.73926812],7,-1,2,,,,,,,,,,,203
,,,,,,[0.60978184 0.60731879 0.72730471 0.80154821 0.78993666 0.67153413],[0.54838142 0.55876144 0.64127375 0.7304715  0.72273047 0.61365236],[0.57908163 0.58304011 0.68428923 0.76600985 0.75633357 0.64259324],8,-1,2,,,,,,,,,,,203
,,,,,,[0.67522871 0.67206193 0.70267417 0.75228712 0.73328642 0.68085855],[0.57846587 0.58726249 0.6122449  0.6382829  0.63898663 0.56157635],[0.62684729 0.62966221 0.65745954 0.69528501 0.68613652 0.62121745],9,-1,2,,,,,,,,,,,203
