closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.5202561  0.51583641 0.54799084 0.57167472 0.55660131 0.52307482],[0.44655542 0.43627984 0.49071437 0.54791502 0.5093519  0.4671643 ],[0.48340576 0.47605813 0.5193526  0.55979487 0.5329766  0.49511956],-1.0,9.0,4.0,34.0,[0.39268808 0.3954549  0.44507449 0.50163425 0.45855348 0.42835976],[0.34746795 0.32578771 0.37864991 0.40433811 0.39056658 0.38008967],[0.37007802 0.3606213  0.4118622  0.45298618 0.42456003 0.40422472],-1,4,3,15,[0.46023927 0.43279381 0.45320197 0.54539057 0.51794511 0.434905  ],[0.46023927 0.43279381 0.45320197 0.54539057 0.51794511 0.434905  ],[0.46023927 0.43279381 0.45320197 0.54539057 0.51794511 0.434905  ],-1.0,11.0,3.0,True,False,[],[],228
,,,,,,,[0.46727657 0.44053483 0.58972555 0.63546798 0.64883885 0.57987333],[0.36242083 0.34834624 0.50738916 0.57635468 0.58057706 0.50316678],[0.4148487  0.39444053 0.54855735 0.60591133 0.61470795 0.54152006],-1,6,3,19,,,,,,,,,,,228
,,,,,,,[0.59131627 0.57991731 0.63969036 0.72189479 0.69317382 0.6341265 ],[0.49958216 0.48627727 0.56513899 0.61180507 0.59232055 0.56148839],[0.54544921 0.53309729 0.60241467 0.66684993 0.64274719 0.59780744],-1,6,3,21,,,,,,,,,,,228
,,,,,,,[0.67343228 0.67452361 0.72026742 0.75805716 0.76036077 0.69315046],[0.62086559 0.63257197 0.69411121 0.70824628 0.70208865 0.65470509],[0.64714893 0.65354779 0.70718931 0.73315172 0.73122471 0.67392777],-1,6,3,22,,,,,,,,,,,228
,,,,,,,[0.74301848 0.74079835 0.84772349 0.91368381 0.92649964 0.79190369],[0.69712461 0.68621561 0.78774718 0.8345795  0.81432623 0.73721053],[0.72007155 0.71350698 0.81773534 0.87413165 0.87041294 0.76455711],-1,7,4,24,,,,,,,,,,,228
,,,,,,,[0.68508093 0.68255923 0.75510204 0.81439127 0.81456721 0.73451795],[0.62895848 0.62456017 0.7098874  0.78219564 0.76741731 0.7033779 ],[0.6570197  0.6535597  0.73249472 0.79829346 0.79099226 0.71894792],-1,7,3,27,,,,,,,,,,,228
,,,,,,,[0.71164673 0.70487333 0.80612245 0.85916608 0.83075299 0.75158339],[0.66437954 0.63995426 0.72915201 0.80436312 0.78633005 0.71270232],[0.68801314 0.67241379 0.76763723 0.8317646  0.80854152 0.73214286],-1,8,3,29,,,,,,,,,,,228
,,,,,,,[0.64602393 0.62068966 0.72132301 0.75580577 0.72413793 0.68050669],[0.58339198 0.59042928 0.69598874 0.73258269 0.68895144 0.64813512],[0.61470795 0.60555947 0.70865588 0.74419423 0.70654469 0.6643209 ],-1,8,3,30,,,,,,,,,,,228
,,,,,,,[0.5202561  0.51583641 0.54799084 0.57167472 0.55660131 0.52307482],[0.44655542 0.43627984 0.49071437 0.54791502 0.5093519  0.4671643 ],[0.48340576 0.47605813 0.5193526  0.55979487 0.5329766  0.49511956],-1,9,4,34,,,,,,,,,,,228
,,,,,,,[0.30506685 0.30928923 0.33954961 0.39303308 0.38810697 0.38353272],[0.23574947 0.21569317 0.24736101 0.29627023 0.29521464 0.27586207],[0.27040816 0.2624912  0.29345531 0.34465165 0.3416608  0.3296974 ],-1,10,3,37,,,,,,,,,,,228
,,,,,,,[0.28008445 0.28008445 0.25615764 0.2836031  0.25967628 0.25545391],[0.24912034 0.24630542 0.24560169 0.25123153 0.24700915 0.24630542],[0.26460239 0.26319493 0.25087966 0.26741731 0.25334272 0.25087966],-1,11,3,39,,,,,,,,,,,228
