closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.67276566 0.69176636 0.76847291 0.83603096 0.8346235  0.75510204],[0.64320901 0.64954258 0.73117523 0.78043631 0.80436312 0.71569317],[0.65798733 0.67065447 0.74982407 0.80823364 0.81949331 0.73539761],-1.0,7.0,3.0,12.0,[0.4137931  0.40798733 0.41858726 0.44717628 0.42509676 0.40455665],[0.28901302 0.28663793 0.32934553 0.38815095 0.36866643 0.3390658 ],[0.35140306 0.34731263 0.3739664  0.41766362 0.3968816  0.37181122],-1,4,6,3,[0.69880366 0.68965517 0.80788177 0.84306826 0.85221675 0.74454609],[0.68191414 0.67417312 0.76143561 0.80928923 0.81773399 0.73469388],[0.6903589  0.68191414 0.78465869 0.82617875 0.83497537 0.73961999],-1.0,7.0,3.0,False,False,[],[14],144
,,,,,,,[0.33216045 0.33216045 0.35045742 0.40675581 0.40534835 0.37016186],[0.2244898  0.20408163 0.21534131 0.28149191 0.26178747 0.24841661],[0.27832512 0.26812104 0.28289937 0.34412386 0.33356791 0.30928923],-1,4,3,4,,,,,,,,,,,144
,,,,,,,[0.50029551 0.47865067 0.5618863  0.60532065 0.59434034 0.54329381],[0.43891949 0.42089672 0.50400074 0.50838428 0.52827942 0.45325695],[0.4696075  0.44977369 0.53294352 0.55685247 0.56130988 0.49827538],-1,4,3,5,,,,,,,,,,,144
,,,,,,,[0.50246305 0.49049965 0.60028149 0.65869106 0.66502463 0.58128079],[0.35256861 0.37508797 0.54327938 0.60450387 0.58550317 0.52920479],[0.42751583 0.43279381 0.57178044 0.63159747 0.6252639  0.55524279],-1,6,3,7,,,,,,,,,,,144
,,,,,,,[0.5806357  0.57248417 0.6192822  0.65763547 0.68261787 0.60432794],[0.50123153 0.50457424 0.56474314 0.60168895 0.60415201 0.54679803],[0.54093361 0.5385292  0.59201267 0.62966221 0.64338494 0.57556298],-1,6,3,8,,,,,,,,,,,144
,,,,,,,[0.63089374 0.63757917 0.69071077 0.74876847 0.75580577 0.66889514],[0.55770584 0.57987333 0.61893033 0.66361717 0.66256158 0.5862069 ],[0.59429979 0.60872625 0.65482055 0.70619282 0.70918367 0.62755102],-1,7,3,9,,,,,,,,,,,144
,,,,,,,[0.69528501 0.68824771 0.74102745 0.80014075 0.83180859 0.69598874],[0.62913441 0.65446868 0.6783955  0.69106263 0.70513723 0.68754398],[0.66220971 0.6713582  0.70971147 0.74560169 0.76847291 0.69176636],-1,7,3,10,,,,,,,,,,,144
,,,,,,,[0.71569317 0.72026742 0.83286418 0.91062632 0.9018297  0.79345531],[0.68895144 0.67558058 0.76460239 0.82019704 0.80365939 0.74489796],[0.70232231 0.697924   0.79873329 0.86541168 0.85274455 0.76917664],-1,7,3,11,,,,,,,,,,,144
,,,,,,,[0.67276566 0.69176636 0.76847291 0.83603096 0.8346235  0.75510204],[0.64320901 0.64954258 0.73117523 0.78043631 0.80436312 0.71569317],[0.65798733 0.67065447 0.74982407 0.80823364 0.81949331 0.73539761],-1,7,3,12,,,,,,,,,,,144
,,,,,,,[0.66995074 0.6713582  0.75228712 0.85432794 0.83743842 0.68895144],[0.6052076  0.60028149 0.72624912 0.77832512 0.77691766 0.66643209],[0.63757917 0.63581985 0.73926812 0.81632653 0.80717804 0.67769177],-1,7,3,13,,,,,,,,,,,144
,,,,,,,[0.69880366 0.68965517 0.80788177 0.84306826 0.85221675 0.74454609],[0.68191414 0.67417312 0.76143561 0.80928923 0.81773399 0.73469388],[0.6903589  0.68191414 0.78465869 0.82617875 0.83497537 0.73961999],-1,7,3,14,,,,,,,,,,,144
