closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[1.27304715 1.24912034 1.48275862 1.61717101 1.5059817  1.37860662],[1.20900774 1.17874736 1.42505278 1.52287122 1.46164673 1.34412386],[2.48205489 2.4278677  2.9078114  3.14004222 2.96762843 2.72273047],15.0,2.0,-1.0,3.0,[0.52146376 0.48979592 0.55102041 0.61717101 0.62843068 0.53976073],[0.38001407 0.38423645 0.47712878 0.49683322 0.50457424 0.45038705],[0.45073892 0.43701619 0.5140746  0.55700211 0.56650246 0.49507389],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,[0.62843068 0.61717101 0.74665728 0.83040113 0.75510204 0.68121042],[0.59957776 0.58479944 0.70654469 0.75862069 0.71287825 0.6572836 ],[0.61400422 0.60098522 0.72660099 0.79451091 0.73399015 0.66924701],-1.0,2.0,3.0,False,False,[],[],36
,,,,,,,[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],[0.50809289 0.50246305 0.40957072 0.44405348 0.44123856 0.36312456],0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,,,,,,,,,,,36
,,,,,,,[0.37297678 0.3877551  0.48346235 0.53624208 0.51935257 0.45742435],[0.32371569 0.32371569 0.43138635 0.46727657 0.44827586 0.39690359],[0.34834624 0.3557354  0.45742435 0.50175932 0.48381422 0.42716397],1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,,,,,,,,,,,36
,,,,,,,[0.57776214 0.54820549 0.63969036 0.71287825 0.71850809 0.63335679],[0.41942294 0.434905   0.539057   0.62561576 0.60239268 0.54890922],[0.49859254 0.49155524 0.58937368 0.66924701 0.66045039 0.591133  ],4,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,,,,,,,,,,,36
,,,,,,,[0.63406052 0.61435609 0.6572836  0.74595355 0.73961999 0.66643209],[0.56157635 0.56579873 0.60028149 0.63898663 0.64954258 0.58691063],[0.59781844 0.59007741 0.62878255 0.69247009 0.69458128 0.62667136],6,-1,1,3,,,,,,,,,,,36
,,,,,,,[0.71287825 0.66150598 0.70865588 0.77128783 0.77621393 0.71850809],[0.64320901 0.61365236 0.63898663 0.66361717 0.66361717 0.65165376],[0.67804363 0.63757917 0.67382125 0.7174525  0.71991555 0.68508093],10,-1,1,3,,,,,,,,,,,36
,,,,,,,[6.63687544 6.57002111 7.5200563  8.12244898 8.18508093 7.22378607],[6.08444757 6.12385644 6.68684025 7.26108374 7.27445461 6.59324419],[12.72132301 12.69387755 14.20689655 15.38353272 15.45953554 13.81703026],11,-1,1,4,,,,,,,,,,,36
,,,,,,,[2.69809993 2.64602393 3.24067558 3.47642505 3.38634764 2.97044335],[2.51935257 2.54046446 2.86558761 3.19352569 3.07600281 2.76988037],[5.2174525  5.18648839 6.10626319 6.66995074 6.46235046 5.74032372],12,-1,2,3,,,,,,,,,,,36
,,,,,,,[0.75299085 0.75932442 0.8627727  0.95425757 0.92962702 0.80436312],[0.69458128 0.68824771 0.79239972 0.86418015 0.85292048 0.78606615],[0.72378607 0.72378607 0.82758621 0.90921886 0.89127375 0.79521464],13,-1,2,3,,,,,,,,,,,36
,,,,,,,[0.66995074 0.65517241 0.76073188 0.81843772 0.76706545 0.70513723],[0.65095004 0.63335679 0.7234342  0.78536242 0.74806474 0.67276566],[0.66045039 0.6442646  0.74208304 0.80190007 0.7575651  0.68895144],14,-1,2,3,,,,,,,,,,,36
