connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
128.83333333333331,1.0,0.8763789651891255,0.16999718129952676,0.3703683683683684,0.09087854409410435,0.25621798935414763,0.2905941723905852,0.2889458530445062,0.9999999999999996,0.29059417239058527,0.5240001020884707,5775.396514882678,0.11992487071520522,0,1,3
223.5,1.0,0.5948232472624406,0.0,0.6408382037124553,-0.003440479556742067,0.0,0.0,-0.12390506646659456,0.0,0.0,0.15458276941292692,191300.40596509154,0.6251092249882503,1,1,3
232.33333333333331,1.0,0.7656816643902061,0.0,0.6402938378986284,-0.0034291659919889546,0.0,0.0,-0.12373638800408829,0.0,0.0,0.15633590183975674,2202327.295954759,0.38907260522013454,2,1,3
191.16666666666669,1.0,0.8672000533637002,0.0,0.5624136342699217,-0.002102435973103206,0.0,0.0,-0.1054216155829647,0.0,0.0,0.32010004017489735,12273879.408820782,0.35460558039466683,3,1,3
264.16666666666663,1.0,0.8340662339051041,0.0,0.5145872091979876,-0.0014998427769132073,0.0,0.0,-0.09426037168233117,0.0,0.0,0.38779486091410925,7380385.43690538,0.6530986296489617,4,1,3
173.33333333333334,1.0,0.9152121553838897,0.0,0.47354641366617417,-0.0012397625209962424,0.0,0.0,-0.05733641997100481,0.0,0.0,0.38335444817351766,57985857.15252577,0.23143301964706603,5,1,3
206.16666666666663,1.0,0.9147602364046985,0.0,0.46446766806048245,-0.0013545549020510693,0.0,0.0,-0.059496190462025346,0.0,0.0,0.3186395919873458,101504093.86989477,0.19091150100982227,6,1,3
218.0,1.0,0.9394185902592302,0.0,0.4622583005816539,-0.0013819077908330943,0.0,0.0,-0.06004597949865547,0.0,0.0,0.3007918711979681,289309007.0396023,0.13027642611427218,7,1,3
295.3333333333333,1.0,0.6629038014451644,0.0,0.6197156137275898,-0.003025410468869111,0.0,0.0,-0.11819797499383618,0.0,0.0,0.21225609386018676,10495473.352236116,0.7538574878265393,8,1,3
160.33333333333331,1.0,0.7878195803271657,0.0,0.5328025268145029,-0.001714718962861543,0.0,0.0,-0.0986996401782544,0.0,0.0,0.3635016792892384,23897738.600538787,0.7762799201935664,9,1,3
128.83333333333331,1.0,0.6979673384727965,0.16999718129952676,0.3703683683683684,0.09087854409410435,0.25621798935414763,0.2905941723905852,0.2889458530445062,0.9999999999999996,0.29059417239058527,0.5240001020884707,924.1184052693404,0.2998032608373833,0,1,5
3.0,1.0,0.5844737623674937,0.0,0.638028028028028,-0.003535349256165172,0.0,0.0,-0.08068425269031758,0.0,0.0,0.025911332575578813,118100.07516120462,0.6712519896102584,1,1,5
8.833333333333332,1.0,0.6302075769005024,0.0,0.7137517517517518,-0.004997221690130589,0.0,0.0,-0.11675232797035956,0.0,0.0,0.047217440011595564,423199.52715046814,0.5722615200345879,2,1,5
22.5,1.0,0.7652551142882731,0.0,0.6798378378378378,-0.004115513357345586,0.0,0.0,-0.10532834653849199,0.0,0.0,0.1540761454062204,4245902.660080429,0.46230348272020333,3,1,5
30.666666666666664,1.0,0.7474320370402682,0.0,0.6688268268268268,-0.0038683558421571296,0.0,0.0,-0.103053166744002,0.0,0.0,0.17538534670159306,6086211.051420295,0.5240637412197459,4,1,5
