x,y,cluster,is_included,target,segment,stream
0.6262084499,0.5239698359,21,True,1,2,-1
0.7353797197,0.6050443926,21,True,1,2,-1
0.5999399225,0.4936480234,21,True,1,2,-1
0.5372289612,0.5595328581,21,True,1,2,-1
0.6798440956,0.5815133178,21,True,1,2,-1
0.6238817725,0.568519032,21,True,1,2,-1
0.6200574027,0.5681232228,21,True,1,2,-1
0.606771353,0.565404753,21,True,1,2,-1
0.6305306353,0.5806303588,21,True,1,2,-1
0.6640679067,0.6626074475,21,True,1,2,-1
0.5506073562,0.6562690633,21,True,1,2,-1
0.5685011188,0.6017931027,21,True,1,2,-1
0.6132843514,0.5818667189,21,False,1,2,-1
0.6010533735,0.5614444861,21,False,1,2,-1
0.5576807951,0.5314075693,21,False,1,2,-1
0.6679145668,0.5704567573,21,False,1,2,-1
0.6148796963,0.6153049851,21,False,1,2,-1
0.5773471632,0.5527551692,21,False,1,2,-1
0.6346161195,0.6120015006,21,False,1,2,-1
0.6358388988,0.5720987131,21,False,1,2,-1
0.5809825966,0.553396728,21,False,1,2,-1
0.6546890192,0.5243254117,21,False,1,2,-1
0.5737372043,0.5619544711,21,False,1,2,-1
0.6105182377,0.6325585694,21,False,1,2,-1
0.6220476035,0.5431709319,21,True,1,2,-1
0.6204299683,0.567947066,21,True,1,2,-1
0.6165312976,0.5963496387,21,True,1,2,-1
0.6125105613,0.5745268503,21,True,1,2,-1
0.6316716837,0.532662415,21,True,1,2,-1
0.620496839,0.5657451054,21,True,1,2,-1
0.6197357863,0.568121048,21,True,1,2,-1
0.6775853504,0.5628559157,21,True,1,2,-1
0.614493332,0.5782957369,21,True,1,2,-1
0.6914583767,0.586251067,21,True,1,2,-1
0.6087169733,0.5251692247,21,True,1,2,-1
0.6773582022,0.4374387665,21,True,1,2,-1
0.6248933252,0.5862728148,21,False,1,2,-1
0.6402279549,0.49685908,21,False,1,2,-1
0.6178273164,0.563560543,21,False,1,2,-1
0.6593625413,0.5893131514,21,False,1,2,-1
0.6048331628,0.6408814367,21,True,1,2,-1
0.5813827597,0.5685201194,21,True,1,2,-1
0.5723743148,0.5643184524,21,True,1,2,-1
0.6576642367,0.5839642902,21,True,1,2,-1
0.5803680226,0.5289826942,21,False,1,2,-1
0.5824495073,0.5743735286,21,False,1,2,-1
0.6801869409,0.6131965399,21,False,1,2,-1
0.687605348,0.5654884818,21,False,1,2,-1
0.6124097245,0.5206543901,21,False,1,2,-1
0.622297042,0.6162499252,21,False,1,2,-1
0.6328573127,0.5868175961,21,False,1,2,-1
0.6188600979,0.5184045844,21,False,1,2,-1
0.5853833286,0.5904777439,21,False,1,2,-1
0.618110721,0.5358625977,21,False,1,2,-1
0.6212239257,0.5678187542,21,False,1,2,-1
0.5591721189,0.5533956407,21,False,1,2,-1
0.6000959542,0.5479239046,21,False,1,2,-1
0.6707295068,0.5853985549,21,False,1,2,-1
0.6042536163,0.5278746459,21,False,1,2,-1
0.5967651542,0.5349981243,21,False,1,2,-1
0.8359543835,0.2865147586,-1,False,2,2,-1
0.8288172582,0.2822152267,-1,False,2,2,-1
0.8285168705,0.2722297433,-1,False,2,2,-1
0.8233975434,0.2816030273,-1,False,2,2,-1
0.8431265364,0.3093151087,-1,False,2,2,-1
0.8407436027,0.2979116715,-1,False,2,2,-1
0.83550964,0.2887656516,-1,False,2,2,-1
0.8022037626,0.2428833178,-1,False,2,2,-1
0.8282398346,0.3000755735,-1,False,2,2,-1
0.8350097016,0.2856785573,-1,False,2,2,-1
0.8321278908,0.2868224894,-1,False,2,2,-1
0.8302342811,0.2905435309,-1,False,2,2,-1
0.8565335903,0.3550919658,-1,False,2,2,-1
0.8430734644,0.3185774791,-1,False,2,2,-1
0.8327201746,0.2811441496,-1,False,2,2,-1
0.8355467904,0.3037194104,-1,False,2,2,-1
0.8321045391,0.3084212758,-1,False,2,2,-1
0.8465783407,0.3216743599,-1,False,2,2,-1
0.8726027368,0.3782228819,-1,False,2,2,-1
0.8452356185,0.3239448259,-1,False,2,2,-1
0.8478648065,0.3475639792,-1,False,2,2,-1
0.8134985501,0.262311678,-1,False,2,2,-1
0.8112896926,0.2550805483,-1,False,2,2,-1
0.8338198269,0.2920234658,-1,False,2,2,-1
0.8183058137,0.2745882877,-1,False,2,2,-1
0.8315770033,0.2918592703,-1,False,2,2,-1
0.8633193789,0.3573080624,-1,False,2,2,-1
0.7994641849,0.2182441947,-1,False,2,2,-1
0.8298065206,0.2928096473,-1,False,2,2,-1
0.8057712638,0.2513703806,-1,False,2,2,-1
0.8432953055,0.3066336101,-1,False,2,2,-1
0.8334907803,0.296407814,-1,False,2,2,-1
0.8292450187,0.2902542857,-1,False,2,2,-1
0.8278057055,0.2911622546,-1,False,2,2,-1
0.8260384072,0.2881491026,-1,False,2,2,-1
0.834654119,0.2927030833,-1,False,2,2,-1
0.7961238319,0.2245978024,-1,False,2,2,-1
0.8553946648,0.3501139039,-1,False,2,2,-1
0.8195890952,0.2690676192,-1,False,2,2,-1
0.8295698194,0.2853566904,-1,False,2,2,-1
0.8332689393,0.2899846135,-1,False,2,2,-1
0.8396715479,0.3064302685,-1,False,2,2,-1
0.8687263564,0.3746616864,-1,False,2,2,-1
0.8392894293,0.3154066559,-1,False,2,2,-1
0.8047236221,0.2188890158,-1,False,2,2,-1
0.849601323,0.3262642244,-1,False,2,2,-1
0.8302183595,0.2917070359,-1,False,2,2,-1
0.8062722637,0.2510104552,-1,False,2,2,-1
0.8389816116,0.296587233,-1,False,2,2,-1
0.8226067703,0.2810549838,-1,False,2,2,-1
0.8432560322,0.3187155774,-1,False,2,2,-1
0.8627557541,0.3505173248,-1,False,2,2,-1
0.821880745,0.2779178696,-1,False,2,2,-1
0.8302650629,0.2918364351,-1,False,2,2,-1
0.8325460984,0.2931434754,-1,False,2,2,-1
0.8270191781,0.2985543177,-1,False,2,2,-1
0.8710466652,0.3824745687,-1,False,2,2,-1
0.8280052563,0.2960326651,-1,False,2,2,-1
0.8324707361,0.301666422,-1,False,2,2,-1
0.8327244203,0.2932478646,-1,False,2,2,-1
0.8313434864,0.3043772801,21,False,2,2,-1
0.8313158889,0.2986945908,21,False,2,2,-1
0.8112758938,0.2529688409,21,False,2,2,-1
0.3450530508,0.7082973136,21,False,3,2,-1
0.4151654361,0.7821907605,-1,False,3,2,-1
0.4114408417,0.8049747998,-1,False,3,2,-1
0.4252565501,0.7604908469,-1,False,3,2,-1
0.4011310709,0.8058479723,-1,False,3,2,-1
0.412468316,0.7836826567,-1,False,3,2,-1
0.4011936959,0.7594730518,-1,False,3,2,-1
0.4311624046,0.8415599667,-1,False,3,2,-1
0.4115522929,0.7775715365,-1,False,3,2,-1
0.4187191386,0.8456550697,-1,False,3,2,-1
0.414784379,0.7763841089,-1,False,3,2,-1
0.4166716201,0.7969933724,-1,False,3,2,-1
0.4102488441,0.7603364378,-1,False,3,2,-1
0.4273189289,0.7643543362,-1,False,3,2,-1
0.420546939,0.7388507397,-1,False,3,2,-1
0.4189261195,0.8077606877,-1,False,3,2,-1
0.4019069839,0.8385674751,-1,False,3,2,-1
0.4293951063,0.7293621926,-1,False,3,2,-1
0.4076514994,0.8060795859,-1,False,3,2,-1
0.4044799154,0.7848755213,-1,False,3,2,-1
0.4060349256,0.7958331294,-1,False,3,2,-1
0.4809195471,0.8473383462,-1,False,3,2,-1
0.4232875782,0.8583209643,-1,False,3,2,-1
0.3281623494,0.7356875282,-1,False,3,2,-1
0.4232843939,0.8269552594,-1,False,3,2,-1
0.4304363794,0.7550278099,-1,False,3,2,-1
0.4788019734,0.782427811,-1,False,3,2,-1
0.4041572375,0.8044300184,-1,False,3,2,-1
0.417163067,0.7871220647,-1,False,3,2,-1
0.5016155123,0.8465684755,-1,False,3,2,-1
0.40360635,0.7595361203,-1,False,3,2,-1
0.4222813327,0.7990604968,-1,False,3,2,-1
0.4297613033,0.7800214215,-1,False,3,2,-1
0.3891028281,0.8158921746,-1,False,3,2,-1
0.4318512795,0.8018844433,-1,False,3,2,-1
0.4361586047,0.7885084843,-1,False,3,2,-1
0.4095875667,0.7943347089,-1,False,3,2,-1
0.4345377852,0.8005643543,-1,False,3,2,-1
0.4330836118,0.77321981,-1,False,3,2,-1
0.4396963856,0.7982982379,-1,False,3,2,-1
0.481553227,0.8021214939,-1,False,3,2,-1
0.4166694972,0.7896513291,-1,False,3,2,-1
0.4360938568,0.8627172737,-1,False,3,2,-1
0.4132261845,0.8272912623,-1,False,3,2,-1
0.4270843505,0.7322861788,-1,False,3,2,-1
0.3952273393,0.7205489134,-1,False,3,2,-1
0.4169783763,0.8001326613,-1,False,3,2,-1
0.4026192104,0.7973326374,-1,False,3,2,-1
0.3851521469,0.7596046257,-1,False,3,2,-1
0.538872071,0.8485507837,-1,False,3,2,-1
0.4550225238,0.8199970641,-1,False,3,2,-1
0.4361925708,0.7818580198,-1,False,3,2,-1
0.4179113825,0.7687386844,-1,False,3,2,-1
0.3951795745,0.781617707,-1,False,3,2,-1
0.4214130744,0.8078226688,-1,False,3,2,-1
0.3926034586,0.7846819662,-1,False,3,2,-1
0.4019282127,0.7890075954,-1,False,3,2,-1
0.4817793138,0.8221990246,-1,False,3,2,-1
0.3922818422,0.8015517026,-1,False,3,2,-1
0.3793534979,0.8036155649,-1,False,3,2,-1
0.4200427548,0.7974283275,-1,False,3,2,-1
0.4638112504,0.863228346,21,True,3,2,-1
0.4505825185,0.8361360757,21,True,3,2,-1
0.846822472,0.7382244042,21,True,4,2,-1
0.8539150168,0.7542111816,21,True,4,2,-1
0.8044253574,0.8124223197,21,True,4,2,-1
0.9007999015,0.680741816,21,True,4,2,-1
0.8341042929,0.7040934719,21,True,4,2,-1
0.8709267224,0.8042168904,21,True,4,2,-1
0.8248644541,0.7342663122,21,True,4,2,-1
0.8626899448,0.7956178266,21,True,4,2,-1
0.8466112453,0.7158013777,21,True,4,2,-1
0.8875701081,0.7388420406,21,True,4,2,-1
0.8335003333,0.7735579877,21,False,4,2,-1
0.8860830301,0.7854735846,21,False,4,2,-1
0.8770204518,0.6526339254,21,False,4,2,-1
0.8248538397,0.6780635796,21,False,4,2,-1
0.8569613508,0.7983547821,21,False,4,2,-1
0.8474264316,0.7266589462,21,False,4,2,-1
0.823003749,0.7995596079,21,False,4,2,-1
0.8469678893,0.7326885123,21,False,4,2,-1
0.8774683797,0.6878011385,21,False,4,2,-1
0.8547195887,0.7563772584,21,False,4,2,-1
0.8542886439,0.8211725304,21,False,4,2,-1
0.8521041995,0.744665003,21,False,4,2,-1
0.8338208883,0.7410961958,21,True,4,2,-1
0.8527771527,0.7404752973,21,True,4,2,-1
0.8815697855,0.7488057762,21,True,4,2,-1
0.8507466172,0.7418541052,21,True,4,2,-1
0.8246871935,0.7323492473,21,False,4,2,-1
0.894359081,0.7501769724,21,False,4,2,-1
0.8553670673,0.7097739864,21,False,4,2,-1
0.8290242391,0.6757920262,21,False,4,2,-1
0.8550539424,0.7227421749,21,True,4,2,-1
0.8747075732,0.7382439772,21,True,4,2,-1
0.8495800942,0.7413887031,21,True,4,2,-1
0.8796528241,0.7096032665,21,True,4,2,-1
0.8551813153,0.7472127529,21,True,4,2,-1
0.84971702,0.7407754163,21,True,4,2,-1
0.8514768882,0.759097903,21,True,4,2,-1
0.8681340727,0.7724358033,21,True,4,2,-1
0.904228354,0.6898378161,21,True,4,2,-1
0.882130226,0.7275081962,21,True,4,2,-1
0.845904326,0.7490667493,21,True,4,2,-1
0.8515596805,0.7413702175,21,True,4,2,-1
0.8445032247,0.7659180001,21,False,4,2,-1
0.865936891,0.7671630593,21,False,4,2,-1
0.9009410731,0.7461764722,21,False,4,2,-1
0.8556929295,0.7389138082,21,False,4,2,-1
0.8464106331,0.7384810278,21,False,4,2,-1
0.9107912401,0.7298982749,21,False,4,2,-1
0.8370572201,0.7381885204,21,False,4,2,-1
0.8190445763,0.7611628527,21,False,4,2,-1
0.8723119021,0.7760850772,21,True,4,2,-1
0.8550900314,0.7412038472,21,True,4,2,-1
0.7763162923,0.8451657451,21,True,4,2,-1
0.8330938016,0.8012744187,21,True,4,2,-1
0.8495333908,0.7428077444,21,False,4,2,-1
0.9023899392,0.7113017665,21,False,4,2,-1
0.8384784888,0.6660609916,21,False,4,2,-1
0.8515331445,0.7184578664,21,False,4,2,-1
0.8983012708,0.7242188477,21,False,4,2,-1
0.859282721,0.7259401828,21,False,4,2,-1
0.8679897168,0.7743778782,21,False,4,2,-1
0.8111145549,0.740909165,21,False,4,2,-1
0.8283438557,0.7404948702,21,True,4,2,-1
0.9063162073,0.1142899085,21,True,5,2,-1
0.8905474485,0.1067140768,21,True,5,2,-1
0.8056672427,0.0974462694,21,True,5,2,-1
0.9045828751,0.0774579045,-1,False,5,2,-1
0.9152397369,0.1200171807,-1,False,5,2,-1
0.8146565816,0.1019469681,-1,False,5,2,-1
0.8809063852,0.1260413099,-1,False,5,2,-1
0.8746247808,0.1297199432,-1,False,5,2,-1
0.8818744189,0.1160449526,-1,False,5,2,-1
0.8410906937,0.1377992356,-1,False,5,2,-1
0.8690798161,0.0968797403,-1,False,5,2,-1
0.8821886052,0.1161319437,-1,False,5,2,-1
0.8914698402,0.1148944962,-1,False,5,2,-1
0.8862157102,0.151291545,-1,False,5,2,-1
0.9297029241,0.0820673419,-1,False,5,2,-1
0.8894849467,0.129881964,-1,False,5,2,-1
0.8813829719,0.123560978,-1,False,5,2,-1
0.8761850982,0.1080374279,-1,False,5,2,-1
0.910277503,0.0910752636,-1,False,5,2,-1
0.8813330842,0.1137190298,-1,False,5,2,-1
0.8485377597,0.1637421368,-1,False,5,2,-1
0.9041922651,0.1140234985,-1,False,5,2,-1
0.8472194507,0.0968471187,-1,False,5,2,-1
0.8443365785,0.1264295074,-1,False,5,2,-1
0.8961242565,0.130736651,-1,False,5,2,-1
0.9369270875,0.1206130693,-1,False,5,2,-1
0.9428074674,0.1037835663,-1,False,5,2,-1
0.8273832522,0.0600923192,-1,False,5,2,-1
0.8864736402,0.0325933658,-1,False,5,2,-1
0.874603552,0.1423510414,-1,False,5,2,-1
0.9220403857,0.1042750657,-1,False,5,2,-1
0.9108528037,0.2082978573,-1,False,5,2,-1
0.8831513317,0.1150184584,-1,False,5,2,-1
0.8507720918,0.1355994498,-1,False,5,2,-1
0.8395356835,0.1188656369,-1,False,5,2,-1
0.873899817,0.1146672321,-1,False,5,2,-1
0.8748954481,0.1076122592,-1,False,5,2,-1
0.8605999686,0.072621203,-1,False,5,2,-1
0.8660876155,0.0834863832,-1,False,5,2,-1
0.8488402702,0.0719578963,-1,False,5,2,-1
0.8904083998,0.1161439049,-1,False,5,2,-1
0.8894987454,0.111087551,-1,False,5,2,-1
0.9092012024,0.1441060856,-1,False,5,2,-1
0.8732905502,0.110860287,-1,False,5,2,-1
0.880081646,0.1612661545,-1,False,5,2,-1
0.8948898013,0.2095777129,-1,False,5,2,-1
0.8881347944,0.0844661197,-1,False,5,2,-1
0.8643691435,0.1499736308,-1,False,5,2,-1
0.9050700763,0.1809946337,-1,False,5,2,-1
0.9015153123,0.0586297825,-1,False,5,2,-1
0.848977196,0.1437994422,-1,False,5,2,-1
0.8775352504,0.1173084974,-1,False,5,2,-1
0.9290703056,0.1100023379,-1,False,5,2,-1
0.8604142165,0.1467256031,-1,False,5,2,-1
0.8197971375,0.1059311575,-1,False,5,2,-1
0.8837287553,0.1485197932,-1,False,5,2,-1
0.8849430431,0.1162319833,-1,False,5,2,-1
0.9630820409,0.2169034454,-1,False,5,2,-1
0.8552768449,0.126820967,-1,False,5,2,-1
0.8777008351,0.1211284912,-1,False,5,2,-1
0.9110714604,0.0785561663,-1,False,5,2,-1
0.9182850095,0.0900128855,-1,False,5,2,-1
0.8992013722,0.112320649,-1,False,5,2,-1
0.8772263713,0.0681781359,21,True,5,2,-1
0.9060869362,0.1179228716,21,True,5,2,-1
0.3155672974,0.5571319056,21,True,6,2,-1
0.2942174849,0.5686777906,21,True,6,2,-1
0.3185297776,0.5148955836,-1,False,6,2,-1
0.3608228711,0.5625133885,-1,False,6,2,-1
0.3449214322,0.5735047057,-1,False,6,2,-1
0.3229517384,0.5756305491,-1,False,6,2,-1
0.3758263314,0.5516873542,-1,False,6,2,-1
0.3206293068,0.5676447721,-1,False,6,2,-1
0.3416628101,0.5712114045,-1,False,6,2,-1
0.3890582476,0.6040461705,-1,False,6,2,-1
0.3383373173,0.5358147526,-1,False,6,2,-1
0.3415110241,0.5519048318,-1,False,6,2,-1
0.3733945714,0.5649273897,-1,False,6,2,-1
0.3313307491,0.5631321122,-1,False,6,2,-1
0.3412467255,0.5594067211,-1,False,6,2,-1
0.3338389328,0.549452772,-1,False,6,2,-1
0.3297332813,0.5655461134,-1,False,6,2,-1
0.3387215587,0.5669901646,-1,False,6,2,-1
0.2857949552,0.5592501373,-1,False,6,2,-1
0.3440786485,0.5807434471,-1,False,6,2,-1
0.2186047153,0.5200932979,-1,False,6,2,-1
0.3669739183,0.539871797,-1,False,6,2,-1
0.319485074,0.5094379835,-1,False,6,2,-1
0.2835691146,0.520188988,-1,False,6,2,-1
0.3202174679,0.5637464864,-1,False,6,2,-1
0.3916407321,0.5637051656,-1,False,6,2,-1
