0,1,2,3,4,5,6,7,cluster,target,segment,stream
0.6941131129467374,0.3564207405434891,0.1582681052239673,0.2538524215768772,0.3726498695396564,0.9682529343872452,0.4466637347700771,0.139781339476205,0,3,0,8
0.5296143303131252,0.6487950492022577,0.8403079901136888,0.4289613937214502,0.8092755936892111,0.6831435536871375,0.6370265892803739,0.8260506087884025,0,0,0,8
0.5292686360536285,0.6502358154474398,0.8370098582598307,0.4315148689673136,0.8128269820032146,0.6815987494009467,0.6353836593411044,0.8243507773971585,0,0,0,8
0.1476252419200212,0.3878464369462528,0.219580148282924,0.8866625340493408,0.3361901598681703,0.5479125561157523,0.630694113753681,0.1772212568379769,0,4,0,8
0.1264958494279674,0.3754421158267668,0.2074251974725098,0.886493918445539,0.3279277497634135,0.5392991109159222,0.6423215214723451,0.1645860415127798,0,4,0,8
0.6963986009721364,0.3589380682951527,0.1591201041036719,0.2563306078495393,0.3713037762241233,0.9676033564337116,0.447961117876191,0.1397045226663942,0,3,0,8
0.5262089393518756,0.6523550763248044,0.8378778139297715,0.4328251750964698,0.8134990550379954,0.6791023037703005,0.6322297131665005,0.8236875667591033,0,0,0,8
0.1599778325829512,0.3851889802801931,0.2168626026628343,0.8810976997841887,0.3495388569815496,0.5580328625420253,0.6319042619555524,0.1838285257691783,0,4,0,8
0.1354072599042726,0.3969714813899564,0.2158210006252002,0.8968499742920163,0.3255246104976445,0.552545430318539,0.6347480668372469,0.1655528273413526,0,4,0,8
0.6996093349855957,0.355641496601351,0.1628522614929829,0.255877498726488,0.3661290131184343,0.9688898036379912,0.4436507046773809,0.1349785695548766,0,3,0,8
0.1465652225125115,0.3870628063863461,0.2185219688451055,0.8852738348442276,0.3353107901113509,0.5489711321558689,0.6298605680339532,0.1776641170970276,0,4,0,8
0.6848815403682742,0.3608631551443824,0.1538538911622332,0.2611324577238434,0.3764239599986653,0.9607270833659532,0.4426813808587303,0.1307672358893442,0,3,0,8
0.5370803337124536,0.6424407314794937,0.8411667930195278,0.4271368011047428,0.8106978769528651,0.6899399716140395,0.6332820175096762,0.832332843307551,0,0,0,8
