,x,y,cluster
0,0.6839115353098769,0.5435036726527372,1
1,0.6857011238531137,0.5511360485409973,1
2,0.6128098875297734,0.5702447166538899,1
3,0.6355533713470528,0.5440473666182779,1
4,0.6536933880753538,0.6055935235174825,1
5,0.6031794386253923,0.5507261032909796,1
6,0.5967205736873167,0.5383331430404454,1
7,0.6207759978601362,0.5691997368521207,1
8,0.5861210296821199,0.5080189422977595,1
9,0.6208386228447452,0.5692149602831558,1
10,0.5921701786191934,0.5833238186889363,1
11,0.617947259148555,0.5693574081021274,1
12,0.6454969451744795,0.5692519314728126,1
13,0.6235261899808516,0.5282965524365645,1
14,0.6191488097007163,0.5694367874210964,1
15,0.6921483129466011,0.5661376524381956,1
16,0.6287431696309159,0.5646501057484763,1
17,0.6158445456822726,0.5699967922056033,1
18,0.6454375045111218,0.590202634740957,1
19,0.6178984328893682,0.6016593539828301,1
20,0.607160901629948,0.5631908311449652,1
21,0.617343299551223,0.5671510979899634,1
22,0.6473544659044109,0.5512871954634175,1
23,0.6810148644116011,0.6007231129741691,1
24,0.6132111120074386,0.5498007361616294,1
25,0.6170652021619418,0.5779064520162891,1
26,0.5762230977926285,0.5648708454984858,1
27,0.6212313557990736,0.5570775361964257,1
28,0.6234678107579109,0.5697347317142127,1
29,0.5827191131453027,0.5644435020415708,1
30,0.6290626631964641,0.5076883763667107,1
31,0.6043937264625587,0.5683298265072556,1
32,0.6429611640180191,0.5436537321872265,1
33,0.5736045242836338,0.4882730648572531,1
34,0.6436457930870508,0.5638824098691329,1
35,0.6271319030777527,0.5443246505407037,1
36,0.6130805548361349,0.5641575190156964,1
37,0.6164283379116796,0.5963387648360491,1
38,0.6202346632474133,0.5479152054891343,1
39,0.6305338196145698,0.5429349687647816,1
40,0.6341841132089892,0.5445899731958875,1
41,0.6431193186401675,0.5745094521195909,1
42,0.6224976542166782,0.5606430812224416,1
43,0.6567386606320241,0.5520516291789678,1
44,0.5968914655944704,0.6298825077340466,1
45,0.55642935689448,0.5726891647229607,1
46,0.6490304803230176,0.5733035389040217,1
47,0.5750236701213014,0.6204918255612281,1
48,0.6210891227831817,0.5694128648866126,1
49,0.621419230752901,0.5491450412391873,1
50,0.6348209774592513,0.5884639014391579,1
51,0.5690053029563239,0.6407759600276196,1
52,0.537857333916418,0.4983455392628597,1
53,0.6198960637543572,0.5668281437744322,1
54,0.6143606519791618,0.6184834200525209,1
55,0.6193759579499765,0.5851680286200504,1
56,0.6767956387536143,0.5617804889983526,1
57,0.630966887304748,0.596029946663622,1
58,0.592985364859529,0.6310253524496131,1
59,0.6637569046699132,0.5916347246461912,1
60,0.8297322198115731,0.2907251246418416,2
61,0.8298680841849624,0.2907903679177064,2
62,0.843006593667871,0.3065096478494185,2
63,0.8286070929694432,0.2941590957281965,2
64,0.7829556020702334,0.1890478287581486,2
65,0.8753709734257777,0.4061665769571623,2
66,0.8250257930021356,0.2880284025727598,2
67,0.8068231512892255,0.2396385522517085,2
68,0.825131937043846,0.2851098533657375,2
69,0.8295029486814787,0.2882872009003572,2
70,0.8107610952366799,0.23028810343234,2
71,0.834606354206913,0.2844943917967454,2
72,0.8606403033172136,0.3453250474372984,2
73,0.8307331581249018,0.3089791058409042,2
74,0.8301260142063186,0.2982846455387191,2
75,0.8366559956523401,0.3112310862461737,2
76,0.817306998288958,0.2754364503308378,2
77,0.8319230328324749,0.3002647789612183,2
78,0.8290168089704453,0.284729267589859,2
79,0.8304731052227114,0.2907729697108092,2
