0,1,2,3,4,5,6,7,8,9,cluster
2953,175,13,67,9,4952,227,247,149,446,2
2952,141,13,85,21,4925,238,236,125,424,2
2945,115,13,108,14,4899,243,226,110,404,2
2936,98,12,127,14,4872,240,223,111,384,2
2930,90,10,150,8,4846,235,224,120,366,2
2925,108,7,162,9,4820,232,232,133,350,2
2923,150,8,175,7,4793,230,240,142,335,2
2922,159,11,182,19,4767,232,242,140,323,2
2920,168,12,190,20,4741,230,245,145,313,2
2920,167,11,201,20,4715,229,244,145,306,2
2918,147,13,216,30,4689,237,238,129,301,2
2912,146,14,228,26,4662,239,237,124,300,2
2908,160,15,242,25,4636,234,242,134,301,2
2906,181,19,258,23,4610,223,248,150,306,2
2908,184,22,258,105,4585,219,249,152,313,2
2908,159,23,242,113,4559,237,237,116,323,2
2899,137,26,228,102,4533,249,220,82,335,2
2889,129,26,212,92,4507,251,215,74,350,2
2877,125,26,192,75,4481,252,212,71,366,2
2865,122,24,170,63,4456,252,213,74,384,2
2855,119,23,150,58,4430,252,213,75,404,2
2843,117,23,127,46,4404,252,211,73,424,2
2831,115,26,108,30,4379,253,205,63,446,2
2816,120,23,85,15,4353,252,213,75,469,1
2808,136,14,60,-2,4328,240,234,120,492,1
2806,231,3,30,-4,4303,214,242,166,516,1
2811,306,8,0,0,4277,198,236,178,541,1
2812,300,12,0,0,4252,187,235,188,566,1
2820,286,16,30,8,4227,173,238,204,592,1
2829,279,17,60,20,4202,170,240,208,618,2
2839,271,21,85,20,4177,160,241,218,644,2
2853,263,23,90,29,4152,157,244,222,671,2
2866,255,21,95,49,4127,166,248,217,698,2
2877,254,21,108,49,4102,168,248,215,725,2
2889,257,25,127,49,4077,155,246,224,752,2
2905,254,24,150,65,4053,158,247,222,780,2
2915,241,17,170,60,4028,186,252,201,789,2
2919,231,12,192,64,4004,200,251,187,794,2
2924,243,10,212,55,3979,201,248,184,800,2
2928,260,11,218,59,3955,193,246,192,808,2
2936,259,16,228,55,3930,180,247,205,816,2
2944,256,19,242,63,3906,173,248,212,825,2
2954,252,18,258,68,3882,177,249,209,836,2
2962,243,15,277,71,3858,189,251,198,847,2
2970,220,11,297,71,3834,207,251,179,859,2
2972,188,11,319,73,3810,221,248,160,872,2
2972,176,13,339,68,3786,226,247,150,886,2
2970,166,14,361,66,3763,231,244,140,900,2
2967,186,15,382,59,3739,221,250,158,916,2
2971,201,17,404,63,3715,211,253,172,932,2
2974,199,17,424,55,3692,211,253,170,949,2
2979,193,16,446,60,3669,216,251,164,966,2
2979,167,13,467,53,3645,230,245,143,984,2
2974,164,9,488,48,3622,228,243,147,1003,2
2978,204,6,509,19,3576,217,245,164,1041,2
2978,169,5,488,19,3553,224,242,153,1062,2
2976,176,4,469,17,3531,221,241,156,1082,2
2976,211,4,450,17,3508,216,244,164,1103,2
2978,196,7,433,38,3485,219,246,162,1124,2
2979,164,11,417,49,3463,230,243,144,1146,2
2976,160,14,402,46,3441,233,242,136,1168,2
2974,161,15,384,62,3419,234,242,135,1191,2
2970,159,15,361,58,3396,235,241,132,1214,2
2968,170,17,339,56,3375,230,245,140,1237,2
2967,170,19,319,64,3353,230,244,137,1260,2
2965,158,21,297,62,3331,237,238,121,1284,2
2959,156,20,277,56,3310,238,238,120,1308,2
2956,153,19,258,53,3288,240,237,119,1332,2
2950,144,19,242,47,3267,243,233,110,1357,2
2944,142,18,228,41,3246,243,233,111,1381,2
2938,152,17,218,35,3225,238,238,124,1406,2
2936,159,17,212,33,3204,236,241,130,1431,2
2931,157,16,210,28,3183,236,241,131,1456,2
2929,169,10,210,26,3163,228,244,148,1482,2
2929,177,5,210,26,3142,222,243,155,1507,1
2928,207,5,210,25,3122,217,245,164,1533,2
2932,165,5,210,29,3102,225,242,151,1559,2
2928,108,10,212,25,3082,238,228,120,1585,2
2921,97,11,218,18,3062,238,224,116,1611,2
2916,100,11,201,41,3042,238,225,116,1638,2
2909,117,11,175,33,3023,238,230,121,1664,2
2905,137,11,150,29,3004,238,236,127,1691,2
2901,143,14,124,25,2985,239,236,124,1717,2
2897,137,17,95,27,2966,244,231,110,1744,2
2889,134,18,67,19,2947,245,229,106,1771,2
2883,129,17,42,13,2928,245,228,106,1798,2
2875,124,16,30,5,2910,245,227,106,1825,2
2869,121,11,30,6,2892,238,231,122,1852,2
2863,63,3,0,0,2874,222,233,146,1879,2
2865,326,10,0,0,2856,195,229,173,1907,2
2871,323,14,0,0,2839,183,224,181,1934,2
2875,340,13,30,10,2821,192,221,167,1962,2
2876,355,13,42,6,2804,198,217,156,1989,2
2877,353,14,60,13,2787,196,215,157,2017,2
2878,351,14,67,17,2771,195,215,158,2045,2
2879,352,13,85,18,2754,196,217,158,2072,2
2880,9,12,108,28,2738,206,215,146,2100,2
2877,46,16,124,22,2722,223,204,110,2128,2
2868,62,20,134,19,2706,233,195,86,2156,2
2858,58,17,150,5,2691,230,201,98,2184,2
2851,25,13,170,-2,2676,213,212,133,2212,2
2851,332,17,192,0,2661,180,217,176,2240,2
2859,315,24,212,10,2639,151,213,199,2268,2
2870,314,25,234,24,2614,145,212,202,2297,2
2880,318,23,258,38,2589,153,212,196,2325,2
2887,328,20,283,50,2563,167,212,183,2353,2
2892,355,14,309,56,2538,196,214,155,2381,2
2889,28,10,335,59,2513,216,217,136,2410,2
2885,351,6,361,53,2488,210,230,159,2438,2
2889,326,7,382,53,2463,202,232,169,2467,2
2891,348,8,404,60,2438,205,227,160,2495,2
2892,4,9,426,68,2413,208,222,151,2524,2
2890,11,10,450,65,2389,209,220,147,2552,2
2890,13,9,474,65,2364,211,221,146,2581,2
2888,29,9,499,57,2340,217,221,139,2609,2
2886,33,8,488,66,2316,219,223,140,2638,2
2884,358,6,467,64,2292,210,228,156,2667,2
2887,328,4,446,67,2268,209,234,164,2695,2
2888,82,5,426,68,2244,227,231,138,2724,2
2882,86,10,408,62,2221,234,224,120,2753,2
2876,80,11,391,56,2197,235,220,116,2782,2
2869,77,13,376,49,2174,236,216,110,2810,2
2863,51,6,362,43,2151,223,227,139,2839,2
2864,36,6,351,44,2128,220,226,143,2868,2
2858,65,15,342,38,2105,233,209,105,2897,2
2848,68,19,335,28,2083,236,199,87,2926,2
2838,68,19,331,18,2060,236,199,87,2955,2
2829,68,17,306,56,2038,235,204,95,2984,2
2822,68,15,277,49,2016,234,208,101,2970,2
2815,69,16,247,42,1994,235,206,98,2949,2
2806,69,18,218,33,1973,236,203,92,2927,2
2797,65,14,190,24,1952,233,210,106,2906,2
2792,66,14,162,19,1931,233,211,108,2885,2
2783,66,16,134,10,1910,234,206,100,2864,2
2776,54,14,108,3,1889,228,208,111,2844,2
2771,46,13,85,-1,1869,224,210,118,2823,2
2767,52,13,60,16,1849,226,211,116,2803,2
2761,58,12,30,9,1829,228,214,117,2783,2
2756,2,6,0,0,1809,212,229,154,2763,2
2761,293,15,30,9,1790,177,236,199,2743,2
2771,289,19,60,20,1771,165,235,208,2724,2
2780,295,15,90,25,1752,175,234,199,2704,2
2786,313,11,120,37,1734,191,232,180,2685,2
2789,331,9,150,40,1716,200,230,169,2666,2
2790,329,10,175,37,1698,196,228,172,2647,2
2793,325,11,201,44,1681,192,228,175,2629,2
2798,3,9,228,55,1664,208,223,152,2610,2
2793,40,12,256,55,1648,221,214,126,2592,2
2789,45,9,285,54,1631,223,221,133,2574,2
2787,85,8,313,51,1616,232,227,128,2556,2
2781,103,10,342,48,1600,237,227,120,2539,2
2776,98,12,350,41,1585,239,223,113,2522,2
2768,82,10,323,33,1571,235,222,118,2505,2
2763,65,5,295,28,1557,225,230,140,2488,2
2762,99,7,268,27,1543,233,230,130,2471,2
2755,107,12,242,20,1530,240,225,113,2455,2
2750,107,8,216,18,1517,234,231,129,2439,2
2747,92,6,190,15,1505,230,231,135,2423,2
2743,82,2,162,11,1493,221,236,151,2408,2
2747,225,1,134,27,1482,218,239,158,2393,2
2746,112,8,108,26,1471,235,231,128,2378,2
2738,110,19,85,18,1461,249,216,88,2363,2
2726,114,19,60,13,1452,249,217,88,2349,2
2719,120,14,30,6,1442,243,227,110,2335,2
2713,104,10,0,0,1434,237,228,121,2321,2
2708,351,6,0,0,1426,209,229,159,2308,2
2714,325,15,30,7,1419,181,222,180,2295,2
2719,327,16,60,17,1412,178,220,181,2282,2
2724,322,17,90,27,1406,175,221,185,2269,2
2730,319,17,120,38,1401,175,222,187,2257,2
2736,326,15,150,47,1396,182,222,179,2245,2
2739,337,14,175,55,1392,188,219,170,2234,2
2741,347,14,201,64,1388,193,217,162,2223,2
2742,350,13,201,20,1385,195,217,160,2212,2
2744,349,13,190,19,1383,195,218,161,2202,2
2745,351,11,170,20,1381,201,222,159,2192,2
2744,79,2,134,19,1380,222,234,148,2173,1
2743,173,4,124,18,1380,222,241,155,2164,1
2744,170,8,120,19,1380,226,244,150,2155,1
2742,168,12,120,17,1380,229,245,146,2147,1
2741,184,10,120,16,1381,223,247,157,2139,1
2742,220,7,120,17,1383,212,247,171,2132,1
2748,236,5,120,23,1385,211,245,172,2125,1
2749,148,6,120,26,1388,228,240,145,2118,1
2743,131,9,120,23,1392,235,235,131,2112,1
2741,139,4,124,26,1396,227,238,146,2106,1
2741,82,3,120,27,1401,224,233,144,2101,1
2736,4,4,120,22,1383,215,232,155,2096,1
2741,0,3,120,27,1353,215,233,156,2092,2
2738,86,6,124,24,1323,229,230,134,2088,1
2734,107,5,134,20,1293,229,234,139,2084,1
2733,120,5,150,21,1263,229,235,140,2081,1
2729,112,9,150,14,1233,237,230,124,2078,1
2723,108,10,150,8,1203,238,228,120,2075,1
2718,135,3,150,6,1173,224,238,149,2073,1
2720,212,4,150,9,1144,216,244,165,2072,1
2720,201,7,153,11,1114,217,247,165,2071,1
2722,198,8,162,12,1084,218,247,164,2070,1
2723,198,7,175,12,1054,218,246,163,2070,1
2726,210,4,180,12,1024,217,243,163,2059,1
2726,259,1,180,15,994,216,239,161,2037,1
2727,14,2,182,16,964,217,235,155,2015,1
2725,50,4,190,16,934,221,231,146,1994,1
2725,51,3,201,13,904,221,232,148,1973,1
2723,67,7,212,14,875,228,226,132,1952,1
2717,74,10,218,15,845,233,220,119,1931,1
2711,67,6,228,5,815,227,228,135,1911,1
2710,34,5,242,4,785,219,228,145,1891,1
2709,9,6,258,10,755,213,227,152,1871,1
2711,9,6,277,10,726,213,227,152,1852,1
2708,37,7,297,6,696,220,224,139,1832,1
2700,36,6,330,0,636,220,226,142,1794,2
2702,23,5,330,1,607,217,228,148,1776,2
2700,45,6,331,0,577,222,226,139,1758,2
2697,64,9,335,46,547,229,221,125,1740,2
2691,72,11,319,40,518,233,219,117,1723,2
2686,76,10,297,35,488,233,220,118,1706,2
2680,79,12,277,33,459,236,217,110,1689,2
2673,79,12,255,26,430,236,218,112,1673,2
2668,75,12,234,20,400,234,217,113,1657,2
2661,72,15,212,13,371,236,210,102,1641,2
2652,66,17,192,4,342,234,205,97,1626,2
2644,43,11,175,-3,313,222,217,128,1611,2
2644,353,6,162,9,285,210,230,158,1597,2
2644,18,5,150,16,256,216,230,151,1583,2
2642,51,9,127,14,228,225,221,129,1570,2
2637,55,14,108,18,201,228,210,112,1557,2
2631,54,15,85,12,175,228,207,109,1544,2
2624,60,16,67,14,150,231,204,101,1532,2
2616,66,16,42,6,127,234,207,101,1521,2
2609,74,13,30,0,108,235,215,109,1510,2
2603,88,13,30,-6,95,239,218,107,1499,2
2595,93,12,30,-5,90,239,221,110,1489,2
2588,89,9,30,2,90,234,225,122,1480,2
2583,80,7,0,0,95,229,228,133,1471,2
2581,82,5,30,-4,108,227,231,138,1463,2
2578,99,5,42,-3,127,228,233,140,1455,2
2576,99,3,67,-9,150,224,235,146,1448,2
2578,85,3,95,-2,175,223,234,147,1442,2
2577,81,5,124,0,201,226,231,140,1436,1
2573,45,5,150,4,228,221,229,144,1430,1
2572,5,5,134,22,256,213,230,154,1426,1
2573,40,7,124,23,285,221,224,139,1421,1
2567,17,8,120,17,313,214,223,146,1418,1
2569,348,11,120,19,342,199,222,161,1415,1
2568,344,12,120,18,371,195,221,164,1413,1
2572,324,10,124,22,400,194,229,175,1411,2
2577,14,2,134,27,430,217,235,155,1410,2
2573,118,9,150,21,459,236,232,127,1410,2
2567,125,13,170,8,488,241,230,116,1410,2
2560,133,11,192,3,518,238,235,125,1411,2
2557,148,9,216,0,543,233,239,138,1413,2
2555,135,11,242,-1,514,237,235,127,1415,2
2550,143,7,240,5,484,231,239,141,1418,2
2551,212,3,240,6,454,217,242,162,1421,2
2551,111,3,242,6,424,225,236,145,1426,2
2547,92,7,247,2,395,231,229,131,1430,2
2544,83,8,256,0,365,232,226,127,1436,2
2539,80,8,268,-5,335,231,225,127,1442,2
2536,90,1,283,-8,306,220,237,153,1448,2
2540,210,4,300,-4,277,217,243,163,1455,2
2539,171,7,300,18,247,226,244,151,1463,2
2537,175,10,270,16,218,226,246,151,1471,2
