0,1,2,3,4,5,6,7,8,9,cluster
2983,335,11,150,38,484,195,225,169,914,2
2984,347,13,175,36,514,196,219,162,937,2
2986,338,15,175,22,543,187,218,170,960,2
2988,324,15,162,24,573,181,223,181,984,2
2995,330,12,153,31,603,192,226,173,1008,2
2994,353,10,150,30,633,203,222,158,1032,2
2996,345,12,150,32,663,196,221,163,1057,2
2998,339,13,150,12,693,191,221,168,1082,2
3001,338,13,134,15,722,191,221,169,1107,2
3003,340,12,124,17,752,195,223,166,1132,2
3005,343,10,120,19,782,200,225,163,1158,2
3006,347,8,120,6,812,204,227,161,1183,2
3007,339,8,108,7,842,203,228,164,1209,2
3009,328,9,95,9,872,198,230,171,1235,2
3012,318,11,85,0,902,190,230,179,1262,2
3017,315,13,67,5,924,186,229,183,1288,2
3022,317,12,60,10,918,188,230,181,1315,2
3026,326,10,60,14,912,195,229,173,1342,2
3028,342,9,42,4,908,202,227,164,1369,2
3029,354,9,30,5,904,206,225,158,1396,2
3029,5,8,30,5,902,210,224,152,1423,2
3028,12,8,0,0,900,212,224,149,1450,2
3027,16,8,0,0,900,214,224,147,1477,1
3026,16,7,0,0,900,214,226,148,1505,1
3025,13,6,30,0,900,214,227,150,1532,1
3024,9,6,30,-3,900,213,227,152,1560,1
3024,11,6,42,-3,900,214,228,151,1588,1
3023,17,6,60,-4,900,215,228,150,1616,1
3022,10,5,67,-8,892,214,229,152,1643,1
3022,5,5,85,-7,872,213,230,154,1671,1
3022,0,5,95,-7,850,212,230,156,1699,1
3022,353,6,108,-9,825,210,230,158,1728,1
3178,162,15,589,137,792,234,242,135,1463,2
3172,136,14,560,131,811,241,234,118,1477,2
3165,115,15,532,124,830,245,224,104,1492,2
3155,104,16,503,114,842,245,218,97,1500,2
3149,104,14,474,108,841,243,221,104,1509,2
3142,112,12,446,101,840,240,227,115,1518,2
3138,135,8,418,94,840,233,237,135,1528,2
3137,131,10,390,96,840,237,235,127,1538,2
3129,117,17,362,88,840,246,222,99,1549,2
3121,111,16,335,80,840,246,221,98,1560,2
3113,106,14,309,72,840,243,223,107,1572,2
3108,112,11,283,67,836,239,228,119,1584,2
3103,114,13,256,60,825,242,227,112,1597,2
3096,108,11,228,46,811,239,227,118,1610,2
3093,68,5,201,36,787,225,230,139,1624,2
3091,59,10,175,34,765,228,219,124,1638,1
3083,62,12,150,24,743,230,215,115,1652,1
3078,56,11,127,19,721,227,218,123,1667,1
3074,56,10,108,15,700,227,218,124,1682,1
3070,62,9,85,7,679,228,221,126,1698,1
3066,69,9,67,3,658,230,222,125,1708,1
3059,24,3,60,-3,636,218,233,152,1679,1
3062,272,7,67,0,616,202,242,179,1651,1
