0,1,2,3,4,5,6,7,cluster,is_included,target,segment,stream
0.7866615923663298,0.588061309281138,0.7846191055153373,0.9818414959840917,0.7494374199024052,0.680532638255975,0.8057876489687041,0.4759797775031674,8,True,3,0,6
0.9862084000861292,0.39341317279645,0.7461450938657155,0.6216925095568225,0.9957578236204548,0.6498928297171289,0.4867486349376256,0.6566026222420454,8,True,0,0,6
0.9788826565022944,0.39331251874242,0.7402313013574374,0.6149602420426049,0.9988299466113632,0.640859884238746,0.491282373889472,0.6646654659273064,8,True,0,0,6
0.4330723041633897,0.3886575512351015,0.8964747840029664,0.6213715663021963,0.6485406364775644,0.6295308637084867,0.0814919149082017,0.1002502390318981,8,True,4,0,6
0.4307732773236938,0.3850513590638957,0.9024856964571216,0.6152193811935518,0.6457415902658786,0.6349302999319182,0.0760752496900986,0.0997583905720717,8,True,4,0,6
0.7838883531836606,0.5873235133254976,0.7912256556965341,0.97475780229703,0.7406312455147188,0.6676196133749573,0.8145242511210928,0.4678267689575619,8,True,3,0,6
0.9838914839749688,0.3977789905097335,0.7392305665685474,0.609443295247681,1.0042849186276115,0.6352358555026109,0.4855361542162695,0.6675543289857453,8,True,0,0,6
0.4239674547636377,0.386332181628607,0.8994071104726532,0.6127913452674362,0.6527078049625915,0.6405015370602363,0.0779020507090688,0.0920548726512508,8,True,4,0,6
0.4295757887614256,0.3836681428580187,0.9017023497251928,0.6130206678590255,0.6446364245038257,0.6368000036478443,0.0787647386640539,0.0995555872173328,8,True,4,0,6
0.7693343092617213,0.5896285772059651,0.7960108453843489,0.961781936347354,0.7356754842531835,0.6790954545675177,0.8171932466071289,0.4810501882024262,8,True,3,0,6
0.4318257301988056,0.3880976675861011,0.9061223123231632,0.6198815751149378,0.6438034550556997,0.6306825626590036,0.0805580948114043,0.1016952030750798,8,True,4,0,6
0.7764395320779583,0.595564477676778,0.7979230511245632,0.9683465866144768,0.7346591277609682,0.67743354127221,0.800827990782791,0.4754180208301451,8,True,3,0,6
0.9860491072338844,0.3987070787974848,0.742352052602457,0.6065107551589038,0.9937649138160664,0.6469459870739764,0.4866542988936834,0.6665610808294313,8,True,0,0,6
0.9747848545063696,0.3953150343797406,0.7381505893906944,0.6099592639156539,0.9975246958554196,0.645652986365194,0.4862894131092173,0.6691454739714141,8,True,0,0,6
0.9797016817629268,0.3937572721047899,0.7396523585981265,0.6140682533689378,0.9993989875584686,0.6418163557315396,0.4910933829026214,0.6657036334950908,8,True,0,0,6
0.433353606597718,0.3877864265030195,0.900870173872187,0.6186270954156547,0.6509665078391488,0.6405075590877858,0.0724329712126849,0.1015288061597109,8,True,4,0,6
0.4324478651388415,0.3865875047248283,0.9022201430993642,0.6178932773842403,0.6485438173115707,0.6325605708325848,0.073939001864471,0.1019410245456055,8,True,4,0,6
0.9756193326114704,0.4018504240737051,0.7369924808934538,0.6138445404152189,1.0023142635961113,0.6461586563710155,0.49664607090266,0.658114386402551,8,True,0,0,6
0.4295248912821432,0.3865922886204773,0.8984413944832815,0.6162696508801155,0.6463353142813746,0.6333665666934233,0.0760671147903773,0.1027636075057851,8,True,4,0,6
0.3983385583119945,0.3996761757130748,0.9188687909872456,0.6058964297028792,0.6730537720371764,0.658167465454806,0.1093746132424526,0.0733396369921072,8,True,4,0,6
0.4307908205780403,0.3685948810399836,0.9225727393307824,0.617066927109347,0.6299386943826852,0.6312762789927606,0.0680228677081157,0.0985544385011932,8,True,4,0,6
0.7791245393486399,0.6058323601201696,0.8017965362522732,0.982756129116836,0.7406904246234358,0.6622297867794501,0.7869714247438816,0.469665231307094,8,True,3,0,6
