connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,0,3
0.0,1.0,,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.7302967433402214,,,1,0,3
0.0,1.0,,0.0,0.3142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.560611910581388,,,2,0,3
0.0,1.0,,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0,0.5222329678670935,,,3,0,3
0.0,1.0,,0.0,0.543859649122807,0.0,0.0,0.0,0.0,1.0,0.0,0.7374684055082001,,,4,0,3
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,0,5
0.0,1.0,,0.0,0.4256410256410256,0.0,0.0,0.0,0.0,1.0,0.0,0.6524116994973539,,,1,0,5
0.0,1.0,,0.0,0.25882352941176473,0.0,0.0,0.0,0.0,1.0,0.0,0.5087470190691683,,,2,0,5
0.0,1.0,,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.5773502691896257,,,3,0,5
0.0,1.0,,0.0,0.6444444444444445,0.0,0.0,0.0,0.0,1.0,0.0,0.8027729719194864,,,4,0,5
0.0,1.0,,0.0,0.37777777777777777,0.0,0.0,0.0,0.0,1.0,0.0,0.6146362971528592,,,6,0,5
0.0,1.0,,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.6969320524371696,,,7,0,5
0.0,1.0,,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.6454972243679028,,,8,0,5
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,0,10
0.0,1.0,,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.6324555320336759,,,1,0,10
0.0,1.0,,0.0,0.15555555555555556,0.0,0.0,0.0,0.0,1.0,0.0,0.39440531887330776,,,2,0,10
90.66666666666666,1.0,0.27931382961974444,0.1614679242548763,0.4105785785785786,0.09664857319893483,0.21012867014458908,0.27804112517091467,0.2759848354910028,0.9999999999999986,0.2780411251709147,0.5860299477783896,75.07405167547496,0.8762297843008449,0,0,100
0.0,1.0,,0.0,0.3206060606060606,0.0,0.0,0.0,0.0,1.0,0.0,0.5662208585049305,,,1,0,100
90.66666666666666,1.0,0.27931382961974444,0.1614679242548763,0.4105785785785786,0.09664857319893483,0.21012867014458908,0.27804112517091467,0.2759848354910028,0.9999999999999986,0.2780411251709147,0.5860299477783896,75.07405167547496,0.8762297843008449,0,0,500
0.0,1.0,,0.0,0.32370340681362725,0.0,0.0,0.0,0.0,1.0,0.0,0.5689493886222458,,,1,0,500
90.66666666666666,1.0,0.27931382961974444,0.1614679242548763,0.4105785785785786,0.09664857319893483,0.21012867014458908,0.27804112517091467,0.2759848354910028,0.9999999999999986,0.2780411251709147,0.5860299477783896,75.07405167547496,0.8762297843008449,0,0,1000
0.0,1.0,,0.0,0.3214194194194194,0.0,0.0,0.0,0.0,1.0,0.0,0.5669386381429823,,,1,0,1000
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,1,3
0.0,1.0,,0.0,0.5492957746478874,0.0,0.0,0.0,0.0,1.0,0.0,0.7411449079956546,,,1,1,3
0.0,1.0,,0.0,0.3170731707317073,0.0,0.0,0.0,0.0,1.0,0.0,0.563092506371473,,,2,1,3
0.0,1.0,,0.0,0.3103448275862069,0.0,0.0,0.0,0.0,1.0,0.0,0.5570860145311556,,,3,1,3
0.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,5,1,3
0.0,1.0,,0.0,0.5502008032128514,0.0,0.0,0.0,0.0,1.0,0.0,0.7417552178534718,,,6,1,3
0.0,1.0,,0.0,0.5460992907801419,0.0,0.0,0.0,0.0,1.0,0.0,0.7389853116132565,,,7,1,3
