connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,1,3
0.0,1.0,,0.0,0.5492957746478874,0.0,0.0,0.0,0.0,1.0,0.0,0.7411449079956546,,,1,1,3
0.0,1.0,,0.0,0.3170731707317073,0.0,0.0,0.0,0.0,1.0,0.0,0.563092506371473,,,2,1,3
0.0,1.0,,0.0,0.3103448275862069,0.0,0.0,0.0,0.0,1.0,0.0,0.5570860145311556,,,3,1,3
0.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,5,1,3
0.0,1.0,,0.0,0.5502008032128514,0.0,0.0,0.0,0.0,1.0,0.0,0.7417552178534718,,,6,1,3
0.0,1.0,,0.0,0.5460992907801419,0.0,0.0,0.0,0.0,1.0,0.0,0.7389853116132565,,,7,1,3
0.0,1.0,,0.0,0.5362318840579711,0.0,0.0,0.0,0.0,1.0,0.0,0.7322785563281032,,,8,1,3
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,1,5
0.0,1.0,,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.6324555320336759,,,1,1,5
0.0,1.0,,0.0,0.24210526315789474,0.0,0.0,0.0,0.0,1.0,0.0,0.49204193231664184,,,2,1,5
0.0,1.0,,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.4472135954999579,,,3,1,5
0.0,1.0,,0.0,0.6444444444444445,0.0,0.0,0.0,0.0,1.0,0.0,0.8027729719194864,,,4,1,5
0.0,1.0,,0.0,0.6631578947368421,0.0,0.0,0.0,0.0,1.0,0.0,0.8143450710459553,,,5,1,5
0.0,1.0,,0.0,0.4105263157894737,0.0,0.0,0.0,0.0,1.0,0.0,0.6407232755171874,,,6,1,5
0.0,1.0,,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.6324555320336759,,,7,1,5
0.0,1.0,,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.6454972243679028,,,8,1,5
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,1,10
0.0,1.0,,0.0,0.43157894736842106,0.0,0.0,0.0,0.0,1.0,0.0,0.6569466853317864,,,1,1,10
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,1,100
0.0,1.0,,0.0,0.3251505016722408,0.0,0.0,0.0,0.0,1.0,0.0,0.5702196959701066,,,1,1,100
0.0,1.0,,0.0,0.3278787878787879,0.0,0.0,0.0,0.0,1.0,0.0,0.5726070099804821,,,7,1,100
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,1,500
0.0,1.0,,0.0,0.32438038038038036,0.0,0.0,0.0,0.0,1.0,0.0,0.569544010924863,,,1,1,500
465.0,1.0,0.6996167112097362,0.5870984928428911,0.7997117117117117,0.6020465671340935,0.7640293025024357,0.7398387629884905,0.7387756432949395,1.0,0.7398387629884905,0.7785847433510887,924.6787539020133,0.4442009692063016,0,1,1000
0.0,1.0,,0.0,0.3214194194194194,0.0,0.0,0.0,0.0,1.0,0.0,0.5669386381429823,,,1,1,1000
