x,y,cluster,is_included,target,segment,stream
0.6839115353,0.5435036727,16,True,1,0,-1
0.6857011239,0.5511360485,16,True,1,0,-1
0.6128098875,0.5702447167,16,True,1,0,-1
0.6355533713,0.5440473666,16,True,1,0,-1
0.6536933881,0.6055935235,16,True,1,0,-1
0.6031794386,0.5507261033,16,True,1,0,-1
0.5967205737,0.538333143,16,True,1,0,-1
0.6207759979,0.5691997369,16,True,1,0,-1
0.5861210297,0.5080189423,16,True,1,0,-1
0.6208386228,0.5692149603,16,True,1,0,-1
0.5921701786,0.5833238187,16,True,1,0,-1
0.6179472591,0.5693574081,16,True,1,0,-1
0.6454969452,0.5692519315,16,True,1,0,-1
0.62352619,0.5282965524,16,True,1,0,-1
0.6191488097,0.5694367874,16,True,1,0,-1
0.6921483129,0.5661376524,16,True,1,0,-1
0.6287431696,0.5646501057,16,True,1,0,-1
0.6158445457,0.5699967922,16,True,1,0,-1
0.6454375045,0.5902026347,16,True,1,0,-1
0.6178984329,0.601659354,16,True,1,0,-1
0.6071609016,0.5631908311,16,True,1,0,-1
0.6173432996,0.567151098,16,True,1,0,-1
0.6473544659,0.5512871955,16,True,1,0,-1
0.6810148644,0.600723113,16,True,1,0,-1
0.613211112,0.5498007362,16,True,1,0,-1
0.6170652022,0.577906452,16,True,1,0,-1
0.5762230978,0.5648708455,16,True,1,0,-1
0.6212313558,0.5570775362,16,True,1,0,-1
0.6234678108,0.5697347317,16,True,1,0,-1
0.5827191131,0.564443502,16,True,1,0,-1
0.6290626632,0.5076883764,16,True,1,0,-1
0.6043937265,0.5683298265,16,True,1,0,-1
0.642961164,0.5436537322,16,True,1,0,-1
0.5736045243,0.4882730649,16,True,1,0,-1
0.6436457931,0.5638824099,16,True,1,0,-1
0.6271319031,0.5443246505,16,True,1,0,-1
0.6130805548,0.564157519,16,True,1,0,-1
0.6164283379,0.5963387648,16,True,1,0,-1
0.6202346632,0.5479152055,16,True,1,0,-1
0.6305338196,0.5429349688,16,True,1,0,-1
0.6341841132,0.5445899732,16,True,1,0,-1
0.6431193186,0.5745094521,16,True,1,0,-1
0.6224976542,0.5606430812,16,True,1,0,-1
0.6567386606,0.5520516292,16,True,1,0,-1
0.5968914656,0.6298825077,16,True,1,0,-1
0.5564293569,0.5726891647,16,True,1,0,-1
0.6490304803,0.5733035389,16,True,1,0,-1
0.5750236701,0.6204918256,16,True,1,0,-1
0.6210891228,0.5694128649,16,True,1,0,-1
0.6214192308,0.5491450412,16,True,1,0,-1
0.6348209775,0.5884639014,16,True,1,0,-1
0.569005303,0.64077596,16,True,1,0,-1
0.5378573339,0.4983455393,16,True,1,0,-1
0.6198960638,0.5668281438,16,True,1,0,-1
0.614360652,0.6184834201,16,True,1,0,-1
0.6193759579,0.5851680286,16,True,1,0,-1
0.6767956388,0.561780489,16,True,1,0,-1
0.6309668873,0.5960299467,16,True,1,0,-1
0.5929853649,0.6310253524,16,True,1,0,-1
0.6637569047,0.5916347246,16,True,1,0,-1
0.8297322198,0.2907251246,16,True,2,0,-1
0.8298680842,0.2907903679,16,True,2,0,-1
0.8430065937,0.3065096478,16,True,2,0,-1
0.828607093,0.2941590957,16,True,2,0,-1
0.7829556021,0.1890478288,16,True,2,0,-1
0.8753709734,0.406166577,16,True,2,0,-1
0.825025793,0.2880284026,16,True,2,0,-1
0.8068231513,0.2396385523,16,True,2,0,-1
0.825131937,0.2851098534,16,True,2,0,-1
0.8295029487,0.2882872009,16,True,2,0,-1
0.8107610952,0.2302881034,16,True,2,0,-1
0.8346063542,0.2844943918,16,True,2,0,-1
0.8606403033,0.3453250474,16,True,2,0,-1
0.8307331581,0.3089791058,16,True,2,0,-1
0.8301260142,0.2982846455,16,True,2,0,-1
0.8366559957,0.3112310862,16,True,2,0,-1
0.8173069983,0.2754364503,16,True,2,0,-1
0.8319230328,0.300264779,16,True,2,0,-1
0.829016809,0.2847292676,16,True,2,0,-1
0.8304731052,0.2907729697,16,True,2,0,-1
0.8323009056,0.287126958,16,True,2,0,-1
0.8282292202,0.2840159411,16,True,2,0,-1
0.8078538099,0.254379183,16,True,2,0,-1
0.8251712103,0.2973647153,16,True,2,0,-1
0.8297449571,0.2929673186,16,True,2,0,-1
0.8378448089,0.2914134412,16,True,2,0,-1
0.8301483045,0.2893332681,16,True,2,0,-1
0.903249706,0.4623671348,16,True,2,0,-1
0.8496745624,0.3279344523,16,True,2,0,-1
0.8292588174,0.2896670962,16,True,2,0,-1
0.8265309155,0.2972690252,16,True,2,0,-1
0.8336574265,0.2909132428,16,True,2,0,-1
0.8316810244,0.2832634687,16,True,2,0,-1
0.8296281987,0.2965209023,16,True,2,0,-1
0.8252465726,0.2896866692,16,True,2,0,-1
0.8155948949,0.2727103688,16,True,2,0,-1
0.8179035278,0.2706541182,16,True,2,0,-1
0.8462864446,0.3249158634,16,True,2,0,-1
0.8257496954,0.2722264812,16,True,2,0,-1
0.8330131321,0.3057865349,16,True,2,0,-1
0.837343809,0.3036617789,16,True,2,0,-1
0.8303393637,0.2932641755,16,True,2,0,-1
0.8242509415,0.2810267117,16,True,2,0,-1
0.8490812172,0.3212959489,16,True,2,0,-1
0.8436010003,0.3297623514,16,True,2,0,-1
0.8286983768,0.2916842008,16,True,2,0,-1
0.830316012,0.2852599129,16,True,2,0,-1
0.8433844665,0.3154653748,16,True,2,0,-1
0.8244993186,0.2920397767,16,True,2,0,-1
0.8027631417,0.2145894839,16,True,2,0,-1
0.8317754926,0.302263398,16,True,2,0,-1
0.8309072344,0.2900857405,16,True,2,0,-1
0.838235419,0.3003843916,16,True,2,0,-1
0.8231332447,0.2827828432,16,True,2,0,-1
0.8604195237,0.3718594877,16,True,2,0,-1
0.8051864102,0.2279252095,16,True,2,0,-1
0.8281421821,0.2905609291,16,True,2,0,-1
0.8310855563,0.29251714,16,True,2,0,-1
0.8310048869,0.2839311248,16,True,2,0,-1
0.8534808877,0.3461351514,16,True,2,0,-1
0.8316927003,0.2912688186,16,True,2,0,-1
0.8417583397,0.3209208001,16,True,2,0,-1
0.8269353243,0.2971820342,16,True,2,0,-1
0.3804616417,0.8320909926,16,True,3,0,-1
0.4101384543,0.8285363215,16,True,3,0,-1
0.4050913051,0.798413501,16,True,3,0,-1
0.4551626339,0.8665100828,16,True,3,0,-1
0.4400785041,0.8391861989,16,True,3,0,-1
0.3708290699,0.7435275952,16,True,3,0,-1
0.4175770287,0.7834347323,16,True,3,0,-1
0.3710615253,0.7418954259,16,True,3,0,-1
0.3807683979,0.8030892691,16,True,3,0,-1
0.4291987399,0.792630772,16,True,3,0,-1
0.4204981128,0.7889543134,16,True,3,0,-1
0.426186372,0.8133726968,16,True,3,0,-1
0.4381848944,0.7966802046,16,True,3,0,-1
0.3855119752,0.8012820304,16,True,3,0,-1
0.418782825,0.7830682825,16,True,3,0,-1
0.4303344811,0.7856812757,16,True,3,0,-1
0.4769094252,0.8262517194,16,True,3,0,-1
0.4491421439,0.8176102475,16,True,3,0,-1
0.3473500079,0.81821701,16,True,3,0,-1
0.4171057492,0.8177798801,16,True,3,0,-1
0.3535010551,0.8229688953,16,True,3,0,-1
0.4484065656,0.7656004828,16,True,3,0,-1
0.4209651465,0.7992714501,16,True,3,0,-1
0.4244328724,0.8071963333,16,True,3,0,-1
0.4278942296,0.8378041288,16,True,3,0,-1
0.4035309877,0.8028467816,16,True,3,0,-1
0.4349262723,0.7878125561,16,True,3,0,-1
0.464620068,0.8015397413,16,True,3,0,-1
0.4198867231,0.7989104373,16,True,3,0,-1
0.3924325667,0.7607137614,16,True,3,0,-1
0.4200788438,0.799641162,16,True,3,0,-1
0.449638898,0.7968987696,16,True,3,0,-1
0.4086089186,0.7590935534,16,True,3,0,-1
0.3922627362,0.7390399452,16,True,3,0,-1
0.4815224452,0.8655357832,16,True,3,0,-1
0.5007652985,0.7914835777,16,True,3,0,-1
0.4433084673,0.7981525279,16,True,3,0,-1
0.4593224189,0.8666547054,16,True,3,0,-1
0.421776087,0.7906636872,16,True,3,0,-1
0.4098762785,0.8006633066,16,True,3,0,-1
0.4433986898,0.8081488852,16,True,3,0,-1
0.425089904,0.808159759,16,True,3,0,-1
0.4236505908,0.756250034,16,True,3,0,-1
0.4772098128,0.8389176141,16,True,3,0,-1
0.4010684459,0.773982069,16,True,3,0,-1
0.4227865783,0.8035524964,16,True,3,0,-1
0.4112593354,0.8130932381,16,True,3,0,-1
0.361403479,0.791131264,16,True,3,0,-1
0.4818557375,0.8090666406,16,True,3,0,-1
0.4514985416,0.7749944271,16,True,3,0,-1
0.4529187489,0.845773595,16,True,3,0,-1
0.4141570677,0.7411451282,16,True,3,0,-1
0.3998499123,0.8316506005,16,True,3,0,-1
0.4116892187,0.7257999097,16,True,3,0,-1
0.4216635743,0.8062155094,16,True,3,0,-1
0.4483789682,0.764356511,16,True,3,0,-1
0.4157566584,0.7976392808,16,True,3,0,-1
0.4118165916,0.7771507174,16,True,3,0,-1
0.3971772054,0.8185780228,16,True,3,0,-1
0.4896403415,0.794110707,16,True,3,0,-1
0.3994019845,0.808465315,16,True,3,0,-1
0.4656570953,0.7998303675,16,True,3,0,-1
0.8045463616,0.7611041337,16,True,4,0,-1
0.8535456356,0.7327950763,16,True,4,0,-1
0.7747326232,0.794483681,16,True,4,0,-1
0.9078765248,0.7043838044,16,True,4,0,-1
0.8580249141,0.7513339531,16,True,4,0,-1
0.8290677581,0.7592262147,16,True,4,0,-1
0.8611784536,0.7962528612,16,True,4,0,-1
0.8206887475,0.7761100872,16,True,4,0,-1
0.8392087599,0.7126131563,16,True,4,0,-1
0.8318561621,0.7651633529,16,True,4,0,-1
0.8755047149,0.6564713174,16,True,4,0,-1
0.8323040899,0.7395401436,16,True,4,0,-1
0.8525807862,0.7423249441,16,True,4,0,-1
0.8516159369,0.740701474,16,True,4,0,-1
0.8401874079,0.7312651215,16,True,4,0,-1
0.8068019225,0.7864815932,16,True,4,0,-1
0.8862326932,0.7207424685,16,True,4,0,-1
0.8317680625,0.7445714876,16,True,4,0,-1
0.8182400044,0.7554769012,16,True,4,0,-1
0.8447123284,0.741937834,16,True,4,0,-1
0.8719244764,0.7071860031,16,True,4,0,-1
0.8621220741,0.7613988158,16,True,4,0,-1
0.8132724633,0.7071348959,16,True,4,0,-1
0.8544595358,0.7110168708,16,True,4,0,-1
0.8630051926,0.7938856177,16,True,4,0,-1
0.8472714613,0.8121037151,16,True,4,0,-1
0.8892588598,0.7157894165,16,True,4,0,-1
0.8584441831,0.6538561495,16,True,4,0,-1
0.8670821852,0.7466842824,16,True,4,0,-1
0.802624093,0.7929515514,16,True,4,0,-1
0.8536772542,0.7208522947,16,True,4,0,-1
0.8605606953,0.7175335867,16,True,4,0,-1
0.8941085811,0.7443855443,16,True,4,0,-1
