connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,5,3
0.0,1.0,,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.7302967433402214,,,1,5,3
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,5,5
0.0,1.0,,0.0,0.37777777777777777,0.0,0.0,0.0,0.0,1.0,0.0,0.6146362971528592,,,1,5,5
456.5,1.0,0.5699853068702033,0.5870984928428911,0.7997117117117117,0.6020465671340935,0.7640293025024357,0.7398387629884905,0.7387756432949395,1.0,0.7398387629884905,0.7785847433510887,490.8508177400108,0.6274018406757654,0,5,10
0.0,1.0,,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.6324555320336759,,,1,5,10
456.5,1.0,0.5699853068702033,0.5870984928428911,0.7997117117117117,0.6020465671340935,0.7640293025024357,0.7398387629884905,0.7387756432949395,1.0,0.7398387629884905,0.7785847433510887,490.8508177400108,0.6274018406757654,0,5,100
0.0,1.0,,0.0,0.3206060606060606,0.0,0.0,0.0,0.0,1.0,0.0,0.5662208585049305,,,1,5,100
456.5,1.0,0.5699853068702033,0.5870984928428911,0.7997117117117117,0.6020465671340935,0.7640293025024357,0.7398387629884905,0.7387756432949395,1.0,0.7398387629884905,0.7785847433510887,490.8508177400108,0.6274018406757654,0,5,500
0.0,1.0,,0.0,0.32370340681362725,0.0,0.0,0.0,0.0,1.0,0.0,0.5689493886222458,,,1,5,500
456.5,1.0,0.5699853068702033,0.5870984928428911,0.7997117117117117,0.6020465671340935,0.7640293025024357,0.7398387629884905,0.7387756432949395,1.0,0.7398387629884905,0.7785847433510887,490.8508177400108,0.6274018406757654,0,5,1000
0.0,1.0,,0.0,0.3214194194194194,0.0,0.0,0.0,0.0,1.0,0.0,0.5669386381429823,,,1,5,1000
