0,1,2,3,4,5,6,7,cluster,target,segment,stream
0.0935046653601305,0.308272935624482,0.4098275553825914,0.3764152353660899,0.996390837380182,0.8091081988044947,0.8601653060933165,0.6409609870259326,4,3,0,5
0.0525653612608021,0.1045838278757848,0.6848258364165898,0.7722133385119572,0.5660803028444895,0.9564525642360426,0.5537258489788824,0.1213469427704728,0,0,0,5
0.0563339429581435,0.1047546808457667,0.6807886348829897,0.7727854433900077,0.5632964427973153,0.9593831319720216,0.5527786119162573,0.1203774647219338,0,0,0,5
0.8285630231069572,0.4354552578677574,0.9344669100124948,0.731113188665547,0.5798194392248595,0.4653337741227193,0.6703474394966386,0.3784653002450483,4,4,0,5
0.8005246108951061,0.4583462395216862,0.9290914398727272,0.7614717126094989,0.5624193826346825,0.4948286372105497,0.6870665479789607,0.3865156430146938,4,4,0,5
0.0646752221814997,0.316030392166137,0.3835228804285547,0.3528432897476872,0.9586523873159462,0.8293374972421362,0.8434588140835707,0.6144352554105893,4,3,0,5
0.0620551023877709,0.1115469302574184,0.693868153379569,0.7782399574891711,0.5750172948590546,0.9483574822125288,0.549436838328216,0.1216518445947214,0,0,0,5
0.8143353910737947,0.4409316701156284,0.9548213546473738,0.7192133724698354,0.577582545803388,0.4858607550170084,0.6711025226282791,0.3821082651102607,4,4,0,5
0.8294943616145947,0.4343990035190738,0.9431697765124036,0.73841634906268,0.5791486037751722,0.4656532316330626,0.6700814097972893,0.384119150871736,4,4,0,5
0.077838335673271,0.3368391221676042,0.3891083427527765,0.3726879549099254,0.9811780524607157,0.8158844189176385,0.8635154042647722,0.6396153688540275,4,3,0,5
0.8324728082275469,0.4261355157342059,0.94757668426431,0.7355671956928193,0.5756209824131037,0.4686118248918366,0.6677702999234968,0.3812475098888466,4,4,0,5
0.0796455263091718,0.331633994994723,0.3995489275483931,0.3598902791569729,0.9712877281488476,0.8225489192538613,0.8592877059774631,0.6396474054919654,4,3,0,5
0.0495739469034,0.0999430026819357,0.679040842192815,0.7831508460565331,0.5671716725174812,0.9491592609952552,0.5487893293344627,0.1274358563632288,0,0,0,5
0.0560193740888683,0.1031723465802995,0.6814865104870418,0.7683498431952085,0.5688727131088794,0.9538084514927851,0.5503060741329793,0.1206833719756589,0,0,0,5
0.0577462453004902,0.1039406696213387,0.6877883638931749,0.768321141364048,0.5619334215677261,0.9598698547861318,0.5591351219967555,0.1244261413521026,0,0,0,5
0.8358678867266895,0.4350636378429016,0.941239063331788,0.7321138223359904,0.5778567117090853,0.4583331667162899,0.6770981940450311,0.3780563526580027,4,4,0,5
0.8451156031062195,0.4555179348892543,0.924877857584319,0.7440064618347787,0.5600113179797181,0.4547531042841185,0.6798272599429942,0.3801245883810182,4,4,0,5
0.0518588845752455,0.1058718940531484,0.679985708528285,0.7746650685895873,0.5670469085918313,0.954778563732134,0.5564573304090554,0.1220517944072515,0,0,0,5
0.8285467345012816,0.4346854945429183,0.9441992966503624,0.7373555394063112,0.5805587221599194,0.4657560102602815,0.6684074487295624,0.3846783797705743,4,4,0,5
0.8298058378444099,0.4351740261249129,0.9432184351687152,0.7380404555160972,0.5792364323603034,0.465773875885387,0.6691722371864953,0.3840593814178434,4,4,0,5
0.8327746608564707,0.4421986633881943,0.9507288302441526,0.7212302772992399,0.5748704629424227,0.4844025280336962,0.6554914991441969,0.376333157303611,4,4,0,5
0.078812272129167,0.3311792652769108,0.3996574313878443,0.3609168009216461,0.9713307047316802,0.8238669646709357,0.8588978411879516,0.6390201721006036,4,3,0,5
0.0438128270757436,0.1008572163590019,0.6777631149493468,0.7649944250728397,0.5563173985888976,0.9588136774110396,0.5532482831311101,0.1274477280695686,0,0,0,5
0.8269401525152921,0.4402824856002694,0.9436305403459232,0.7362057429457616,0.585635294022335,0.4622639301172263,0.669943133725736,0.3764731116283245,4,4,0,5
0.7084879921306576,0.9613267303904413,0.9640965568871154,0.4213880692648135,0.8537951668998136,0.8656688010292686,0.2258004637187402,0.3259986475571122,4,1,0,5
0.8297116283966762,0.4367694492535348,0.9459844665939318,0.7367705218921549,0.5803456217005281,0.4650888071797662,0.6690841855860967,0.3825199771547983,4,4,0,5
0.0758770149411833,0.3261468561073521,0.4026654628228233,0.3617235707548144,0.9706252345082044,0.8177527536082542,0.8591241636943263,0.6447649868366512,4,3,0,5
0.8293810560117356,0.437702266234388,0.9465051696736324,0.740482550495087,0.5813902593495512,0.46729753641583,0.6691845060639878,0.3807708997567089,4,4,0,5
0.0801235663940119,0.330849652265253,0.4002331710419998,0.359699098182087,0.9711823507636772,0.8233504975849394,0.8594749991115705,0.63956919438275,4,3,0,5
0.087199012511221,0.3222900648429585,0.3961491370540096,0.3513504494968454,0.9638507810366987,0.8177570937229192,0.8578005978633299,0.6408544851435598,4,3,0,5
0.0475431471078477,0.0986792270027231,0.6732818967619107,0.7707653499704309,0.5640450353448421,0.9565987533199104,0.5516135368856069,0.1275411929389482,0,0,0,5
0.0572890388410024,0.1087417439521402,0.6823442800581229,0.7682560362119656,0.5637091378388807,0.955088544587457,0.5592919706836605,0.12677831934737,0,0,0,5
0.0666087135738298,0.0927345173881926,0.6744438026946966,0.7645161776630398,0.5583224956438047,0.9704168896109088,0.5421152456559373,0.1137782413748221,0,0,0,5
0.8390184150788245,0.426811252717954,0.9398999210277046,0.7304753186172431,0.5897981583760211,0.4696107734226777,0.6784475412812472,0.3873270518492631,4,4,0,5
0.8321350791952077,0.4413743060736515,0.947871615708115,0.7385166798408089,0.5755615218136572,0.4672884315065915,0.6703445563295888,0.3830175739356342,4,4,0,5
0.8222114945779346,0.4244101528124627,0.9313116940155416,0.7212026874060687,0.5706572958803802,0.4634868123916357,0.6891721483706615,0.362150188173706,4,4,0,5
0.0480114705244574,0.096701219353993,0.677278146930328,0.7826495798397907,0.5623925194065355,0.9579007637010172,0.5573201744402286,0.1336645245406229,0,0,0,5
0.8381220501587253,0.45070752584483,0.933708278746716,0.7522788646286855,0.5873972834709617,0.4524361066716595,0.6666141497422045,0.3886860604646089,4,4,0,5
0.0843286077866564,0.3228790506730866,0.407480766464843,0.3526892364664279,0.960817903002892,0.816495464278301,0.8644026344805302,0.6483221176089669,4,3,0,5
0.8209076240770484,0.4277433511394666,0.940745618206534,0.7306462738683777,0.5763538409262415,0.4571622970286386,0.6680640198536153,0.3827856383873433,4,4,0,5
0.8283094476407176,0.4357483799018644,0.9488171451402032,0.7439872960578987,0.5821889235255642,0.4737771551255556,0.661515326575453,0.3835326368499253,4,4,0,5
