closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,closed cluster counts,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,cluster counts,window high,window low,window mean,window segment,window stream,window size,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),index
[0.3635368  0.14150117 0.02518984 0.33849299 0.30614778 0.21911507],[0.15179614 0.12923481 0.01788843 0.14025993 0.18341121 0.07191881],[0.25766647 0.13536799 0.02153914 0.23937646 0.2447795  0.14551694],-1.0,11.0,3.0,47.0,[0.59915304 0.70962325 0.26504089 0.34557535 0.17216706 0.17596379],[0.1479264  0.24488902 0.02000584 0.14339953 0.02424065 0.03015479],[0.37353972 0.47725613 0.14252336 0.24448744 0.09820386 0.10305929],2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,[0.50540304 0.2546729  0.09944509 0.12989194 0.32272196 0.48349883],[0.27548189 0.14697722 0.01956776 0.0588493  0.08528037 0.14726928],[0.39044246 0.20082506 0.05950643 0.09437062 0.20400117 0.31538405],-1.0,11.0,3.0,False,False,[],[48],224
,,,,,,,[25.91880841 18.50328563  5.76657418 11.55322722 16.20078855 20.77453271],[14.05716998 10.59922605  2.67180199  6.09185164  7.74905082  8.45706776],[39.97597839 29.10251168  8.43837617 17.64507886 23.94983937 29.23160047],30,-1,6,4,,,,,,,,,,,224
,,,,,,,[0.58038843 0.54745911 0.06600467 0.16158002 0.05089077 0.14128213],[0.10010222 0.22926402 0.04556075 0.08243283 0.04614486 0.05965245],[0.68049065 0.77672313 0.11156542 0.24401285 0.09703563 0.20093458],38,-1,7,3,,,,,,,,,,,224
,,,,,,,[10.53417056  6.26445678  1.04775117  3.54030374  4.76263143  5.81060164],[3.9489632  3.6994743  0.78212617 1.92209404 1.91574182 2.45319801],[14.48313376  9.96393107  1.82987734  5.46239778  6.67837325  8.26379965],39,-1,8,3,,,,,,,,,,,224
,,,,,,,[2.19640771 1.31987442 0.27139311 0.76905666 1.71831192 1.46999124],[1.43472547 0.76190129 0.08243283 0.34090245 0.60017523 0.70538843],[3.63113318 2.0817757  0.35382593 1.10995911 2.31848715 2.17537967],43,-1,10,3,,,,,,,,,,,224
,,,,,,,[4.79716706 2.72933703 0.48948598 1.63514895 2.61937792 2.92216706],[2.77628505 1.55140187 0.20611857 0.43866822 1.34389603 1.31220794],[7.5734521  4.2807389  0.69560456 2.07381717 3.96327395 4.234375  ],44,-1,10,3,,,,,,,,,,,224
,,,,,,,[0.9499854  0.54782418 0.05724299 0.20918516 0.59776577 0.60645444],[0.49751752 0.36083528 0.03869743 0.10280374 0.270809   0.35995911],[1.44750292 0.90865946 0.09594042 0.3119889  0.86857477 0.96641355],45,-1,11,3,,,,,,,,,,,224
,,,,,,,[0.41333236 0.4448014  0.04001168 0.36872079 0.44399825 0.57184579],[0.25175234 0.26599007 0.01832652 0.14997079 0.21239778 0.2234229 ],[0.33254235 0.35539574 0.0291691  0.25934579 0.32819801 0.39763435],46,-1,11,3,,,,,,,,,,,224
,,,,,,,[0.3635368  0.14150117 0.02518984 0.33849299 0.30614778 0.21911507],[0.15179614 0.12923481 0.01788843 0.14025993 0.18341121 0.07191881],[0.25766647 0.13536799 0.02153914 0.23937646 0.2447795  0.14551694],47,-1,11,3,,,,,,,,,,,224
,,,,,,,[0.50540304 0.2546729  0.09944509 0.12989194 0.32272196 0.48349883],[0.27548189 0.14697722 0.01956776 0.0588493  0.08528037 0.14726928],[0.39044246 0.20082506 0.05950643 0.09437062 0.20400117 0.31538405],48,-1,11,3,,,,,,,,,,,224
