x,y,cluster,_id
0.5455421625,0.55810838,1,240
0.667857249,0.5194365156,1,241
0.6380742923,0.5580724962,1,242
0.639594275,0.5785675839,1,243
0.6126538558,0.6435129155,1,244
0.5641088783,0.5715310966,1,245
0.6251172892,0.6082891582,1,246
0.7197882214,0.6128300902,1,247
0.6776723885,0.5775584879,1,248
0.5591636274,0.5959788394,1,249
0.6928340035,0.5582073323,1,250
0.6545531548,0.5831443997,1,251
0.7178617071,0.5410668363,1,252
0.5452789253,0.5775400023,1,253
0.5381152639,0.5441321829,1,254
0.5659632147,0.603823256,1,255
0.7183467853,0.6007850941,1,256
0.6040965231,0.5940552502,1,257
0.7390852082,0.6204635535,1,258
0.6248636049,0.5819591468,1,259
0.5705698661,0.5609964823,1,260
0.6051898068,0.6086860548,1,261
0.6044998705,0.5567404459,1,262
0.6417256474,0.5054070365,1,263
0.5791728407,0.5441191342,1,264
0.5997775221,0.5692965144,1,265
0.5975293913,0.5345044501,1,266
0.6576249634,0.5715387083,1,267
0.6246184122,0.5682982923,1,268
0.6832948384,0.581909127,1,269
0.6456158265,0.5565958233,1,270
0.6130731248,0.5476585819,1,271
0.6107082355,0.5712994829,1,272
0.6774834521,0.5666693851,1,273
0.6789970662,0.4864462531,1,274
0.6226197199,0.5766037613,1,275
0.6603656025,0.5723053168,1,276
0.6025064854,0.5587347154,1,277
0.6043257943,0.591515112,1,278
0.6178113948,0.5675751793,1,279
0.5951772393,0.5195485165,1,280
0.6388714341,0.5729251279,1,281
0.5720972789,0.5710243738,1,282
0.6372654747,0.5690812116,1,283
0.6094525515,0.5643260641,1,284
0.5542215608,0.5018491032,1,285
0.6092721066,0.5736667265,1,286
0.6186414412,0.5705915934,1,287
0.6491886349,0.5546059034,1,288
0.6120753708,0.5614488357,1,289
0.6278239622,0.5768190641,1,290
0.5824240327,0.5586890451,1,291
0.6092986426,0.56747079,1,292
0.6126443028,0.5702990861,1,293
0.5933122885,0.5681177859,1,294
0.6940918104,0.5904081511,1,295
0.6080769247,0.5467788851,1,296
0.6094727189,0.5823832281,1,297
0.688521371,0.5576299293,1,298
0.6471580994,0.5289283248,1,299
0.8251032782,0.2819792635,2,552
0.8287164213,0.289091868,2,553
0.8321735328,0.2818857482,2,554
0.824153289,0.2875716996,2,555
0.8293140123,0.2897671359,2,556
0.829862777,0.2906609688,2,557
0.8299901498,0.2905065597,2,558
0.8316831473,0.2915189178,2,559
0.8322722467,0.2910502536,2,560
0.8346711021,0.3117845667,2,561
0.8170416382,0.2572531493,2,562
0.8297821075,0.29123076,2,563
0.8326108462,0.3046676127,2,564
0.8277452034,0.2889287598,2,565
0.7854170824,0.1935496148,2,566
0.8270595128,0.2993394118,2,567
0.8213946053,0.2837473563,2,568
0.8348069664,0.2872019877,2,569
0.8134868742,0.2358055098,2,570
0.8505491893,0.3429882508,2,571
0.8301185841,0.2845400621,2,572
0.8095298244,0.2488041451,2,573
0.8319485074,0.2916396179,2,574
0.822781908,0.2610764053,2,575
0.8224380013,0.2870138696,2,576
0.8273461018,0.2896573097,2,577
0.8262337122,0.2968993133,2,578
0.8327774924,0.3116040603,2,579
0.8473309019,0.3235577158,2,580
0.8392459103,0.309957755,2,581
0.8212629867,0.254743458,2,582
0.829506133,0.2877859151,2,583
0.837273754,0.2992480712,2,584
0.8425820175,0.3019067347,2,585
0.8291240145,0.2892930347,2,586
0.8250321616,0.2736520467,2,587
0.8306790247,0.29460275,2,588
0.8398392555,0.3071588184,2,589
0.8140016728,0.2525382353,2,590
0.8004534473,0.2052205495,2,591
0.832027054,0.2943493886,2,592
0.8101709344,0.2595421009,2,593
0.8283481015,0.2887352047,2,594
0.8359756123,0.2896866692,2,595
0.8259195258,0.2920865343,2,596
0.8334430155,0.2896236007,2,597
0.8293363025,0.294874597,2,598
0.8776605004,0.410934773,2,599
0.8296833936,0.294821315,2,600
0.8345596508,0.2995916858,2,601
0.8394104335,0.3026711685,2,602
0.8294923343,0.271286978,2,603
0.8285126248,0.281445356,2,604
0.8298330567,0.291250333,2,605
0.8272463264,0.2860852403,2,606
0.8230610668,0.2668091145,2,607
0.8362675085,0.2929716681,2,608
0.828587987,0.2997928526,2,609
0.8293447941,0.292856405,2,610
0.8384806117,0.2998831058,2,611
0.8563170565,0.3434112447,2,612
0.8327997826,0.2838550077,2,613
0.8153666852,0.2622203374,2,614
0.829354347,0.2882339189,2,615
0.4457603947,0.7499192614,3,867
0.4747525782,0.8338014538,3,868
0.3903935396,0.7593175553,3,869
0.4353667701,0.7771365814,3,870
0.3867782736,0.7973380743,3,871
0.4217219536,0.83895676,3,872
0.4325751818,0.8354357979,3,873
0.4030841213,0.8061219941,3,874
0.4827569004,0.7912802362,3,875
0.34587779,0.801479935,3,876
0.4136221017,0.7666389383,3,877
0.4775919314,0.793174466,3,878
0.4759435144,0.8447525377,3,879
0.4193920918,0.8718828666,3,880
0.4138195297,0.7607583443,3,881
0.4489797435,0.8099441626,3,882
0.4667376416,0.834415828,3,883
0.4282657337,0.828546108,3,884
0.4843448153,0.7840175722,3,885
0.3950054983,0.8028130726,3,886
0.455160511,0.8294203679,3,887
0.506119204,0.8325727055,3,888
0.4144935443,0.7793689888,3,889
0.4355429692,0.8268160738,3,890
0.3583762509,0.8116361383,3,891
0.4080017747,0.798878903,3,892
0.4527393654,0.7744594323,3,893
0.4454642528,0.7688920061,3,894
0.429150975,0.7528117133,3,895
0.4778891347,0.7830095636,3,896
0.4260112343,0.7922762835,3,897
0.3999316432,0.8154517825,3,898
0.3979053535,0.7480576533,3,899
0.3981218873,0.7664192859,3,900
0.431066875,0.8015212557,3,901
0.4123144071,0.8210213835,3,902
0.4242418131,0.7906506386,3,903
0.4480499217,0.7990267878,3,904
0.4139394724,0.8535582052,3,905
0.3990824909,0.8022063101,3,906
0.4276978631,0.8233777531,3,907
0.3652671221,0.8258830949,3,908
0.4278751237,0.8189466473,3,909
0.4116170408,0.7831183024,3,910
0.348256478,0.8112207561,3,911
0.4646126379,0.8098212878,3,912
0.3974446883,0.8550207419,3,913
0.4520027258,0.7801258108,3,914
0.4208866,0.7993040717,3,915
0.4242046627,0.8195186134,3,916
0.3782347397,0.8094711489,3,917
0.3497902594,0.8198872379,3,918
0.4635639348,0.752353923,3,919
0.4931154975,0.8248054935,3,920
0.4070560313,0.7250148157,3,921
0.395874818,0.8335622285,3,922
0.374461319,0.7841556705,3,923
0.4690675034,0.8331087877,3,924
0.4981838754,0.7859781326,3,925
0.4325932263,0.8309133515,3,926
0.4227929469,0.8354412348,3,927
0.442832942,0.7659397478,3,928
0.4209768224,0.7965149217,3,929
0.90245681,0.7478825839,4,1184
0.848193853,0.736553089,4,1185
0.8850895219,0.7559129437,4,1186
0.8356051696,0.6924605958,4,1187
0.7755138433,0.8145557748,4,1188
0.853529714,0.7467582247,4,1189
0.8661024757,0.7172302055,4,1190
0.8177029156,0.7568698451,4,1191
0.841995041,0.7480380803,4,1192
0.8300198702,0.7361453185,4,1193
0.8550634954,0.7423238567,4,1194
0.8503326554,0.7387800595,4,1195
0.8568435309,0.6996601913,4,1196
0.8521551486,0.7280671136,4,1197
